"State","Year","Period","NDG_Consumption"
"GA",2017,"M02",84428.6166666667
"GA",2017,"M03",84871.025
"GA",2017,"M04",85313.4333333333
"GA",2017,"M05",85755.8416666667
"GA",2017,"M06",86198.25
"GA",2017,"M07",86640.6583333333
"GA",2017,"M08",87083.0666666667
"GA",2017,"M09",87525.475
"GA",2017,"M10",87967.8833333333
"GA",2017,"M11",88410.2916666667
"GA",2017,"M12",88852.7
"GA",2018,"M01",89224.5666666667
"GA",2018,"M02",89596.4333333333
"GA",2018,"M03",89968.3
"GA",2018,"M04",90340.1666666667
"GA",2018,"M05",90712.0333333333
"GA",2018,"M06",91083.9
"GA",2018,"M07",91455.7666666667
"GA",2018,"M08",91827.6333333333
"GA",2018,"M09",92199.5
"GA",2018,"M10",92571.3666666667
"GA",2018,"M11",92943.2333333333
"GA",2018,"M12",93315.1
"GA",2019,"M01",93515.1583333333
"GA",2019,"M02",93715.2166666667
"GA",2019,"M03",93915.275
"GA",2019,"M04",94115.3333333333
"GA",2019,"M05",94315.3916666667
"GA",2019,"M06",94515.45
"GA",2019,"M07",94715.5083333333
"GA",2019,"M08",94915.5666666667
"GA",2019,"M09",95115.625
"GA",2019,"M10",95315.6833333333
"GA",2019,"M11",95515.7416666667
"GA",2019,"M12",95715.8
"GA",2020,"M01",96012.975
"GA",2020,"M02",96310.15
"GA",2020,"M03",96607.325
"GA",2020,"M04",96904.5
"GA",2020,"M05",97201.675
"GA",2020,"M06",97498.85
"GA",2020,"M07",97796.025
"GA",2020,"M08",98093.2
"GA",2020,"M09",98390.375
"GA",2020,"M10",98687.55
"GA",2020,"M11",98984.725
"GA",2020,"M12",99281.9
"GA",2021,"M01",100559.716666667
"GA",2021,"M02",101837.533333333
"GA",2021,"M03",103115.35
"GA",2021,"M04",104393.166666667
"GA",2021,"M05",105670.983333333
"GA",2021,"M06",106948.8
"GA",2021,"M07",108226.616666667
"GA",2021,"M08",109504.433333333
"GA",2021,"M09",110782.25
"GA",2021,"M10",112060.066666667
"GA",2021,"M11",113337.883333333
"GA",2021,"M12",114615.7
"GA",2022,"M01",115688.091666667
"GA",2022,"M02",116760.483333333
"GA",2022,"M03",117832.875
"GA",2022,"M04",118905.266666667
"GA",2022,"M05",119977.658333333
"GA",2022,"M06",121050.05
"GA",2022,"M07",122122.441666667
"GA",2022,"M08",123194.833333333
"GA",2022,"M09",124267.225
"GA",2022,"M10",125339.616666667
"GA",2022,"M11",126412.008333333
"GA",2022,"M12",127484.4
"HI",2012,"M01",11560.6666666667
"HI",2012,"M02",11587.5333333333
"HI",2012,"M03",11614.4
"HI",2012,"M04",11641.2666666667
"HI",2012,"M05",11668.1333333333
"HI",2012,"M06",11695
"HI",2012,"M07",11721.8666666667
"HI",2012,"M08",11748.7333333333
"HI",2012,"M09",11775.6
"HI",2012,"M10",11802.4666666667
"HI",2012,"M11",11829.3333333333
"HI",2012,"M12",11856.2
"HI",2013,"M01",11878.575
"HI",2013,"M02",11900.95
"HI",2013,"M03",11923.325
"HI",2013,"M04",11945.7
"HI",2013,"M05",11968.075
"HI",2013,"M06",11990.45
"HI",2013,"M07",12012.825
"HI",2013,"M08",12035.2
"HI",2013,"M09",12057.575
"HI",2013,"M10",12079.95
"HI",2013,"M11",12102.325
"HI",2013,"M12",12124.7
"HI",2014,"M01",12145.275
"HI",2014,"M02",12165.85
"HI",2014,"M03",12186.425
"HI",2014,"M04",12207
"HI",2014,"M05",12227.575
"HI",2014,"M06",12248.15
"HI",2014,"M07",12268.725
"HI",2014,"M08",12289.3
"HI",2014,"M09",12309.875
"HI",2014,"M10",12330.45
"HI",2014,"M11",12351.025
"HI",2014,"M12",12371.6
"HI",2015,"M01",12365.825
"HI",2015,"M02",12360.05
"HI",2015,"M03",12354.275
"HI",2015,"M04",12348.5
"HI",2015,"M05",12342.725
"HI",2015,"M06",12336.95
"HI",2015,"M07",12331.175
"HI",2015,"M08",12325.4
"HI",2015,"M09",12319.625
"HI",2015,"M10",12313.85
"HI",2015,"M11",12308.075
"HI",2015,"M12",12302.3
"HI",2016,"M01",12327.875
"HI",2016,"M02",12353.45
"HI",2016,"M03",12379.025
"HI",2016,"M04",12404.6
"HI",2016,"M05",12430.175
"HI",2016,"M06",12455.75
"HI",2016,"M07",12481.325
"HI",2016,"M08",12506.9
"HI",2016,"M09",12532.475
"HI",2016,"M10",12558.05
"HI",2016,"M11",12583.625
"HI",2016,"M12",12609.2
"HI",2017,"M01",12650.3083333333
"HI",2017,"M02",12691.4166666667
"HI",2017,"M03",12732.525
"HI",2017,"M04",12773.6333333333
"HI",2017,"M05",12814.7416666667
"HI",2017,"M06",12855.85
"HI",2017,"M07",12896.9583333333
"HI",2017,"M08",12938.0666666667
"HI",2017,"M09",12979.175
"HI",2017,"M10",13020.2833333333
"HI",2017,"M11",13061.3916666667
"HI",2017,"M12",13102.5
"HI",2018,"M01",13159.1333333333
"HI",2018,"M02",13215.7666666667
"HI",2018,"M03",13272.4
"HI",2018,"M04",13329.0333333333
"HI",2018,"M05",13385.6666666667
"HI",2018,"M06",13442.3
"HI",2018,"M07",13498.9333333333
"HI",2018,"M08",13555.5666666667
"HI",2018,"M09",13612.2
"HI",2018,"M10",13668.8333333333
"HI",2018,"M11",13725.4666666667
"HI",2018,"M12",13782.1
"HI",2019,"M01",13819.3833333333
"HI",2019,"M02",13856.6666666667
"HI",2019,"M03",13893.95
"HI",2019,"M04",13931.2333333333
"HI",2019,"M05",13968.5166666667
"HI",2019,"M06",14005.8
"HI",2019,"M07",14043.0833333333
"HI",2019,"M08",14080.3666666667
"HI",2019,"M09",14117.65
"HI",2019,"M10",14154.9333333333
"HI",2019,"M11",14192.2166666667
"HI",2019,"M12",14229.5
"HI",2020,"M01",14203.2
"HI",2020,"M02",14176.9
"HI",2020,"M03",14150.6
"HI",2020,"M04",14124.3
"HI",2020,"M05",14098
"HI",2020,"M06",14071.7
"HI",2020,"M07",14045.4
"HI",2020,"M08",14019.1
"HI",2020,"M09",13992.8
"HI",2020,"M10",13966.5
"HI",2020,"M11",13940.2
"HI",2020,"M12",13913.9
"HI",2021,"M01",14038.4
"HI",2021,"M02",14162.9
"HI",2021,"M03",14287.4
"HI",2021,"M04",14411.9
"HI",2021,"M05",14536.4
"HI",2021,"M06",14660.9
"HI",2021,"M07",14785.4
"HI",2021,"M08",14909.9
"HI",2021,"M09",15034.4
"HI",2021,"M10",15158.9
"HI",2021,"M11",15283.4
"HI",2021,"M12",15407.9
"HI",2022,"M01",15510.6916666667
"HI",2022,"M02",15613.4833333333
"HI",2022,"M03",15716.275
"HI",2022,"M04",15819.0666666667
"HI",2022,"M05",15921.8583333333
"HI",2022,"M06",16024.65
"HI",2022,"M07",16127.4416666667
"HI",2022,"M08",16230.2333333333
"HI",2022,"M09",16333.025
"HI",2022,"M10",16435.8166666667
"HI",2022,"M11",16538.6083333333
"HI",2022,"M12",16641.4
"ID",2012,"M01",11032.2833333333
"ID",2012,"M02",11063.9666666667
"ID",2012,"M03",11095.65
"ID",2012,"M04",11127.3333333333
"ID",2012,"M05",11159.0166666667
"ID",2012,"M06",11190.7
"ID",2012,"M07",11222.3833333333
"ID",2012,"M08",11254.0666666667
"ID",2012,"M09",11285.75
"ID",2012,"M10",11317.4333333333
"ID",2012,"M11",11349.1166666667
"ID",2012,"M12",11380.8
"ID",2013,"M01",11418.0083333333
"ID",2013,"M02",11455.2166666667
"ID",2013,"M03",11492.425
"ID",2013,"M04",11529.6333333333
"ID",2013,"M05",11566.8416666667
"ID",2013,"M06",11604.05
"ID",2013,"M07",11641.2583333333
"ID",2013,"M08",11678.4666666667
"ID",2013,"M09",11715.675
"ID",2013,"M10",11752.8833333333
"ID",2013,"M11",11790.0916666667
"ID",2013,"M12",11827.3
"ID",2014,"M01",11870.5833333333
"ID",2014,"M02",11913.8666666667
"ID",2014,"M03",11957.15
"ID",2014,"M04",12000.4333333333
"ID",2014,"M05",12043.7166666667
"ID",2014,"M06",12087
"ID",2014,"M07",12130.2833333333
"ID",2014,"M08",12173.5666666667
"ID",2014,"M09",12216.85
"ID",2014,"M10",12260.1333333333
"ID",2014,"M11",12303.4166666667
"ID",2014,"M12",12346.7
"ID",2015,"M01",12326.1916666667
"ID",2015,"M02",12305.6833333333
"ID",2015,"M03",12285.175
"ID",2015,"M04",12264.6666666667
"ID",2015,"M05",12244.1583333333
"ID",2015,"M06",12223.65
"ID",2015,"M07",12203.1416666667
"ID",2015,"M08",12182.6333333333
"ID",2015,"M09",12162.125
"ID",2015,"M10",12141.6166666667
"ID",2015,"M11",12121.1083333333
"ID",2015,"M12",12100.6
"ID",2016,"M01",12137.05
"ID",2016,"M02",12173.5
"ID",2016,"M03",12209.95
"ID",2016,"M04",12246.4
"ID",2016,"M05",12282.85
"ID",2016,"M06",12319.3
"ID",2016,"M07",12355.75
"ID",2016,"M08",12392.2
"ID",2016,"M09",12428.65
"ID",2016,"M10",12465.1
"ID",2016,"M11",12501.55
"ID",2016,"M12",12538
"ID",2017,"M01",12576.8333333333
"ID",2017,"M02",12615.6666666667
"ID",2017,"M03",12654.5
"ID",2017,"M04",12693.3333333333
"ID",2017,"M05",12732.1666666667
"ID",2017,"M06",12771
"ID",2017,"M07",12809.8333333333
"ID",2017,"M08",12848.6666666667
"ID",2017,"M09",12887.5
"ID",2017,"M10",12926.3333333333
"ID",2017,"M11",12965.1666666667
"ID",2017,"M12",13004
"ID",2018,"M01",13052.3333333333
"ID",2018,"M02",13100.6666666667
"ID",2018,"M03",13149
"ID",2018,"M04",13197.3333333333
"ID",2018,"M05",13245.6666666667
"ID",2018,"M06",13294
"ID",2018,"M07",13342.3333333333
"ID",2018,"M08",13390.6666666667
"ID",2018,"M09",13439
"ID",2018,"M10",13487.3333333333
"ID",2018,"M11",13535.6666666667
"ID",2018,"M12",13584
"ID",2019,"M01",13600.8166666667
"ID",2019,"M02",13617.6333333333
"ID",2019,"M03",13634.45
"ID",2019,"M04",13651.2666666667
"ID",2019,"M05",13668.0833333333
"ID",2019,"M06",13684.9
"ID",2019,"M07",13701.7166666667
"ID",2019,"M08",13718.5333333333
"ID",2019,"M09",13735.35
"ID",2019,"M10",13752.1666666667
"ID",2019,"M11",13768.9833333333
"ID",2019,"M12",13785.8
"ID",2020,"M01",13834.9583333333
"ID",2020,"M02",13884.1166666667
"ID",2020,"M03",13933.275
"ID",2020,"M04",13982.4333333333
"ID",2020,"M05",14031.5916666667
"ID",2020,"M06",14080.75
"ID",2020,"M07",14129.9083333333
"ID",2020,"M08",14179.0666666667
"ID",2020,"M09",14228.225
"ID",2020,"M10",14277.3833333333
"ID",2020,"M11",14326.5416666667
"ID",2020,"M12",14375.7
"ID",2021,"M01",14587.125
"ID",2021,"M02",14798.55
"ID",2021,"M03",15009.975
"ID",2021,"M04",15221.4
"ID",2021,"M05",15432.825
"ID",2021,"M06",15644.25
"ID",2021,"M07",15855.675
"ID",2021,"M08",16067.1
"ID",2021,"M09",16278.525
"ID",2021,"M10",16489.95
"ID",2021,"M11",16701.375
"ID",2021,"M12",16912.8
"ID",2022,"M01",17112.025
"ID",2022,"M02",17311.25
"ID",2022,"M03",17510.475
"ID",2022,"M04",17709.7
"ID",2022,"M05",17908.925
"ID",2022,"M06",18108.15
"ID",2022,"M07",18307.375
"ID",2022,"M08",18506.6
"ID",2022,"M09",18705.825
"ID",2022,"M10",18905.05
"ID",2022,"M11",19104.275
