State,Year,Period,Pandemic_Response_8
GA,2017,M10,0
GA,2017,M11,0
GA,2017,M12,0
GA,2018,M01,0
GA,2018,M02,0
GA,2018,M03,0
GA,2018,M04,0
GA,2018,M05,0
GA,2018,M06,0
GA,2018,M07,0
GA,2018,M08,0
GA,2018,M09,0
GA,2018,M10,0
GA,2018,M11,0
GA,2018,M12,0
GA,2019,M01,0
GA,2019,M02,0
GA,2019,M03,0
GA,2019,M04,0
GA,2019,M05,0
GA,2019,M06,0
GA,2019,M07,0
GA,2019,M08,0
GA,2019,M09,0
GA,2019,M10,0
GA,2019,M11,0
GA,2019,M12,0
GA,2020,M01,0
GA,2020,M02,0
GA,2020,M03,0
GA,2020,M04,0
GA,2020,M05,0
GA,2020,M06,0
GA,2020,M07,0
GA,2020,M08,0
GA,2020,M09,0
GA,2020,M10,0
GA,2020,M11,0
GA,2020,M12,0
GA,2021,M01,0
GA,2021,M02,0
GA,2021,M03,0
GA,2021,M04,0
GA,2021,M05,0
GA,2021,M06,0
GA,2021,M07,0
GA,2021,M08,0
GA,2021,M09,0
GA,2021,M10,0
GA,2021,M11,0
GA,2021,M12,0
GA,2022,M01,0
GA,2022,M02,0
GA,2022,M03,0
GA,2022,M04,0
GA,2022,M05,0
GA,2022,M06,0
GA,2022,M07,0
GA,2022,M08,0
GA,2022,M09,0
GA,2022,M10,0
GA,2022,M11,0
GA,2022,M12,0
HI,2012,M01,0
HI,2012,M02,0
HI,2012,M03,0
HI,2012,M04,0
HI,2012,M05,0
HI,2012,M06,0
HI,2012,M07,0
HI,2012,M08,0
HI,2012,M09,0
HI,2012,M10,0
HI,2012,M11,0
HI,2012,M12,0
HI,2013,M01,0
HI,2013,M02,0
HI,2013,M03,0
HI,2013,M04,0
HI,2013,M05,0
HI,2013,M06,0
HI,2013,M07,0
HI,2013,M08,0
HI,2013,M09,0
HI,2013,M10,0
HI,2013,M11,0
HI,2013,M12,0
HI,2014,M01,0
HI,2014,M02,0
HI,2014,M03,0
HI,2014,M04,0
HI,2014,M05,0
HI,2014,M06,0
HI,2014,M07,0
HI,2014,M08,0
HI,2014,M09,0
HI,2014,M10,0
HI,2014,M11,0
HI,2014,M12,0
HI,2015,M01,0
HI,2015,M02,0
HI,2015,M03,0
HI,2015,M04,0
HI,2015,M05,0
HI,2015,M06,0
HI,2015,M07,0
HI,2015,M08,0
HI,2015,M09,0
HI,2015,M10,0
HI,2015,M11,0
HI,2015,M12,0
HI,2016,M01,0
HI,2016,M02,0
HI,2016,M03,0
HI,2016,M04,0
HI,2016,M05,0
HI,2016,M06,0
HI,2016,M07,0
HI,2016,M08,0
HI,2016,M09,0
HI,2016,M10,0
HI,2016,M11,0
HI,2016,M12,0
HI,2017,M01,0
HI,2017,M02,0
HI,2017,M03,0
HI,2017,M04,0
HI,2017,M05,0
HI,2017,M06,0
HI,2017,M07,0
HI,2017,M08,0
HI,2017,M09,0
HI,2017,M10,0
HI,2017,M11,0
HI,2017,M12,0
HI,2018,M01,0
HI,2018,M02,0
HI,2018,M03,0
HI,2018,M04,0
HI,2018,M05,0
HI,2018,M06,0
HI,2018,M07,0
HI,2018,M08,0
HI,2018,M09,0
HI,2018,M10,0
HI,2018,M11,0
HI,2018,M12,0
HI,2019,M01,0
HI,2019,M02,0
HI,2019,M03,0
HI,2019,M04,0
HI,2019,M05,0
HI,2019,M06,0
HI,2019,M07,0
HI,2019,M08,0
HI,2019,M09,0
HI,2019,M10,0
HI,2019,M11,0
HI,2019,M12,0
HI,2020,M01,0
HI,2020,M02,0
HI,2020,M03,0
HI,2020,M04,0
HI,2020,M05,0
HI,2020,M06,0
HI,2020,M07,0
HI,2020,M08,0
HI,2020,M09,0
HI,2020,M10,0
HI,2020,M11,0
HI,2020,M12,0
HI,2021,M01,0
HI,2021,M02,0
HI,2021,M03,0
HI,2021,M04,0
HI,2021,M05,0
HI,2021,M06,0
HI,2021,M07,0
HI,2021,M08,0
HI,2021,M09,0
HI,2021,M10,0
HI,2021,M11,0
HI,2021,M12,0
HI,2022,M01,0
HI,2022,M02,0
HI,2022,M03,0
HI,2022,M04,0
HI,2022,M05,0
HI,2022,M06,0
HI,2022,M07,0
HI,2022,M08,0
HI,2022,M09,0
HI,2022,M10,0
HI,2022,M11,0
HI,2022,M12,0
ID,2012,M01,0
ID,2012,M02,0
ID,2012,M03,0
ID,2012,M04,0
ID,2012,M05,0
ID,2012,M06,0
ID,2012,M07,0
ID,2012,M08,0
ID,2012,M09,0
ID,2012,M10,0
ID,2012,M11,0
ID,2012,M12,0
ID,2013,M01,0
ID,2013,M02,0
ID,2013,M03,0
ID,2013,M04,0
ID,2013,M05,0
ID,2013,M06,0
ID,2013,M07,0
ID,2013,M08,0
ID,2013,M09,0
ID,2013,M10,0
ID,2013,M11,0
ID,2013,M12,0
ID,2014,M01,0
ID,2014,M02,0
ID,2014,M03,0
ID,2014,M04,0
ID,2014,M05,0
ID,2014,M06,0
ID,2014,M07,0
ID,2014,M08,0
ID,2014,M09,0
ID,2014,M10,0
ID,2014,M11,0
ID,2014,M12,0
ID,2015,M01,0
ID,2015,M02,0
ID,2015,M03,0
ID,2015,M04,0
ID,2015,M05,0
ID,2015,M06,0
ID,2015,M07,0
ID,2015,M08,0
ID,2015,M09,0
ID,2015,M10,0
ID,2015,M11,0
ID,2015,M12,0
ID,2016,M01,0
ID,2016,M02,0
ID,2016,M03,0
ID,2016,M04,0
ID,2016,M05,0
ID,2016,M06,0
ID,2016,M07,0
ID,2016,M08,0
ID,2016,M09,0
ID,2016,M10,0
ID,2016,M11,0
ID,2016,M12,0
ID,2017,M01,0
ID,2017,M02,0
ID,2017,M03,0
ID,2017,M04,0
ID,2017,M05,0
ID,2017,M06,0
ID,2017,M07,0
ID,2017,M08,0
ID,2017,M09,0
ID,2017,M10,0
ID,2017,M11,0
ID,2017,M12,0
ID,2018,M01,0
ID,2018,M02,0
ID,2018,M03,0
ID,2018,M04,0
ID,2018,M05,0
ID,2018,M06,0
ID,2018,M07,0
ID,2018,M08,0
ID,2018,M09,0
ID,2018,M10,0
ID,2018,M11,0
ID,2018,M12,0
ID,2019,M01,0
ID,2019,M02,0
ID,2019,M03,0
ID,2019,M04,0
ID,2019,M05,0
ID,2019,M06,0
ID,2019,M07,0
ID,2019,M08,0
ID,2019,M09,0
ID,2019,M10,0
ID,2019,M11,0
ID,2019,M12,0
ID,2020,M01,0
ID,2020,M02,0
ID,2020,M03,0
ID,2020,M04,0
ID,2020,M05,0
ID,2020,M06,0
ID,2020,M07,0
ID,2020,M08,0
ID,2020,M09,0
ID,2020,M10,0
ID,2020,M11,0
ID,2020,M12,0
ID,2021,M01,0
ID,2021,M02,0
ID,2021,M03,0
ID,2021,M04,0
ID,2021,M05,0
ID,2021,M06,0
ID,2021,M07,0
ID,2021,M08,0
ID,2021,M09,0
ID,2021,M10,0
ID,2021,M11,0
ID,2021,M12,0
ID,2022,M01,0
ID,2022,M02,0
ID,2022,M03,0
ID,2022,M04,0
ID,2022,M05,0
ID,2022,M06,0
ID,2022,M07,0
ID,2022,M08,0
ID,2022,M09,0
ID,2022,M10,0
ID,2022,M11,0
ID,2022,M12,0
IL,2012,M01,0
IL,2012,M02,0
IL,2012,M03,0
IL,2012,M04,0
IL,2012,M05,0
IL,2012,M06,0
IL,2012,M07,0
IL,2012,M08,0
IL,2012,M09,0
IL,2012,M10,0
IL,2012,M11,0
IL,2012,M12,0
IL,2013,M01,0
IL,2013,M02,0
IL,2013,M03,0
IL,2013,M04,0
IL,2013,M05,0
IL,2013,M06,0
IL,2013,M07,0
IL,2013,M08,0
IL,2013,M09,0
IL,2013,M10,0
IL,2013,M11,0
IL,2013,M12,0
IL,2014,M01,0
IL,2014,M02,0
IL,2014,M03,0
IL,2014,M04,0
IL,2014,M05,0
IL,2014,M06,0
IL,2014,M07,0
IL,2014,M08,0
IL,2014,M09,0
IL,2014,M10,0
IL,2014,M11,0
IL,2014,M12,0
IL,2015,M01,0
IL,2015,M02,0
IL,2015,M03,0
IL,2015,M04,0
IL,2015,M05,0
IL,2015,M06,0
IL,2015,M07,0
IL,2015,M08,0
IL,2015,M09,0
IL,2015,M10,0
IL,2015,M11,0
IL,2015,M12,0
IL,2016,M01,0
IL,2016,M02,0
IL,2016,M03,0
IL,2016,M04,0
IL,2016,M05,0
IL,2016,M06,0
IL,2016,M07,0
IL,2016,M08,0
IL,2016,M09,0
IL,2016,M10,0
IL,2016,M11,0
IL,2016,M12,0
IL,2017,M01,0
IL,2017,M02,0
IL,2017,M03,0
IL,2017,M04,0
IL,2017,M05,0
IL,2017,M06,0
IL,2017,M07,0
IL,2017,M08,0
IL,2017,M09,0
IL,2017,M10,0
IL,2017,M11,0
IL,2017,M12,0
IL,2018,M01,0
IL,2018,M02,0
IL,2018,M03,0
IL,2018,M04,0
IL,2018,M05,0
IL,2018,M06,0
IL,2018,M07,0
IL,2018,M08,0
IL,2018,M09,0
IL,2018,M10,0
IL,2018,M11,0
IL,2018,M12,0
IL,2019,M01,0
IL,2019,M02,0
IL,2019,M03,0
IL,2019,M04,0
IL,2019,M05,0
IL,2019,M06,0
IL,2019,M07,0
IL,2019,M08,0
IL,2019,M09,0
IL,2019,M10,0
IL,2019,M11,0
IL,2019,M12,0
IL,2020,M01,0
IL,2020,M02,0
IL,2020,M03,0
IL,2020,M04,0
IL,2020,M05,0
IL,2020,M06,0
IL,2020,M07,0
IL,2020,M08,0
IL,2020,M09,0
IL,2020,M10,0
IL,2020,M11,0
IL,2020,M12,0
IL,2021,M01,0
IL,2021,M02,0
IL,2021,M03,0
IL,2021,M04,0
IL,2021,M05,0
IL,2021,M06,0
IL,2021,M07,0
IL,2021,M08,0
IL,2021,M09,0
IL,2021,M10,0
IL,2021,M11,0
IL,2021,M12,0
IL,2022,M01,0
IL,2022,M02,0
IL,2022,M03,0
IL,2022,M04,0
IL,2022,M05,0
IL,2022,M06,0
IL,2022,M07,0
IL,2022,M08,0
IL,2022,M09,0
IL,2022,M10,0
IL,2022,M11,0
IL,2022,M12,0
IN,2012,M01,0
IN,2012,M02,0
IN,2012,M03,0
IN,2012,M04,0
IN,2012,M05,0
IN,2012,M06,0
IN,2012,M07,0
IN,2012,M08,0
IN,2012,M09,0
IN,2012,M10,0
IN,2012,M11,0
IN,2012,M12,0
IN,2013,M01,0
IN,2013,M02,0
IN,2013,M03,0
IN,2013,M04,0
IN,2013,M05,0
IN,2013,M06,0
IN,2013,M07,0
IN,2013,M08,0
IN,2013,M09,0
IN,2013,M10,0
IN,2013,M11,0
IN,2013,M12,0
IN,2014,M01,0
IN,2014,M02,0
IN,2014,M03,0
IN,2014,M04,0
IN,2014,M05,0
IN,2014,M06,0
IN,2014,M07,0
IN,2014,M08,0
IN,2014,M09,0
IN,2014,M10,0
IN,2014,M11,0
IN,2014,M12,0
IN,2015,M01,0
IN,2015,M02,0
IN,2015,M03,0
IN,2015,M04,0
IN,2015,M05,0
IN,2015,M06,0
IN,2015,M07,0
IN,2015,M08,0
IN,2015,M09,0
IN,2015,M10,0
IN,2015,M11,0
IN,2015,M12,0
IN,2016,M01,0
IN,2016,M02,0
IN,2016,M03,0
IN,2016,M04,0
IN,2016,M05,0
IN,2016,M06,0
IN,2016,M07,0
IN,2016,M08,0
IN,2016,M09,0
IN,2016,M10,0
IN,2016,M11,0
IN,2016,M12,0
IN,2017,M01,0
IN,2017,M02,0
IN,2017,M03,0
IN,2017,M04,0
IN,2017,M05,0
IN,2017,M06,0
IN,2017,M07,0
IN,2017,M08,0
IN,2017,M09,0
IN,2017,M10,0
IN,2017,M11,0
IN,2017,M12,0
IN,2018,M01,0
IN,2018,M02,0
IN,2018,M03,0
IN,2018,M04,0
IN,2018,M05,0
IN,2018,M06,0
IN,2018,M07,0
IN,2018,M08,0
IN,2018,M09,0
IN,2018,M10,0
IN,2018,M11,0
IN,2018,M12,0
IN,2019,M01,0
IN,2019,M02,0
IN,2019,M03,0
IN,2019,M04,0
IN,2019,M05,0
IN,2019,M06,0
IN,2019,M07,0
IN,2019,M08,0
IN,2019,M09,0
IN,2019,M10,0
IN,2019,M11,0
IN,2019,M12,0
IN,2020,M01,0
IN,2020,M02,0
IN,2020,M03,0
IN,2020,M04,0
IN,2020,M05,0
IN,2020,M06,0
IN,2020,M07,0
IN,2020,M08,0
IN,2020,M09,0
IN,2020,M10,0
IN,2020,M11,0
IN,2020,M12,0
IN,2021,M01,0
IN,2021,M02,0
IN,2021,M03,0
IN,2021,M04,0
IN,2021,M05,0
IN,2021,M06,0
IN,2021,M07,0
IN,2021,M08,0
IN,2021,M09,0
IN,2021,M10,0
IN,2021,M11,0
IN,2021,M12,0
IN,2022,M01,0
IN,2022,M02,0
IN,2022,M03,0
IN,2022,M04,0
IN,2022,M05,0
IN,2022,M06,0
IN,2022,M07,0
IN,2022,M08,0
IN,2022,M09,0
IN,2022,M10,0
IN,2022,M11,0
IN,2022,M12,0
IA,2012,M01,0
IA,2012,M02,0
IA,2012,M03,0
IA,2012,M04,0
IA,2012,M05,0
IA,2012,M06,0
IA,2012,M07,0
IA,2012,M08,0
IA,2012,M09,0
IA,2012,M10,0
IA,2012,M11,0
IA,2012,M12,0
IA,2013,M01,0
IA,2013,M02,0
IA,2013,M03,0
IA,2013,M04,0
IA,2013,M05,0
IA,2013,M06,0
IA,2013,M07,0
IA,2013,M08,0
IA,2013,M09,0
IA,2013,M10,0
IA,2013,M11,0
IA,2013,M12,0
IA,2014,M01,0
IA,2014,M02,0
IA,2014,M03,0
IA,2014,M04,0
IA,2014,M05,0
IA,2014,M06,0
IA,2014,M07,0
IA,2014,M08,0
IA,2014,M09,0
IA,2014,M10,0
IA,2014,M11,0
IA,2014,M12,0
IA,2015,M01,0
IA,2015,M02,0
IA,2015,M03,0
IA,2015,M04,0
IA,2015,M05,0
IA,2015,M06,0
IA,2015,M07,0
IA,2015,M08,0
IA,2015,M09,0
IA,2015,M10,0
IA,2015,M11,0
IA,2015,M12,0
IA,2016,M01,0
IA,2016,M02,0
IA,2016,M03,0
IA,2016,M04,0
IA,2016,M05,0
IA,2016,M06,0
IA,2016,M07,0
IA,2016,M08,0
IA,2016,M09,0
IA,2016,M10,0
IA,2016,M11,0
IA,2016,M12,0
IA,2017,M01,0
IA,2017,M02,0
IA,2017,M03,0
IA,2017,M04,0
IA,2017,M05,0
IA,2017,M06,0
IA,2017,M07,0
IA,2017,M08,0
IA,2017,M09,0
IA,2017,M10,0
IA,2017,M11,0
IA,2017,M12,0
IA,2018,M01,0
IA,2018,M02,0
IA,2018,M03,0
IA,2018,M04,0
IA,2018,M05,0
IA,2018,M06,0
IA,2018,M07,0
IA,2018,M08,0
IA,2018,M09,0
IA,2018,M10,0
IA,2018,M11,0
IA,2018,M12,0
IA,2019,M01,0
IA,2019,M02,0
IA,2019,M03,0
IA,2019,M04,0
IA,2019,M05,0
IA,2019,M06,0
IA,2019,M07,0
IA,2019,M08,0
IA,2019,M09,0
IA,2019,M10,0
IA,2019,M11,0
IA,2019,M12,0
IA,2020,M01,0
IA,2020,M02,0
IA,2020,M03,0
IA,2020,M04,0
IA,2020,M05,0
IA,2020,M06,0
IA,2020,M07,0
IA,2020,M08,0
IA,2020,M09,0
IA,2020,M10,0
IA,2020,M11,0
IA,2020,M12,0
IA,2021,M01,0
IA,2021,M02,0
IA,2021,M03,0
IA,2021,M04,0
IA,2021,M05,0
IA,2021,M06,0
IA,2021,M07,0
IA,2021,M08,0
IA,2021,M09,0
IA,2021,M10,0
IA,2021,M11,0
IA,2021,M12,0
IA,2022,M01,0
IA,2022,M02,0
IA,2022,M03,0
IA,2022,M04,0
IA,2022,M05,0
IA,2022,M06,0
IA,2022,M07,0
IA,2022,M08,0
IA,2022,M09,0
IA,2022,M10,0
IA,2022,M11,0
IA,2022,M12,0
KS,2012,M01,0
KS,2012,M02,0
KS,2012,M03,0
KS,2012,M04,0
KS,2012,M05,0
KS,2012,M06,0
KS,2012,M07,0
KS,2012,M08,0
KS,2012,M09,0
KS,2012,M10,0
KS,2012,M11,0
KS,2012,M12,0
KS,2013,M01,0
KS,2013,M02,0
KS,2013,M03,0
KS,2013,M04,0
KS,2013,M05,0
KS,2013,M06,0
KS,2013,M07,0
KS,2013,M08,0
KS,2013,M09,0
KS,2013,M10,0
KS,2013,M11,0
KS,2013,M12,0
KS,2014,M01,0
KS,2014,M02,0
KS,2014,M03,0
KS,2014,M04,0
KS,2014,M05,0
KS,2014,M06,0
KS,2014,M07,0
KS,2014,M08,0
KS,2014,M09,0
KS,2014,M10,0
KS,2014,M11,0
KS,2014,M12,0
KS,2015,M01,0
KS,2015,M02,0
KS,2015,M03,0
KS,2015,M04,0
KS,2015,M05,0
KS,2015,M06,0
KS,2015,M07,0
KS,2015,M08,0
KS,2015,M09,0
KS,2015,M10,0
KS,2015,M11,0
KS,2015,M12,0
KS,2016,M01,0
KS,2016,M02,0
KS,2016,M03,0
KS,2016,M04,0
KS,2016,M05,0
KS,2016,M06,0
KS,2016,M07,0
KS,2016,M08,0
KS,2016,M09,0
KS,2016,M10,0
KS,2016,M11,0
KS,2016,M12,0
KS,2017,M01,0
KS,2017,M02,0
KS,2017,M03,0
KS,2017,M04,0
KS,2017,M05,0
KS,2017,M06,0
KS,2017,M07,0
KS,2017,M08,0
KS,2017,M09,0
KS,2017,M10,0
KS,2017,M11,0
KS,2017,M12,0
KS,2018,M01,0
KS,2018,M02,0
KS,2018,M03,0
KS,2018,M04,0
KS,2018,M05,0
KS,2018,M06,0
KS,2018,M07,0
KS,2018,M08,0
KS,2018,M09,0
KS,2018,M10,0
KS,2018,M11,0
KS,2018,M12,0
KS,2019,M01,0
KS,2019,M02,0
KS,2019,M03,0
KS,2019,M04,0
KS,2019,M05,0
KS,2019,M06,0
KS,2019,M07,0
KS,2019,M08,0
KS,2019,M09,0
KS,2019,M10,0
KS,2019,M11,0
KS,2019,M12,0
KS,2020,M01,0
KS,2020,M02,0
KS,2020,M03,0
KS,2020,M04,0
KS,2020,M05,0
KS,2020,M06,0
KS,2020,M07,0
KS,2020,M08,0
KS,2020,M09,0
KS,2020,M10,0
KS,2020,M11,0
KS,2020,M12,0
KS,2021,M01,0
KS,2021,M02,0
KS,2021,M03,0
KS,2021,M04,0
KS,2021,M05,0
KS,2021,M06,0
KS,2021,M07,0
KS,2021,M08,0
KS,2021,M09,0
KS,2021,M10,0
KS,2021,M11,0
KS,2021,M12,0
KS,2022,M01,0
KS,2022,M02,0
KS,2022,M03,0
KS,2022,M04,0
KS,2022,M05,0
KS,2022,M06,0
KS,2022,M07,0
KS,2022,M08,0
KS,2022,M09,0
KS,2022,M10,0
KS,2022,M11,0
KS,2022,M12,0
KY,2012,M01,0
KY,2012,M02,0
KY,2012,M03,0
KY,2012,M04,0
KY,2012,M05,0
KY,2012,M06,0
KY,2012,M07,0
KY,2012,M08,0
KY,2012,M09,0
KY,2012,M10,0
KY,2012,M11,0
KY,2012,M12,0
KY,2013,M01,0
KY,2013,M02,0
KY,2013,M03,0
KY,2013,M04,0
KY,2013,M05,0
KY,2013,M06,0
KY,2013,M07,0
KY,2013,M08,0
KY,2013,M09,0
KY,2013,M10,0
KY,2013,M11,0
KY,2013,M12,0
KY,2014,M01,0
KY,2014,M02,0
KY,2014,M03,0
KY,2014,M04,0
KY,2014,M05,0
KY,2014,M06,0
KY,2014,M07,0
KY,2014,M08,0
KY,2014,M09,0
KY,2014,M10,0
KY,2014,M11,0
KY,2014,M12,0
KY,2015,M01,0
KY,2015,M02,0
KY,2015,M03,0
KY,2015,M04,0
KY,2015,M05,0
KY,2015,M06,0
KY,2015,M07,0
KY,2015,M08,0
KY,2015,M09,0
KY,2015,M10,0
KY,2015,M11,0
KY,2015,M12,0
KY,2016,M01,0
KY,2016,M02,0
KY,2016,M03,0
KY,2016,M04,0
KY,2016,M05,0
KY,2016,M06,0
KY,2016,M07,0
KY,2016,M08,0
KY,2016,M09,0
KY,2016,M10,0
KY,2016,M11,0
KY,2016,M12,0
KY,2017,M01,0
KY,2017,M02,0
KY,2017,M03,0
KY,2017,M04,0
KY,2017,M05,0
KY,2017,M06,0
KY,2017,M07,0
KY,2017,M08,0
KY,2017,M09,0
KY,2017,M10,0
KY,2017,M11,0
KY,2017,M12,0
KY,2018,M01,0
KY,2018,M02,0
KY,2018,M03,0
KY,2018,M04,0
KY,2018,M05,0
KY,2018,M06,0
KY,2018,M07,0
KY,2018,M08,0
KY,2018,M09,0
KY,2018,M10,0
KY,2018,M11,0
KY,2018,M12,0
KY,2019,M01,0
KY,2019,M02,0
KY,2019,M03,0
KY,2019,M04,0
KY,2019,M05,0
KY,2019,M06,0
KY,2019,M07,0
KY,2019,M08,0
KY,2019,M09,0
KY,2019,M10,0
KY,2019,M11,0
KY,2019,M12,0
KY,2020,M01,0
KY,2020,M02,0
KY,2020,M03,0
KY,2020,M04,0
KY,2020,M05,0
KY,2020,M06,0
KY,2020,M07,0
KY,2020,M08,0
KY,2020,M09,0
KY,2020,M10,0
KY,2020,M11,0
KY,2020,M12,0
KY,2021,M01,0
KY,2021,M02,0
KY,2021,M03,0
KY,2021,M04,0
KY,2021,M05,0
KY,2021,M06,0
KY,2021,M07,0
KY,2021,M08,0
KY,2021,M09,0
KY,2021,M10,0
KY,2021,M11,0
KY,2021,M12,0
KY,2022,M01,0
KY,2022,M02,0
KY,2022,M03,0
KY,2022,M04,0
KY,2022,M05,0
KY,2022,M06,0
KY,2022,M07,0
KY,2022,M08,0
KY,2022,M09,0
KY,2022,M10,0
KY,2022,M11,0
KY,2022,M12,0
LA,2012,M01,0
LA,2012,M02,0
LA,2012,M03,0
LA,2012,M04,0
LA,2012,M05,0
LA,2012,M06,0
LA,2012,M07,0
LA,2012,M08,0
LA,2012,M09,0
LA,2012,M10,0
LA,2012,M11,0
LA,2012,M12,0
LA,2013,M01,0
LA,2013,M02,0
LA,2013,M03,0
LA,2013,M04,0
LA,2013,M05,0
LA,2013,M06,0
LA,2013,M07,0
LA,2013,M08,0
LA,2013,M09,0
LA,2013,M10,0
LA,2013,M11,0
LA,2013,M12,0
LA,2014,M01,0
LA,2014,M02,0
LA,2014,M03,0
LA,2014,M04,0
LA,2014,M05,0
LA,2014,M06,0
LA,2014,M07,0
LA,2014,M08,0
LA,2014,M09,0
LA,2014,M10,0
LA,2014,M11,0
LA,2014,M12,0
LA,2015,M01,0
LA,2015,M02,0
LA,2015,M03,0
LA,2015,M04,0
LA,2015,M05,0
LA,2015,M06,0
LA,2015,M07,0
LA,2015,M08,0
LA,2015,M09,0
LA,2015,M10,0
LA,2015,M11,0
LA,2015,M12,0
LA,2016,M01,0
LA,2016,M02,0
LA,2016,M03,0
LA,2016,M04,0
LA,2016,M05,0
LA,2016,M06,0
LA,2016,M07,0
LA,2016,M08,0
LA,2016,M09,0
LA,2016,M10,0
LA,2016,M11,0
LA,2016,M12,0
LA,2017,M01,0
LA,2017,M02,0
LA,2017,M03,0
LA,2017,M04,0
LA,2017,M05,0
LA,2017,M06,0
LA,2017,M07,0
LA,2017,M08,0
LA,2017,M09,0
LA,2017,M10,0
LA,2017,M11,0
LA,2017,M12,0
LA,2018,M01,0
LA,2018,M02,0
LA,2018,M03,0
LA,2018,M04,0
LA,2018,M05,0
LA,2018,M06,0
LA,2018,M07,0
LA,2018,M08,0
LA,2018,M09,0
LA,2018,M10,0
LA,2018,M11,0
LA,2018,M12,0
LA,2019,M01,0
LA,2019,M02,0
LA,2019,M03,0
LA,2019,M04,0
LA,2019,M05,0
LA,2019,M06,0
LA,2019,M07,0
LA,2019,M08,0
LA,2019,M09,0
LA,2019,M10,0
LA,2019,M11,0
LA,2019,M12,0
LA,2020,M01,0
LA,2020,M02,0
LA,2020,M03,0
LA,2020,M04,0
LA,2020,M05,0
LA,2020,M06,0
LA,2020,M07,0
LA,2020,M08,0
LA,2020,M09,0
LA,2020,M10,0
LA,2020,M11,0
LA,2020,M12,0
LA,2021,M01,0
LA,2021,M02,0
LA,2021,M03,0
LA,2021,M04,0
LA,2021,M05,0
LA,2021,M06,0
LA,2021,M07,0
LA,2021,M08,0
LA,2021,M09,0
LA,2021,M10,0
LA,2021,M11,0
LA,2021,M12,0
LA,2022,M01,0
LA,2022,M02,0
LA,2022,M03,0
LA,2022,M04,0
LA,2022,M05,0
LA,2022,M06,0
LA,2022,M07,0
LA,2022,M08,0
LA,2022,M09,0
LA,2022,M10,0
LA,2022,M11,0
LA,2022,M12,0
ME,2012,M01,0
ME,2012,M02,0
ME,2012,M03,0
ME,2012,M04,0
ME,2012,M05,0
ME,2012,M06,0
ME,2012,M07,0
ME,2012,M08,0
ME,2012,M09,0
ME,2012,M10,0
ME,2012,M11,0
ME,2012,M12,0
ME,2013,M01,0
ME,2013,M02,0
ME,2013,M03,0
ME,2013,M04,0
ME,2013,M05,0
ME,2013,M06,0
ME,2013,M07,0
ME,2013,M08,0
ME,2013,M09,0
ME,2013,M10,0
ME,2013,M11,0
ME,2013,M12,0
ME,2014,M01,0
ME,2014,M02,0
ME,2014,M03,0
ME,2014,M04,0
ME,2014,M05,0
ME,2014,M06,0
ME,2014,M07,0
ME,2014,M08,0
ME,2014,M09,0
ME,2014,M10,0
ME,2014,M11,0
ME,2014,M12,0
ME,2015,M01,0
ME,2015,M02,0
ME,2015,M03,0
ME,2015,M04,0
ME,2015,M05,0
ME,2015,M06,0
ME,2015,M07,0
ME,2015,M08,0
ME,2015,M09,0
ME,2015,M10,0
ME,2015,M11,0
ME,2015,M12,0
ME,2016,M01,0
ME,2016,M02,0
ME,2016,M03,0
ME,2016,M04,0
ME,2016,M05,0
ME,2016,M06,0
ME,2016,M07,0
ME,2016,M08,0
ME,2016,M09,0
ME,2016,M10,0
ME,2016,M11,0
ME,2016,M12,0
ME,2017,M01,0
ME,2017,M02,0
ME,2017,M03,0
ME,2017,M04,0
ME,2017,M05,0
ME,2017,M06,0
ME,2017,M07,0
ME,2017,M08,0
ME,2017,M09,0
ME,2017,M10,0
ME,2017,M11,0
ME,2017,M12,0
ME,2018,M01,0
ME,2018,M02,0
ME,2018,M03,0
ME,2018,M04,0
ME,2018,M05,0
ME,2018,M06,0
ME,2018,M07,0
ME,2018,M08,0
ME,2018,M09,0
ME,2018,M10,0
ME,2018,M11,0
ME,2018,M12,0
ME,2019,M01,0
ME,2019,M02,0
ME,2019,M03,0
ME,2019,M04,0
ME,2019,M05,0
ME,2019,M06,0
ME,2019,M07,0
ME,2019,M08,0
ME,2019,M09,0
ME,2019,M10,0
ME,2019,M11,0
ME,2019,M12,0
ME,2020,M01,0
ME,2020,M02,0
ME,2020,M03,0
ME,2020,M04,0
ME,2020,M05,0
ME,2020,M06,0
ME,2020,M07,0
ME,2020,M08,0
ME,2020,M09,0
ME,2020,M10,0
ME,2020,M11,0
ME,2020,M12,0
ME,2021,M01,0
ME,2021,M02,0
ME,2021,M03,0
ME,2021,M04,0
ME,2021,M05,0
ME,2021,M06,0
ME,2021,M07,0
ME,2021,M08,0
ME,2021,M09,0
ME,2021,M10,0
ME,2021,M11,0
ME,2021,M12,0
ME,2022,M01,0
ME,2022,M02,0
ME,2022,M03,0
ME,2022,M04,0
ME,2022,M05,0
ME,2022,M06,0
ME,2022,M07,0
ME,2022,M08,0
ME,2022,M09,0
ME,2022,M10,0
ME,2022,M11,0
ME,2022,M12,0
MD,2012,M01,0
MD,2012,M02,0
MD,2012,M03,0
MD,2012,M04,0
MD,2012,M05,0
MD,2012,M06,0
MD,2012,M07,0
MD,2012,M08,0
MD,2012,M09,0
MD,2012,M10,0
MD,2012,M11,0
MD,2012,M12,0
MD,2013,M01,0
MD,2013,M02,0
MD,2013,M03,0
MD,2013,M04,0
MD,2013,M05,0
MD,2013,M06,0
MD,2013,M07,0
MD,2013,M08,0
