"State","Year","Period","Pandemic_4","Pandemic_1","Pandemic_7","Pandemic_6","Pandemic_11","Pandemic_8"
"TN","2021","M03",70882,49136,2888,2410,33,21
"TN","2021","M04",61857,44118,3247,2776,78,68
"TN","2021","M05",29960,20924,1844,1536,22,18
"TN","2021","M06",11171,7833,737,629,0,0
"TN","2021","M07",70937,51332,3387,2790,204,190
"TN","2021","M08",376030,269611,8085,6515,1895,1440
"TN","2021","M09",288437,200445,7567,5895,1823,1184
"TN","2021","M10",90206,60881,2780,2134,115,60
"TN","2021","M11",75204,50639,2121,1711,140,104
"TN","2021","M12",281113,211196,3940,3320,653,547
"TN","2022","M01",915035,654438,5933,4803,2526,1741
"TN","2022","M02",157158,107420,2143,1689,524,351
"TN","2022","M03",15088,10489,306,260,0,0
"TN","2022","M04",19443,13702,135,104,0,0
"TN","2022","M05",70891,49715,441,367,0,0
"TN","2022","M06",123413,79090,1102,965,11,10
"TN","2022","M07",167032,99414,1472,1285,103,46
"TN","2022","M08",159571,92046,980,881,53,24
"TN","2022","M09",33340,18812,373,332,11,2
"TN","2022","M10",21940,12592,299,258,11,10
"TN","2022","M11",27034,14889,464,400,0,0
"TN","2022","M12",44941,24041,764,661,58,44
"TN","2023","M01",39720,20560,488,427,0,0
"TN","2023","M02",18306,9382,59,28,0,0
"TX","2020","M01",1331,1264,52,52,0,0
"TX","2020","M02",216,164,48,46,0,0
"TX","2020","M03",12877,12365,3146,3072,105,101
"TX","2020","M04",37862,36881,6626,6543,368,366
"TX","2020","M05",49758,48672,6223,6133,521,518
"TX","2020","M06",200884,189377,16416,16039,1594,1578
"TX","2020","M07",391029,370970,27305,26332,4702,4632
"TX","2020","M08",325330,310797,16977,16284,2427,2403
"TX","2020","M09",181013,162950,8139,7446,811,774
"TX","2020","M10",232618,200660,11951,10796,834,788
"TX","2020","M11",443946,389602,16777,14985,1489,1318
"TX","2020","M12",691966,629461,22817,20747,2540,2353
"TX","2021","M01",842690,718834,24298,21823,3293,2905
"TX","2021","M02",329687,267536,10246,9166,510,412
"TX","2021","M03",180118,135688,6255,5660,0,0
"TX","2021","M04",151151,115090,5458,4907,25,11
"TX","2021","M05",89251,66605,3998,3586,70,67
"TX","2021","M06",77938,60263,4353,3920,324,275
"TX","2021","M07",325020,253911,11641,10295,1824,1429
"TX","2021","M08",547480,436010,11685,10179,1513,1325
"TX","2021","M09",442015,327595,7693,6683,721,606
"TX","2021","M10",178746,129055,3623,2997,167,104
"TX","2021","M11",169566,123101,3450,2928,658,527
"TX","2021","M12",1932698,1791418,24645,23680,8286,6994
"TX","2022","M01",3184595,2775715,36084,33933,7739,7459
"TX","2022","M02",344656,254562,4956,4305,429,237
"TX","2022","M03",201615,122795,2852,2312,317,128
"TX","2022","M04",128040,78769,1794,1353,62,30
"TX","2022","M05",206374,152300,3550,2756,0,0
"TX","2022","M06",1419815,987908,9365,7529,1856,1053
"TX","2022","M07",1063040,740433,7403,6026,769,467
"TX","2022","M08",480682,333862,3698,3131,32,21
"TX","2022","M09",143183,94220,1500,1296,20,10
"TX","2022","M10",53913,34013,621,548,0,0
"TX","2022","M11",71466,44502,755,648,0,0
"TX","2022","M12",147598,85870,1363,1180,0,0
"TX","2023","M01",122282,70373,1357,1226,0,0
"TX","2023","M02",40549,20560,397,359,0,0
"UT","2020","M01",82,72,4,4,0,0
"UT","2020","M02",56,50,2,2,0,0
"UT","2020","M03",3546,3478,274,272,0,0
"UT","2020","M04",7586,7522,332,332,38,38
"UT","2020","M05",12190,11970,484,484,24,24
"UT","2020","M06",28657,28445,736,736,0,0
"UT","2020","M07",34271,33994,898,896,66,66
"UT","2020","M08",23560,23292,510,510,0,0
"UT","2020","M09",49996,49702,796,796,38,38
"UT","2020","M10",91069,90793,1500,1500,170,170
"UT","2020","M11",174562,174294,1942,1942,565,553
"UT","2020","M12",160230,160050,1626,1622,376,360
"UT","2021","M01",121126,120989,1237,1237,200,188
"UT","2021","M02",45102,45059,534,534,0,0
"UT","2021","M03",28386,28344,474,472,0,0
"UT","2021","M04",22368,22332,401,401,0,0
"UT","2021","M05",16785,16739,414,414,0,0
"UT","2021","M06",19790,19748,572,572,0,0
"UT","2021","M07",39040,38963,1004,1000,0,0
"UT","2021","M08",68405,68273,1284,1280,154,148
"UT","2021","M09",86486,86389,1393,1383,149,144
"UT","2021","M10",87675,87552,1394,1390,141,137
"UT","2021","M11",90618,90514,1164,1160,171,161
"UT","2021","M12",104063,103943,933,931,154,146
"UT","2022","M01",481659,481534,1855,1853,357,331
"UT","2022","M02",59301,59252,524,524,24,20
"UT","2022","M03",8561,8527,131,131,0,0
"UT","2022","M04",11342,11320,106,106,0,0
"UT","2022","M05",42112,42064,373,373,0,0
"UT","2022","M06",61818,61754,613,613,0,0
"UT","2022","M07",57818,57728,643,643,11,9
"UT","2022","M08",27061,27005,281,281,0,0
"UT","2022","M09",8670,8647,133,133,0,0
"UT","2022","M10",8324,8304,144,144,0,0
"UT","2022","M11",16031,15991,275,275,0,0
"UT","2022","M12",13107,13083,283,283,0,0
"UT","2023","M01",5513,5498,144,144,0,0
"UT","2023","M02",3344,3334,65,65,0,0
"VA","2020","M01",14,10,1,1,0,0
"VA","2020","M02",90,90,16,16,0,0
"VA","2020","M03",8424,8402,2232,2230,116,114
"VA","2020","M04",35807,33869,5370,5352,1203,1102
"VA","2020","M05",53732,52034,4519,4486,502,444
"VA","2020","M06",34999,33901,2273,2253,56,48
"VA","2020","M07",60566,58143,4133,4108,127,120
"VA","2020","M08",59857,56095,3523,3473,142,127
"VA","2020","M09",53670,48996,2455,2393,184,158
"VA","2020","M10",68808,56934,3345,3198,244,190
"VA","2020","M11",128807,99952,5513,5115,679,508
"VA","2020","M12",237848,178806,8224,7564,1814,1400
"VA","2021","M01",290423,212141,8352,7640,1972,1470
"VA","2021","M02",125841,89988,3968,3615,174,141
"VA","2021","M03",87575,57803,3028,2775,35,30
"VA","2021","M04",74420,47711,3048,2681,53,43
"VA","2021","M05",29248,18530,1447,1332,11,8
"VA","2021","M06",12067,7811,682,617,0,0
"VA","2021","M07",40492,25853,1709,1543,22,20
"VA","2021","M08",151256,98135,4851,4333,282,232
"VA","2021","M09",180898,119638,5180,4694,575,467
"VA","2021","M10",112237,73204,3326,3034,147,118
"VA","2021","M11",92676,58446,2768,2508,182,141
"VA","2021","M12",361094,236222,8115,7647,658,576
"VA","2022","M01",810069,573563,9740,9314,2001,1675
"VA","2022","M02",166903,112143,2187,2089,149,104
"VA","2022","M03",51381,37766,717,677,0,0
"VA","2022","M04",70819,48865,537,501,0,0
"VA","2022","M05",84716,57220,778,717,0,0
"VA","2022","M06",41160,29846,924,867,12,8
"VA","2022","M07",143365,97127,2144,1966,69,53
"VA","2022","M08",138274,90713,1944,1788,66,46
"VA","2022","M09",46401,29588,759,707,26,21
"VA","2022","M10",31769,20142,644,604,15,13
"VA","2022","M11",30932,18725,688,645,0,0
"VA","2022","M12",60181,35493,1156,1079,0,0
"VA","2023","M01",50068,29768,934,873,0,0
"VA","2023","M02",15872,9121,296,283,0,0
"VI","2020","M01",0,0,0,0,0,0
"VI","2020","M02",0,0,0,0,0,0
"VI","2020","M03",87,87,12,12,0,0
"VI","2020","M04",32,32,12,12,0,0
"VI","2020","M06",64,64,4,4,0,0
"VI","2020","M07",590,590,42,42,0,0
"VI","2020","M08",1203,1203,88,88,0,0
"VI","2020","M09",270,270,13,13,0,0
"VI","2020","M10",117,117,10,10,0,0
"VI","2020","M11",335,333,5,5,0,0
"VI","2020","M12",727,727,24,24,0,0
"VI","2021","M01",585,585,16,16,0,0
"VI","2021","M02",396,396,16,16,0,0
"VI","2021","M03",384,384,24,24,0,0
"VI","2021","M04",410,410,12,12,0,0
"VI","2021","M05",802,802,28,28,0,0
"VI","2021","M06",654,654,18,18,0,0
"VI","2021","M07",1726,1726,108,108,0,0
"VI","2021","M08",2502,2502,102,102,0,0
"VI","2021","M09",1478,1478,36,36,0,0
"VI","2021","M10",782,782,32,32,0,0
"VI","2021","M11",539,539,24,24,0,0
"VI","2021","M12",4804,4804,26,26,0,0
"VI","2022","M01",9429,9426,142,142,0,0
"VI","2022","M02",1061,1061,12,12,0,0
"VI","2022","M03",486,486,6,6,0,0
"VI","2022","M04",1424,1422,18,18,0,0
"VI","2022","M05",6932,6930,60,60,0,0
"VI","2022","M06",2038,2036,34,34,0,0
"VI","2022","M07",1678,1676,50,50,0,0
"VI","2022","M08",1473,1473,39,39,0,0
"VI","2022","M09",440,440,25,25,0,0
"VI","2022","M10",160,160,6,6,0,0
"VI","2022","M11",189,189,2,2,0,0
"VI","2022","M12",260,260,2,2,0,0
"VI","2023","M01",700,700,7,7,0,0
"VI","2023","M02",159,159,0,0,0,0
"VT","2020","M01",0,0,0,0,0,0
"VT","2020","M02",0,0,0,0,0,0
"VT","2020","M03",1104,1060,166,166,0,0
"VT","2020","M04",636,622,54,54,27,26
"VT","2020","M05",187,166,8,8,0,0
"VT","2020","M06",442,440,18,18,0,0
"VT","2020","M07",370,370,10,10,0,0
"VT","2020","M08",384,378,8,8,0,0
"VT","2020","M09",238,234,4,4,0,0
"VT","2020","M10",1100,1070,30,30,0,0
"VT","2020","M11",4846,4656,180,176,0,0
"VT","2020","M12",6004,5810,222,222,38,36
"VT","2021","M01",7963,7754,320,314,0,0
"VT","2021","M02",5684,5574,176,174,0,0
"VT","2021","M03",8728,8558,220,218,0,0
"VT","2021","M04",5986,5770,164,164,0,0
"VT","2021","M05",1910,1808,66,66,0,0
"VT","2021","M06",306,286,18,18,0,0
"VT","2021","M07",1332,1270,46,46,0,0
"VT","2021","M08",7028,6856,250,250,0,0
"VT","2021","M09",9972,9738,290,288,0,0
"VT","2021","M10",12448,12134,320,316,0,0
"VT","2021","M11",19897,19308,424,422,0,0
"VT","2021","M12",19125,17906,338,336,0,0
"VT","2022","M01",64095,58742,446,444,11,11
"VT","2022","M02",14141,13472,138,136,0,0
"VT","2022","M03",7530,7070,50,50,0,0
"VT","2022","M04",26225,24332,212,210,0,0
"VT","2022","M05",15781,14274,204,200,0,0
"VT","2022","M06",6376,5785,88,88,0,0
"VT","2022","M07",3785,3393,32,30,0,0
"VT","2022","M08",3534,3061,12,10,0,0
"VT","2022","M09",1953,1600,0,0,0,0
"VT","2022","M10",2793,2040,0,0,0,0
"VT","2022","M11",1387,1126,0,0,0,0
"VT","2022","M12",1622,1342,0,0,0,0
"VT","2023","M01",1836,1482,0,0,0,0
"VT","2023","M02",1039,745,0,0,0,0
"WA","2020","M01",54,45,8,8,0,0
"WA","2020","M02",632,624,246,246,54,54
"WA","2020","M03",16581,16551,3403,3399,727,727
"WA","2020","M04",15961,15953,2411,2411,444,444
"WA","2020","M05",14901,14887,1458,1458,100,100
"WA","2020","M06",28272,28238,1786,1786,72,72
"WA","2020","M07",48146,47697,2706,2696,189,189
"WA","2020","M08",32855,31669,2012,1956,46,46
"WA","2020","M09",28075,26675,1664,1620,24,24
"WA","2020","M10",48236,46215,2564,2520,137,125
"WA","2020","M11",142074,134237,6092,5884,668,656
"WA","2020","M12",156387,145003,7258,6801,1203,1135
"WA","2021","M01",114517,105355,5148,4870,522,502
"WA","2021","M02",47729,40616,2504,2378,120,120
"WA","2021","M03",52928,43957,2458,2289,0,0
"WA","2021","M04",82857,69690,4220,3998,22,22
"WA","2021","M05",55138,46583,3754,3556,0,0
"WA","2021","M06",26304,21996,2108,2004,0,0
"WA","2021","M07",58522,48985,3671,3407,22,22
"WA","2021","M08",192775,156931,10712,9968,907,831
"WA","2021","M09",185622,153543,9149,8492,729,661
"WA","2021","M10",130214,107874,6967,6410,412,386
"WA","2021","M11",92099,77791,4952,4647,181,171
"WA","2021","M12",231439,208013,5896,5702,405,380
"WA","2022","M01",950841,775329,17612,16705,1828,1677
"WA","2022","M02",151578,117401,6321,6020,269,254
"WA","2022","M03",35320,30575,1893,1835,22,22
"WA","2022","M04",80098,69701,2121,2025,82,72
"WA","2022","M05",167640,142369,4552,4362,188,178
"WA","2022","M06",161851,138660,5685,5387,204,189
"WA","2022","M07",146067,126485,6551,6166,225,201
"WA","2022","M08",76486,64788,4226,4021,90,81
"WA","2022","M09",30576,25718,1795,1688,48,47
"WA","2022","M10",19848,16926,1388,1327,11,11
"WA","2022","M11",21581,17970,1733,1618,82,78
"WA","2022","M12",25162,20973,2191,2056,84,71
"WA","2023","M01",22300,18396,1855,1741,45,42
"WA","2023","M02",11442,9089,928,854,0,0
"WI","2020","M01",59,37,8,8,0,0
"WI","2020","M02",108,58,24,18,0,0
"WI","2020","M03",5770,5270,1738,1716,131,130
"WI","2020","M04",12994,12268,2182,2159,285,283
"WI","2020","M05",21400,20970,2400,2373,170,170
"WI","2020","M06",19968,19710,1602,1592,26,26
"WI","2020","M07",44400,44071,3011,3001,90,90
"WI","2020","M08",42053,41706,2566,2554,24,24
"WI","2020","M09",88340,87008,4285,4243,66,66
"WI","2020","M10",195053,192150,11420,11209,2075,2008
"WI","2020","M11",293758,287305,14887,14430,3030,2867
"WI","2020","M12",175713,167451,9108,8604,1441,1260
"WI","2021","M01",113920,106271,5582,5163,396,323
"WI","2021","M02",46290,43351,2405,2279,0,0
"WI","2021","M03",45868,34250,1948,1632,0,0
"WI","2021","M04",49393,40883,2185,1943,0,0
"WI","2021","M05",26529,21788,1661,1519,0,0
"WI","2021","M06",10446,8353,661,589,0,0
"WI","2021","M07",25488,21277,1344,1241,0,0
"WI","2021","M08",84003,70987,4238,3834,144,130
"WI","2021","M09",135517,115682,5128,4716,201,169
"WI","2021","M10",136249,117288,4949,4547,206,182
"WI","2021","M11",164517,141152,6041,5627,476,395
"WI","2021","M12",206718,175154,6492,6068,749,680
"WI","2022","M01",433242,365846,7611,7151,1053,921
"WI","2022","M02",153484,133512,3173,3054,22,16
"WI","2022","M03",58701,50077,1097,1040,0,0
"WI","2022","M04",81192,71598,1060,1003,0,0
"WI","2022","M05",126676,111909,2144,2042,0,0
"WI","2022","M06",98306,87773,1852,1766,0,0
"WI","2022","M07",109090,96806,2473,2372,0,0
"WI","2022","M08",89287,78512,2044,1951,0,0
"WI","2022","M09",34021,29695,968,922,0,0
"WI","2022","M10",31753,26610,1240,1187,36,30
"WI","2022","M11",28841,24275,1117,1068,0,0
"WI","2022","M12",34675,29241,1357,1294,11,10
"WI","2023","M01",28649,24249,1030,991,0,0
"WI","2023","M02",10064,8071,415,402,0,0
"WV","2020","M01",0,0,0,0,0,0
"WV","2020","M02",0,0,0,0,0,0
"WV","2020","M03",938,898,0,0,0,0
"WV","2020","M04",1552,1514,0,0,0,0
"WV","2020","M05",1646,1590,0,0,0,0
"WV","2020","M06",2386,2318,0,0,0,0
"WV","2020","M07",7462,7394,2,2,0,0
"WV","2020","M08",4565,4533,2,2,0,0
"WV","2020","M09",1254,1228,0,0,0,0
"WV","2020","M11",26,24,0,0,0,0
"WV","2020","M12",22,14,0,0,0,0
"WV","2021","M01",56,48,0,0,0,0
"WV","2021","M02",38,30,2,2,0,0
"WV","2021","M07",24,20,0,0,0,0
"WV","2021","M08",682,641,0,0,0,0
"WV","2021","M09",160,129,0,0,0,0
"WV","2021","M10",28,18,0,0,0,0
"WV","2021","M12",64,42,4,4,0,0
"WV","2022","M01",263,221,5,3,0,0
"WV","2022","M02",40,29,0,0,0,0
"WV","2022","M03",62,60,0,0,0,0
"WV","2022","M05",95,84,0,0,0,0
"WV","2022","M06",67,58,2,2,0,0
"WV","2022","M07",50,28,0,0,0,0
"WV","2022","M08",46,13,0,0,0,0
"WV","2022","M09",12,11,0,0,0,0
"WV","2022","M11",95,94,0,0,0,0
"WV","2022","M12",13,5,0,0,0,0
"WY","2020","M01",0,0,0,0,0,0
"WY","2020","M02",0,0,0,0,0,0
"WY","2020","M03",509,427,76,74,0,0
"WY","2020","M04",624,471,54,54,0,0
"WY","2020","M05",598,512,54,54,0,0
"WY","2020","M06",1408,1224,66,64,0,0
"WY","2020","M07",2523,2245,124,118,0,0
"WY","2020","M08",2180,1887,97,93,0,0
"WY","2020","M09",5160,4462,166,158,0,0
"WY","2020","M10",17407,15045,504,472,132,128
"WY","2020","M11",41141,35780,909,835,214,186
"WY","2020","M12",19325,16153,627,533,114,84
"WY","2021","M01",21624,17370,344,286,0,0
"WY","2021","M02",4743,3749,124,108,0,0
"WY","2021","M03",3927,3235,83,73,0,0
"WY","2021","M04",3736,2970,117,111,0,0
"WY","2021","M05",4260,3328,242,214,0,0
"WY","2021","M06",3973,2977,179,163,0,0
"WY","2021","M07",6647,4939,316,285,0,0
"WY","2021","M08",23761,17786,505,435,50,34
"WY","2021","M09",29528,21818,616,517,67,47
"WY","2021","M10",25217,17958,682,562,114,80
"WY","2021","M11",14774,10369,521,432,0,0
"WY","2021","M12",10546,8257,280,235,0,0
"WY","2022","M01",55555,43094,288,226,0,0
"WY","2022","M02",13604,10662,182,149,0,0
"WY","2022","M03",1835,1569,42,34,0,0
"WY","2022","M04",1357,1069,24,20,0,0
"WY","2022","M05",4391,3307,62,56,0,0
"WY","2022","M06",10387,7535,76,62,0,0
"WY","2022","M07",12137,8672,77,65,0,0
"WY","2022","M08",6996,4950,48,42,0,0
"WY","2022","M09",2033,1452,48,46,0,0
"WY","2022","M10",1839,1225,63,58,0,0
"WY","2022","M11",2523,1775,89,80,0,0
"WY","2022","M12",1772,1280,83,77,0,0
"WY","2023","M01",941,675,43,40,0,0
"WY","2023","M02",650,430,21,20,0,0
NA,"2020","M01",93,82,14,14,0,0
NA,"2020","M02",114,92,14,12,0,0
NA,"2020","M03",58,58,10,10,0,0
NA,"2020","M04",32,32,10,10,0,0
NA,"2020","M05",56,56,4,4,0,0
NA,"2020","M06",40,40,2,2,0,0
NA,"2020","M07",63,61,2,2,0,0
NA,"2020","M08",93,90,2,2,0,0
NA,"2020","M09",56,55,1,1,0,0
NA,"2020","M10",80,78,2,2,0,0
NA,"2020","M11",46,46,0,0,0,0
NA,"2020","M12",123,113,2,2,0,0
NA,"2021","M01",35,34,4,4,0,0
NA,"2021","M02",86,83,1,1,0,0
NA,"2021","M03",109,100,1,1,0,0
NA,"2021","M04",79,67,10,10,0,0
NA,"2021","M05",156,135,12,8,0,0
NA,"2021","M06",59,59,0,0,0,0
NA,"2021","M07",99,77,0,0,0,0
NA,"2021","M08",180,154,7,7,0,0
NA,"2021","M09",131,89,0,0,0,0
NA,"2021","M10",40,32,0,0,0,0
NA,"2021","M11",57,42,0,0,0,0
NA,"2022","M01",33,32,0,0,0,0
NA,"2022","M02",92,75,0,0,0,0
NA,"2022","M03",31,26,0,0,0,0
NA,"2022","M04",108,96,2,2,0,0
NA,"2022","M05",41,35,0,0,0,0
NA,"2022","M06",51,44,2,2,0,0
NA,"2022","M07",45,29,2,2,0,0
NA,"2022","M08",44,35,0,0,0,0
NA,"2022","M09",29,19,2,2,0,0
NA,"2022","M10",34,28,1,1,0,0
NA,"2022","M11",13,8,0,0,0,0
NA,"2022","M12",23,19,1,1,0,0
NA,"2023","M01",28,20,0,0,0,0
NA,"2023","M02",50,25,1,1,0,0
NA,NA,"MNA",12,12,0,0,0,0
