"State","Year","Period","TG_Consumption"
"CT",2013,"M03",47063.85
"CT",2013,"M04",47159.2333333333
"CT",2013,"M05",47254.6166666667
"CT",2013,"M06",47350
"CT",2013,"M07",47445.3833333333
"CT",2013,"M08",47540.7666666667
"CT",2013,"M09",47636.15
"CT",2013,"M10",47731.5333333333
"CT",2013,"M11",47826.9166666667
"CT",2013,"M12",47922.3
"CT",2014,"M01",48058.025
"CT",2014,"M02",48193.75
"CT",2014,"M03",48329.475
"CT",2014,"M04",48465.2
"CT",2014,"M05",48600.925
"CT",2014,"M06",48736.65
"CT",2014,"M07",48872.375
"CT",2014,"M08",49008.1
"CT",2014,"M09",49143.825
"CT",2014,"M10",49279.55
"CT",2014,"M11",49415.275
"CT",2014,"M12",49551
"CT",2015,"M01",49591.625
"CT",2015,"M02",49632.25
"CT",2015,"M03",49672.875
"CT",2015,"M04",49713.5
"CT",2015,"M05",49754.125
"CT",2015,"M06",49794.75
"CT",2015,"M07",49835.375
"CT",2015,"M08",49876
"CT",2015,"M09",49916.625
"CT",2015,"M10",49957.25
"CT",2015,"M11",49997.875
"CT",2015,"M12",50038.5
"CT",2016,"M01",50085.9583333333
"CT",2016,"M02",50133.4166666667
"CT",2016,"M03",50180.875
"CT",2016,"M04",50228.3333333333
"CT",2016,"M05",50275.7916666667
"CT",2016,"M06",50323.25
"CT",2016,"M07",50370.7083333333
"CT",2016,"M08",50418.1666666667
"CT",2016,"M09",50465.625
"CT",2016,"M10",50513.0833333333
"CT",2016,"M11",50560.5416666667
"CT",2016,"M12",50608
"CT",2017,"M01",50744.425
"CT",2017,"M02",50880.85
"CT",2017,"M03",51017.275
"CT",2017,"M04",51153.7
"CT",2017,"M05",51290.125
"CT",2017,"M06",51426.55
"CT",2017,"M07",51562.975
"CT",2017,"M08",51699.4
"CT",2017,"M09",51835.825
"CT",2017,"M10",51972.25
"CT",2017,"M11",52108.675
"CT",2017,"M12",52245.1
"CT",2018,"M01",52351.6916666667
"CT",2018,"M02",52458.2833333333
"CT",2018,"M03",52564.875
"CT",2018,"M04",52671.4666666667
"CT",2018,"M05",52778.0583333333
"CT",2018,"M06",52884.65
"CT",2018,"M07",52991.2416666667
"CT",2018,"M08",53097.8333333333
"CT",2018,"M09",53204.425
"CT",2018,"M10",53311.0166666667
"CT",2018,"M11",53417.6083333333
"CT",2018,"M12",53524.2
"CT",2019,"M01",53551.1166666667
"CT",2019,"M02",53578.0333333333
"CT",2019,"M03",53604.95
"CT",2019,"M04",53631.8666666667
"CT",2019,"M05",53658.7833333333
"CT",2019,"M06",53685.7
"CT",2019,"M07",53712.6166666667
"CT",2019,"M08",53739.5333333333
"CT",2019,"M09",53766.45
"CT",2019,"M10",53793.3666666667
"CT",2019,"M11",53820.2833333333
"CT",2019,"M12",53847.2
"CT",2020,"M01",53943.0083333333
"CT",2020,"M02",54038.8166666667
"CT",2020,"M03",54134.625
"CT",2020,"M04",54230.4333333333
"CT",2020,"M05",54326.2416666667
"CT",2020,"M06",54422.05
"CT",2020,"M07",54517.8583333333
"CT",2020,"M08",54613.6666666667
"CT",2020,"M09",54709.475
"CT",2020,"M10",54805.2833333333
"CT",2020,"M11",54901.0916666667
"CT",2020,"M12",54996.9
"CT",2021,"M01",55657.3
"CT",2021,"M02",56317.7
"CT",2021,"M03",56978.1
"CT",2021,"M04",57638.5
"CT",2021,"M05",58298.9
"CT",2021,"M06",58959.3
"CT",2021,"M07",59619.7
"CT",2021,"M08",60280.1
"CT",2021,"M09",60940.5
"CT",2021,"M10",61600.9
"CT",2021,"M11",62261.3
"CT",2021,"M12",62921.7
"CT",2022,"M01",63273.9833333333
"CT",2022,"M02",63626.2666666667
"CT",2022,"M03",63978.55
"CT",2022,"M04",64330.8333333333
"CT",2022,"M05",64683.1166666667
"CT",2022,"M06",65035.4
"CT",2022,"M07",65387.6833333333
"CT",2022,"M08",65739.9666666667
"CT",2022,"M09",66092.25
"CT",2022,"M10",66444.5333333333
"CT",2022,"M11",66796.8166666667
"CT",2022,"M12",67149.1
"DE",2012,"M01",11583.1083333333
"DE",2012,"M02",11604.6166666667
"DE",2012,"M03",11626.125
"DE",2012,"M04",11647.6333333333
"DE",2012,"M05",11669.1416666667
"DE",2012,"M06",11690.65
"DE",2012,"M07",11712.1583333333
"DE",2012,"M08",11733.6666666667
"DE",2012,"M09",11755.175
"DE",2012,"M10",11776.6833333333
"DE",2012,"M11",11798.1916666667
"DE",2012,"M12",11819.7
"DE",2013,"M01",11850.0583333333
"DE",2013,"M02",11880.4166666667
"DE",2013,"M03",11910.775
"DE",2013,"M04",11941.1333333333
"DE",2013,"M05",11971.4916666667
"DE",2013,"M06",12001.85
"DE",2013,"M07",12032.2083333333
"DE",2013,"M08",12062.5666666667
"DE",2013,"M09",12092.925
"DE",2013,"M10",12123.2833333333
"DE",2013,"M11",12153.6416666667
"DE",2013,"M12",12184
"DE",2014,"M01",12215.8416666667
"DE",2014,"M02",12247.6833333333
"DE",2014,"M03",12279.525
"DE",2014,"M04",12311.3666666667
"DE",2014,"M05",12343.2083333333
"DE",2014,"M06",12375.05
"DE",2014,"M07",12406.8916666667
"DE",2014,"M08",12438.7333333333
"DE",2014,"M09",12470.575
"DE",2014,"M10",12502.4166666667
"DE",2014,"M11",12534.2583333333
"DE",2014,"M12",12566.1
"DE",2015,"M01",12588.9416666667
"DE",2015,"M02",12611.7833333333
"DE",2015,"M03",12634.625
"DE",2015,"M04",12657.4666666667
"DE",2015,"M05",12680.3083333333
"DE",2015,"M06",12703.15
"DE",2015,"M07",12725.9916666667
"DE",2015,"M08",12748.8333333333
"DE",2015,"M09",12771.675
"DE",2015,"M10",12794.5166666667
"DE",2015,"M11",12817.3583333333
"DE",2015,"M12",12840.2
"DE",2016,"M01",12855.275
"DE",2016,"M02",12870.35
"DE",2016,"M03",12885.425
"DE",2016,"M04",12900.5
"DE",2016,"M05",12915.575
"DE",2016,"M06",12930.65
"DE",2016,"M07",12945.725
"DE",2016,"M08",12960.8
"DE",2016,"M09",12975.875
"DE",2016,"M10",12990.95
"DE",2016,"M11",13006.025
"DE",2016,"M12",13021.1
"DE",2017,"M01",13050.4833333333
"DE",2017,"M02",13079.8666666667
"DE",2017,"M03",13109.25
"DE",2017,"M04",13138.6333333333
"DE",2017,"M05",13168.0166666667
"DE",2017,"M06",13197.4
"DE",2017,"M07",13226.7833333333
"DE",2017,"M08",13256.1666666667
"DE",2017,"M09",13285.55
"DE",2017,"M10",13314.9333333333
"DE",2017,"M11",13344.3166666667
"DE",2017,"M12",13373.7
"DE",2018,"M01",13422.1583333333
"DE",2018,"M02",13470.6166666667
"DE",2018,"M03",13519.075
"DE",2018,"M04",13567.5333333333
"DE",2018,"M05",13615.9916666667
"DE",2018,"M06",13664.45
"DE",2018,"M07",13712.9083333333
"DE",2018,"M08",13761.3666666667
"DE",2018,"M09",13809.825
"DE",2018,"M10",13858.2833333333
"DE",2018,"M11",13906.7416666667
"DE",2018,"M12",13955.2
"DE",2019,"M01",13975.5333333333
"DE",2019,"M02",13995.8666666667
"DE",2019,"M03",14016.2
"DE",2019,"M04",14036.5333333333
"DE",2019,"M05",14056.8666666667
"DE",2019,"M06",14077.2
"DE",2019,"M07",14097.5333333333
"DE",2019,"M08",14117.8666666667
"DE",2019,"M09",14138.2
"DE",2019,"M10",14158.5333333333
"DE",2019,"M11",14178.8666666667
"DE",2019,"M12",14199.2
"DE",2020,"M01",14223.3416666667
"DE",2020,"M02",14247.4833333333
"DE",2020,"M03",14271.625
"DE",2020,"M04",14295.7666666667
"DE",2020,"M05",14319.9083333333
"DE",2020,"M06",14344.05
"DE",2020,"M07",14368.1916666667
"DE",2020,"M08",14392.3333333333
"DE",2020,"M09",14416.475
"DE",2020,"M10",14440.6166666667
"DE",2020,"M11",14464.7583333333
"DE",2020,"M12",14488.9
"DE",2021,"M01",14704.9666666667
"DE",2021,"M02",14921.0333333333
"DE",2021,"M03",15137.1
"DE",2021,"M04",15353.1666666667
"DE",2021,"M05",15569.2333333333
"DE",2021,"M06",15785.3
"DE",2021,"M07",16001.3666666667
"DE",2021,"M08",16217.4333333333
"DE",2021,"M09",16433.5
"DE",2021,"M10",16649.5666666667
"DE",2021,"M11",16865.6333333333
"DE",2021,"M12",17081.7
"DE",2022,"M01",17196.9
"DE",2022,"M02",17312.1
"DE",2022,"M03",17427.3
"DE",2022,"M04",17542.5
"DE",2022,"M05",17657.7
"DE",2022,"M06",17772.9
"DE",2022,"M07",17888.1
"DE",2022,"M08",18003.3
"DE",2022,"M09",18118.5
"DE",2022,"M10",18233.7
"DE",2022,"M11",18348.9
"DE",2022,"M12",18464.1
"FL",2012,"M01",216363.533333333
"FL",2012,"M02",217140.366666667
"FL",2012,"M03",217917.2
"FL",2012,"M04",218694.033333333
"FL",2012,"M05",219470.866666667
"FL",2012,"M06",220247.7
"FL",2012,"M07",221024.533333333
"FL",2012,"M08",221801.366666667
"FL",2012,"M09",222578.2
"FL",2012,"M10",223355.033333333
"FL",2012,"M11",224131.866666667
"FL",2012,"M12",224908.7
"FL",2013,"M01",225794.516666667
"FL",2013,"M02",226680.333333333
"FL",2013,"M03",227566.15
"FL",2013,"M04",228451.966666667
"FL",2013,"M05",229337.783333333
"FL",2013,"M06",230223.6
"FL",2013,"M07",231109.416666667
"FL",2013,"M08",231995.233333333
"FL",2013,"M09",232881.05
"FL",2013,"M10",233766.866666667
"FL",2013,"M11",234652.683333333
"FL",2013,"M12",235538.5
"FL",2014,"M01",236672.716666667
"FL",2014,"M02",237806.933333333
"FL",2014,"M03",238941.15
"FL",2014,"M04",240075.366666667
"FL",2014,"M05",241209.583333333
"FL",2014,"M06",242343.8
"FL",2014,"M07",243478.016666667
"FL",2014,"M08",244612.233333333
"FL",2014,"M09",245746.45
"FL",2014,"M10",246880.666666667
"FL",2014,"M11",248014.883333333
"FL",2014,"M12",249149.1
"FL",2015,"M01",249982
"FL",2015,"M02",250814.9
"FL",2015,"M03",251647.8
"FL",2015,"M04",252480.7
"FL",2015,"M05",253313.6
"FL",2015,"M06",254146.5
"FL",2015,"M07",254979.4
"FL",2015,"M08",255812.3
"FL",2015,"M09",256645.2
"FL",2015,"M10",257478.1
"FL",2015,"M11",258311
"FL",2015,"M12",259143.9
"FL",2016,"M01",259761.741666667
"FL",2016,"M02",260379.583333333
"FL",2016,"M03",260997.425
"FL",2016,"M04",261615.266666667
"FL",2016,"M05",262233.108333333
"FL",2016,"M06",262850.95
"FL",2016,"M07",263468.791666667
"FL",2016,"M08",264086.633333333
"FL",2016,"M09",264704.475
"FL",2016,"M10",265322.316666667
"FL",2016,"M11",265940.158333333
"FL",2016,"M12",266558
"FL",2017,"M01",267646.183333333
"FL",2017,"M02",268734.366666667
"FL",2017,"M03",269822.55
"FL",2017,"M04",270910.733333333
"FL",2017,"M05",271998.916666667
"FL",2017,"M06",273087.1
"FL",2017,"M07",274175.283333333
"FL",2017,"M08",275263.466666667
"FL",2017,"M09",276351.65
"FL",2017,"M10",277439.833333333
"FL",2017,"M11",278528.016666667
"FL",2017,"M12",279616.2
"FL",2018,"M01",280923.633333333
"FL",2018,"M02",282231.066666667
"FL",2018,"M03",283538.5
"FL",2018,"M04",284845.933333333
"FL",2018,"M05",286153.366666667
"FL",2018,"M06",287460.8
"FL",2018,"M07",288768.233333333
"FL",2018,"M08",290075.666666667
"FL",2018,"M09",291383.1
"FL",2018,"M10",292690.533333333
"FL",2018,"M11",293997.966666667
"FL",2018,"M12",295305.4
"FL",2019,"M01",295978.475
"FL",2019,"M02",296651.55
"FL",2019,"M03",297324.625
"FL",2019,"M04",297997.7
"FL",2019,"M05",298670.775
"FL",2019,"M06",299343.85
"FL",2019,"M07",300016.925
"FL",2019,"M08",300690
"FL",2019,"M09",301363.075
"FL",2019,"M10",302036.15
"FL",2019,"M11",302709.225
"FL",2019,"M12",303382.3
"FL",2020,"M01",304845.525
"FL",2020,"M02",306308.75
"FL",2020,"M03",307771.975
"FL",2020,"M04",309235.2
"FL",2020,"M05",310698.425
"FL",2020,"M06",312161.65
"FL",2020,"M07",313624.875
"FL",2020,"M08",315088.1
"FL",2020,"M09",316551.325
"FL",2020,"M10",318014.55
"FL",2020,"M11",319477.775
"FL",2020,"M12",320941
"FL",2021,"M01",326195.883333333
"FL",2021,"M02",331450.766666667
"FL",2021,"M03",336705.65
"FL",2021,"M04",341960.533333333
"FL",2021,"M05",347215.416666667
"FL",2021,"M06",352470.3
"FL",2021,"M07",357725.183333333
"FL",2021,"M08",362980.066666667
"FL",2021,"M09",368234.95
"FL",2021,"M10",373489.833333333
"FL",2021,"M11",378744.716666667
"FL",2021,"M12",383999.6
"FL",2022,"M01",387384.133333333
"FL",2022,"M02",390768.666666667
"FL",2022,"M03",394153.2
"FL",2022,"M04",397537.733333333
"FL",2022,"M05",400922.266666667
"FL",2022,"M06",404306.8
"FL",2022,"M07",407691.333333333
"FL",2022,"M08",411075.866666667
"FL",2022,"M09",414460.4
"FL",2022,"M10",417844.933333333
"FL",2022,"M11",421229.466666667
"FL",2022,"M12",424614
"GA",2012,"M01",105294.833333333
"GA",2012,"M02",105610.266666667
"GA",2012,"M03",105925.7
"GA",2012,"M04",106241.133333333
"GA",2012,"M05",106556.566666667
"GA",2012,"M06",106872
"GA",2012,"M07",107187.433333333
"GA",2012,"M08",107502.866666667
"GA",2012,"M09",107818.3
"GA",2012,"M10",108133.733333333
"GA",2012,"M11",108449.166666667
"GA",2012,"M12",108764.6
"GA",2013,"M01",109088.608333333
"GA",2013,"M02",109412.616666667
"GA",2013,"M03",109736.625
"GA",2013,"M04",110060.633333333
"GA",2013,"M05",110384.641666667
"GA",2013,"M06",110708.65
"GA",2013,"M07",111032.658333333
"GA",2013,"M08",111356.666666667
"GA",2013,"M09",111680.675
"GA",2013,"M10",112004.683333333
"GA",2013,"M11",112328.691666667
"GA",2013,"M12",112652.7
"GA",2014,"M01",113129.041666667
"GA",2014,"M02",113605.383333333
"GA",2014,"M03",114081.725
"GA",2014,"M04",114558.066666667
"GA",2014,"M05",115034.408333333
"GA",2014,"M06",115510.75
"GA",2014,"M07",115987.091666667
"GA",2014,"M08",116463.433333333
"GA",2014,"M09",116939.775
"GA",2014,"M10",117416.116666667
"GA",2014,"M11",117892.458333333
"GA",2014,"M12",118368.8
"GA",2015,"M01",118605.4
"GA",2015,"M02",118842
"GA",2015,"M03",119078.6
"GA",2015,"M04",119315.2
"GA",2015,"M05",119551.8
"GA",2015,"M06",119788.4
"GA",2015,"M07",120025
"GA",2015,"M08",120261.6
"GA",2015,"M09",120498.2
"GA",2015,"M10",120734.8
"GA",2015,"M11",120971.4
"GA",2015,"M12",121208
"GA",2016,"M01",121387.65
"GA",2016,"M02",121567.3
"GA",2016,"M03",121746.95
"GA",2016,"M04",121926.6
"GA",2016,"M05",122106.25
"GA",2016,"M06",122285.9
"GA",2016,"M07",122465.55
"GA",2016,"M08",122645.2
"GA",2016,"M09",122824.85
"GA",2016,"M10",123004.5
"GA",2016,"M11",123184.15
"GA",2016,"M12",123363.8
"GA",2017,"M01",124016.65
"GA",2017,"M02",124669.5
"GA",2017,"M03",125322.35
"GA",2017,"M04",125975.2
"GA",2017,"M05",126628.05
"GA",2017,"M06",127280.9
"GA",2017,"M07",127933.75
"GA",2017,"M08",128586.6
"GA",2017,"M09",129239.45
"GA",2017,"M10",129892.3
"GA",2017,"M11",130545.15
"GA",2017,"M12",131198
"GA",2018,"M01",131761.541666667
"GA",2018,"M02",132325.083333333
"GA",2018,"M03",132888.625
"GA",2018,"M04",133452.166666667
"GA",2018,"M05",134015.708333333
"GA",2018,"M06",134579.25
"GA",2018,"M07",135142.791666667
"GA",2018,"M08",135706.333333333
"GA",2018,"M09",136269.875
"GA",2018,"M10",136833.416666667
"GA",2018,"M11",137396.958333333
"GA",2018,"M12",137960.5
"GA",2019,"M01",138279.166666667
"GA",2019,"M02",138597.833333333
"GA",2019,"M03",138916.5
"GA",2019,"M04",139235.166666667
"GA",2019,"M05",139553.833333333
"GA",2019,"M06",139872.5
"GA",2019,"M07",140191.166666667
"GA",2019,"M08",140509.833333333
"GA",2019,"M09",140828.5
"GA",2019,"M10",141147.166666667
"GA",2019,"M11",141465.833333333
"GA",2019,"M12",141784.5
"GA",2020,"M01",142420.441666667
"GA",2020,"M02",143056.383333333
"GA",2020,"M03",143692.325
"GA",2020,"M04",144328.266666667
"GA",2020,"M05",144964.208333333
"GA",2020,"M06",145600.15
"GA",2020,"M07",146236.091666667
"GA",2020,"M08",146872.033333333
"GA",2020,"M09",147507.975
"GA",2020,"M10",148143.916666667
"GA",2020,"M11",148779.858333333
"GA",2020,"M12",149415.8
"GA",2021,"M01",151729.608333333
"GA",2021,"M02",154043.416666667
"GA",2021,"M03",156357.225
"GA",2021,"M04",158671.033333333
"GA",2021,"M05",160984.841666667
"GA",2021,"M06",163298.65
"GA",2021,"M07",165612.458333333
"GA",2021,"M08",167926.266666667
"GA",2021,"M09",170240.075
"GA",2021,"M10",172553.883333333
"GA",2021,"M11",174867.691666667
"GA",2021,"M12",177181.5
"GA",2022,"M01",178672.966666667
"GA",2022,"M02",180164.433333333
"GA",2022,"M03",181655.9
"GA",2022,"M04",183147.366666667
"GA",2022,"M05",184638.833333333
"GA",2022,"M06",186130.3
"GA",2022,"M07",187621.766666667
"GA",2022,"M08",189113.233333333
"GA",2022,"M09",190604.7
"GA",2022,"M10",192096.166666667
"GA",2022,"M11",193587.633333333
"GA",2022,"M12",195079.1
"HI",2012,"M01",15450.95
"HI",2012,"M02",15493.7
"HI",2012,"M03",15536.45
"HI",2012,"M04",15579.2
"HI",2012,"M05",15621.95
"HI",2012,"M06",15664.7
"HI",2012,"M07",15707.45
"HI",2012,"M08",15750.2
"HI",2012,"M09",15792.95
"HI",2012,"M10",15835.7
"HI",2012,"M11",15878.45
"HI",2012,"M12",15921.2
"HI",2013,"M01",15957.675
"HI",2013,"M02",15994.15
"HI",2013,"M03",16030.625
"HI",2013,"M04",16067.1
"HI",2013,"M05",16103.575
"HI",2013,"M06",16140.05
"HI",2013,"M07",16176.525
"HI",2013,"M08",16213
"HI",2013,"M09",16249.475
"HI",2013,"M10",16285.95
"HI",2013,"M11",16322.425
"HI",2013,"M12",16358.9
"HI",2014,"M01",16397.7583333333
"HI",2014,"M02",16436.6166666667
"HI",2014,"M03",16475.475
"HI",2014,"M04",16514.3333333333
"HI",2014,"M05",16553.1916666667
"HI",2014,"M06",16592.05
"HI",2014,"M07",16630.9083333333
"HI",2014,"M08",16669.7666666667
"HI",2014,"M09",16708.625
"HI",2014,"M10",16747.4833333333
"HI",2014,"M11",16786.3416666667
"HI",2014,"M12",16825.2
"HI",2015,"M01",16838.8
"HI",2015,"M02",16852.4
"HI",2015,"M03",16866
"HI",2015,"M04",16879.6
"HI",2015,"M05",16893.2
"HI",2015,"M06",16906.8
"HI",2015,"M07",16920.4
"HI",2015,"M08",16934
"HI",2015,"M09",16947.6
"HI",2015,"M10",16961.2
"HI",2015,"M11",16974.8
"HI",2015,"M12",16988.4
"HI",2016,"M01",17026.475
"HI",2016,"M02",17064.55
"HI",2016,"M03",17102.625
"HI",2016,"M04",17140.7
"HI",2016,"M05",17178.775
"HI",2016,"M06",17216.85
"HI",2016,"M07",17254.925
"HI",2016,"M08",17293
"HI",2016,"M09",17331.075
"HI",2016,"M10",17369.15
"HI",2016,"M11",17407.225
"HI",2016,"M12",17445.3
"HI",2017,"M01",17503.6333333333
"HI",2017,"M02",17561.9666666667
"HI",2017,"M03",17620.3
"HI",2017,"M04",17678.6333333333
"HI",2017,"M05",17736.9666666667
"HI",2017,"M06",17795.3
"HI",2017,"M07",17853.6333333333
"HI",2017,"M08",17911.9666666667
"HI",2017,"M09",17970.3
"HI",2017,"M10",18028.6333333333
"HI",2017,"M11",18086.9666666667
"HI",2017,"M12",18145.3
"HI",2018,"M01",18220.7166666667
"HI",2018,"M02",18296.1333333333
"HI",2018,"M03",18371.55
"HI",2018,"M04",18446.9666666667
"HI",2018,"M05",18522.3833333333
"HI",2018,"M06",18597.8
"HI",2018,"M07",18673.2166666667
"HI",2018,"M08",18748.6333333333
"HI",2018,"M09",18824.05
"HI",2018,"M10",18899.4666666667
"HI",2018,"M11",18974.8833333333
"HI",2018,"M12",19050.3
"HI",2019,"M01",19090.9666666667
"HI",2019,"M02",19131.6333333333
"HI",2019,"M03",19172.3
"HI",2019,"M04",19212.9666666667
"HI",2019,"M05",19253.6333333333
"HI",2019,"M06",19294.3
"HI",2019,"M07",19334.9666666667
"HI",2019,"M08",19375.6333333333
"HI",2019,"M09",19416.3
"HI",2019,"M10",19456.9666666667
"HI",2019,"M11",19497.6333333333
"HI",2019,"M12",19538.3
"HI",2020,"M01",19529.4166666667
"HI",2020,"M02",19520.5333333333
"HI",2020,"M03",19511.65
"HI",2020,"M04",19502.7666666667
"HI",2020,"M05",19493.8833333333
"HI",2020,"M06",19485
"HI",2020,"M07",19476.1166666667
"HI",2020,"M08",19467.2333333333
"HI",2020,"M09",19458.35
"HI",2020,"M10",19449.4666666667
"HI",2020,"M11",19440.5833333333
"HI",2020,"M12",19431.7
"HI",2021,"M01",19656.4916666667
"HI",2021,"M02",19881.2833333333
"HI",2021,"M03",20106.075
"HI",2021,"M04",20330.8666666667
"HI",2021,"M05",20555.6583333333
"HI",2021,"M06",20780.45
"HI",2021,"M07",21005.2416666667
"HI",2021,"M08",21230.0333333333
"HI",2021,"M09",21454.825
"HI",2021,"M10",21679.6166666667
"HI",2021,"M11",21904.4083333333
"HI",2021,"M12",22129.2
"HI",2022,"M01",22268.725
"HI",2022,"M02",22408.25
"HI",2022,"M03",22547.775
"HI",2022,"M04",22687.3
"HI",2022,"M05",22826.825
"HI",2022,"M06",22966.35
"HI",2022,"M07",23105.875
"HI",2022,"M08",23245.4
"HI",2022,"M09",23384.925
"HI",2022,"M10",23524.45
"HI",2022,"M11",23663.975
"HI",2022,"M12",23803.5
"ID",2012,"M01",15916.6083333333
"ID",2012,"M02",15968.6166666667
"ID",2012,"M03",16020.625
"ID",2012,"M04",16072.6333333333
"ID",2012,"M05",16124.6416666667
"ID",2012,"M06",16176.65
"ID",2012,"M07",16228.6583333333
"ID",2012,"M08",16280.6666666667
"ID",2012,"M09",16332.675
"ID",2012,"M10",16384.6833333333
"ID",2012,"M11",16436.6916666667
"ID",2012,"M12",16488.7
"ID",2013,"M01",16563.5083333333
"ID",2013,"M02",16638.3166666667
"ID",2013,"M03",16713.125
"ID",2013,"M04",16787.9333333333
"ID",2013,"M05",16862.7416666667
"ID",2013,"M06",16937.55
"ID",2013,"M07",17012.3583333333
"ID",2013,"M08",17087.1666666667
"ID",2013,"M09",17161.975
"ID",2013,"M10",17236.7833333333
"ID",2013,"M11",17311.5916666667
"ID",2013,"M12",17386.4
"ID",2014,"M01",17464.9083333333
"ID",2014,"M02",17543.4166666667
"ID",2014,"M03",17621.925
"ID",2014,"M04",17700.4333333333
"ID",2014,"M05",17778.9416666667
"ID",2014,"M06",17857.45
"ID",2014,"M07",17935.9583333333
"ID",2014,"M08",18014.4666666667
"ID",2014,"M09",18092.975
"ID",2014,"M10",18171.4833333333
"ID",2014,"M11",18249.9916666667
"ID",2014,"M12",18328.5
"ID",2015,"M01",18362.1166666667
"ID",2015,"M02",18395.7333333333
"ID",2015,"M03",18429.35
"ID",2015,"M04",18462.9666666667
"ID",2015,"M05",18496.5833333333
"ID",2015,"M06",18530.2
"ID",2015,"M07",18563.8166666667
"ID",2015,"M08",18597.4333333333
"ID",2015,"M09",18631.05
"ID",2015,"M10",18664.6666666667
"ID",2015,"M11",18698.2833333333
"ID",2015,"M12",18731.9
"ID",2016,"M01",18810.8333333333
"ID",2016,"M02",18889.7666666667
"ID",2016,"M03",18968.7
"ID",2016,"M04",19047.6333333333
"ID",2016,"M05",19126.5666666667
"ID",2016,"M06",19205.5
"ID",2016,"M07",19284.4333333333
"ID",2016,"M08",19363.3666666667
"ID",2016,"M09",19442.3
"ID",2016,"M10",19521.2333333333
"ID",2016,"M11",19600.1666666667
"ID",2016,"M12",19679.1
"ID",2017,"M01",19766.4416666667
"ID",2017,"M02",19853.7833333333
"ID",2017,"M03",19941.125
"ID",2017,"M04",20028.4666666667
"ID",2017,"M05",20115.8083333333
"ID",2017,"M06",20203.15
"ID",2017,"M07",20290.4916666667
"ID",2017,"M08",20377.8333333333
"ID",2017,"M09",20465.175
"ID",2017,"M10",20552.5166666667
"ID",2017,"M11",20639.8583333333
"ID",2017,"M12",20727.2
"ID",2018,"M01",20809.9666666667
"ID",2018,"M02",20892.7333333333
"ID",2018,"M03",20975.5
"ID",2018,"M04",21058.2666666667
"ID",2018,"M05",21141.0333333333
"ID",2018,"M06",21223.8
"ID",2018,"M07",21306.5666666667
"ID",2018,"M08",21389.3333333333
"ID",2018,"M09",21472.1
"ID",2018,"M10",21554.8666666667
"ID",2018,"M11",21637.6333333333
"ID",2018,"M12",21720.4
"ID",2019,"M01",21750.825
"ID",2019,"M02",21781.25
"ID",2019,"M03",21811.675
"ID",2019,"M04",21842.1
"ID",2019,"M05",21872.525
"ID",2019,"M06",21902.95
"ID",2019,"M07",21933.375
"ID",2019,"M08",21963.8
"ID",2019,"M09",21994.225
"ID",2019,"M10",22024.65
"ID",2019,"M11",22055.075
"ID",2019,"M12",22085.5
"ID",2020,"M01",22236.525
"ID",2020,"M02",22387.55
"ID",2020,"M03",22538.575
"ID",2020,"M04",22689.6
"ID",2020,"M05",22840.625
"ID",2020,"M06",22991.65
"ID",2020,"M07",23142.675
"ID",2020,"M08",23293.7
"ID",2020,"M09",23444.725
"ID",2020,"M10",23595.75
"ID",2020,"M11",23746.775
"ID",2020,"M12",23897.8
"ID",2021,"M01",24336.1
"ID",2021,"M02",24774.4
"ID",2021,"M03",25212.7
"ID",2021,"M04",25651
"ID",2021,"M05",26089.3
"ID",2021,"M06",26527.6
"ID",2021,"M07",26965.9
"ID",2021,"M08",27404.2
"ID",2021,"M09",27842.5
"ID",2021,"M10",28280.8
"ID",2021,"M11",28719.1
"ID",2021,"M12",29157.4
"ID",2022,"M01",29436.8916666667
"ID",2022,"M02",29716.3833333333
"ID",2022,"M03",29995.875
"ID",2022,"M04",30275.3666666667
"ID",2022,"M05",30554.8583333333
