"State","Year","Period","TG_Consumption"
"MO",2020,"M06",82295.3
"MO",2020,"M07",82544.5333333333
"MO",2020,"M08",82793.7666666667
"MO",2020,"M09",83043
"MO",2020,"M10",83292.2333333333
"MO",2020,"M11",83541.4666666667
"MO",2020,"M12",83790.7
"MO",2021,"M01",84979.9666666667
"MO",2021,"M02",86169.2333333333
"MO",2021,"M03",87358.5
"MO",2021,"M04",88547.7666666667
"MO",2021,"M05",89737.0333333333
"MO",2021,"M06",90926.3
"MO",2021,"M07",92115.5666666667
"MO",2021,"M08",93304.8333333333
"MO",2021,"M09",94494.1
"MO",2021,"M10",95683.3666666667
"MO",2021,"M11",96872.6333333333
"MO",2021,"M12",98061.9
"MO",2022,"M01",98827.2083333333
"MO",2022,"M02",99592.5166666667
"MO",2022,"M03",100357.825
"MO",2022,"M04",101123.133333333
"MO",2022,"M05",101888.441666667
"MO",2022,"M06",102653.75
"MO",2022,"M07",103419.058333333
"MO",2022,"M08",104184.366666667
"MO",2022,"M09",104949.675
"MO",2022,"M10",105714.983333333
"MO",2022,"M11",106480.291666667
"MO",2022,"M12",107245.6
"MT",2012,"M01",12546.1583333333
"MT",2012,"M02",12581.9166666667
"MT",2012,"M03",12617.675
"MT",2012,"M04",12653.4333333333
"MT",2012,"M05",12689.1916666667
"MT",2012,"M06",12724.95
"MT",2012,"M07",12760.7083333333
"MT",2012,"M08",12796.4666666667
"MT",2012,"M09",12832.225
"MT",2012,"M10",12867.9833333333
"MT",2012,"M11",12903.7416666667
"MT",2012,"M12",12939.5
"MT",2013,"M01",12962.5333333333
"MT",2013,"M02",12985.5666666667
"MT",2013,"M03",13008.6
"MT",2013,"M04",13031.6333333333
"MT",2013,"M05",13054.6666666667
"MT",2013,"M06",13077.7
"MT",2013,"M07",13100.7333333333
"MT",2013,"M08",13123.7666666667
"MT",2013,"M09",13146.8
"MT",2013,"M10",13169.8333333333
"MT",2013,"M11",13192.8666666667
"MT",2013,"M12",13215.9
"MT",2014,"M01",13254.8833333333
"MT",2014,"M02",13293.8666666667
"MT",2014,"M03",13332.85
"MT",2014,"M04",13371.8333333333
"MT",2014,"M05",13410.8166666667
"MT",2014,"M06",13449.8
"MT",2014,"M07",13488.7833333333
"MT",2014,"M08",13527.7666666667
"MT",2014,"M09",13566.75
"MT",2014,"M10",13605.7333333333
"MT",2014,"M11",13644.7166666667
"MT",2014,"M12",13683.7
"MT",2015,"M01",13688.0833333333
"MT",2015,"M02",13692.4666666667
"MT",2015,"M03",13696.85
"MT",2015,"M04",13701.2333333333
"MT",2015,"M05",13705.6166666667
"MT",2015,"M06",13710
"MT",2015,"M07",13714.3833333333
"MT",2015,"M08",13718.7666666667
"MT",2015,"M09",13723.15
"MT",2015,"M10",13727.5333333333
"MT",2015,"M11",13731.9166666667
"MT",2015,"M12",13736.3
"MT",2016,"M01",13737.4
"MT",2016,"M02",13738.5
"MT",2016,"M03",13739.6
"MT",2016,"M04",13740.7
"MT",2016,"M05",13741.8
"MT",2016,"M06",13742.9
"MT",2016,"M07",13744
"MT",2016,"M08",13745.1
"MT",2016,"M09",13746.2
"MT",2016,"M10",13747.3
"MT",2016,"M11",13748.4
"MT",2016,"M12",13749.5
"MT",2017,"M01",13783.9083333333
"MT",2017,"M02",13818.3166666667
"MT",2017,"M03",13852.725
"MT",2017,"M04",13887.1333333333
"MT",2017,"M05",13921.5416666667
"MT",2017,"M06",13955.95
"MT",2017,"M07",13990.3583333333
"MT",2017,"M08",14024.7666666667
"MT",2017,"M09",14059.175
"MT",2017,"M10",14093.5833333333
"MT",2017,"M11",14127.9916666667
"MT",2017,"M12",14162.4
"MT",2018,"M01",14218.0583333333
"MT",2018,"M02",14273.7166666667
"MT",2018,"M03",14329.375
"MT",2018,"M04",14385.0333333333
"MT",2018,"M05",14440.6916666667
"MT",2018,"M06",14496.35
"MT",2018,"M07",14552.0083333333
"MT",2018,"M08",14607.6666666667
"MT",2018,"M09",14663.325
"MT",2018,"M10",14718.9833333333
"MT",2018,"M11",14774.6416666667
"MT",2018,"M12",14830.3
"MT",2019,"M01",14849.2166666667
"MT",2019,"M02",14868.1333333333
"MT",2019,"M03",14887.05
"MT",2019,"M04",14905.9666666667
"MT",2019,"M05",14924.8833333333
"MT",2019,"M06",14943.8
"MT",2019,"M07",14962.7166666667
"MT",2019,"M08",14981.6333333333
"MT",2019,"M09",15000.55
"MT",2019,"M10",15019.4666666667
"MT",2019,"M11",15038.3833333333
"MT",2019,"M12",15057.3
"MT",2020,"M01",15138.0416666667
"MT",2020,"M02",15218.7833333333
"MT",2020,"M03",15299.525
"MT",2020,"M04",15380.2666666667
"MT",2020,"M05",15461.0083333333
"MT",2020,"M06",15541.75
"MT",2020,"M07",15622.4916666667
"MT",2020,"M08",15703.2333333333
"MT",2020,"M09",15783.975
"MT",2020,"M10",15864.7166666667
"MT",2020,"M11",15945.4583333333
"MT",2020,"M12",16026.2
"MT",2021,"M01",16288.5916666667
"MT",2021,"M02",16550.9833333333
"MT",2021,"M03",16813.375
"MT",2021,"M04",17075.7666666667
"MT",2021,"M05",17338.1583333333
"MT",2021,"M06",17600.55
"MT",2021,"M07",17862.9416666667
"MT",2021,"M08",18125.3333333333
"MT",2021,"M09",18387.725
"MT",2021,"M10",18650.1166666667
"MT",2021,"M11",18912.5083333333
"MT",2021,"M12",19174.9
"MT",2022,"M01",19336.9416666667
"MT",2022,"M02",19498.9833333333
"MT",2022,"M03",19661.025
"MT",2022,"M04",19823.0666666667
"MT",2022,"M05",19985.1083333333
"MT",2022,"M06",20147.15
"MT",2022,"M07",20309.1916666667
"MT",2022,"M08",20471.2333333333
"MT",2022,"M09",20633.275
"MT",2022,"M10",20795.3166666667
"MT",2022,"M11",20957.3583333333
"MT",2022,"M12",21119.4
"NE",2012,"M01",22525.225
"NE",2012,"M02",22584.45
"NE",2012,"M03",22643.675
"NE",2012,"M04",22702.9
"NE",2012,"M05",22762.125
"NE",2012,"M06",22821.35
"NE",2012,"M07",22880.575
"NE",2012,"M08",22939.8
"NE",2012,"M09",22999.025
"NE",2012,"M10",23058.25
"NE",2012,"M11",23117.475
"NE",2012,"M12",23176.7
"NE",2013,"M01",23213.0583333333
"NE",2013,"M02",23249.4166666667
"NE",2013,"M03",23285.775
"NE",2013,"M04",23322.1333333333
"NE",2013,"M05",23358.4916666667
"NE",2013,"M06",23394.85
"NE",2013,"M07",23431.2083333333
"NE",2013,"M08",23467.5666666667
"NE",2013,"M09",23503.925
"NE",2013,"M10",23540.2833333333
"NE",2013,"M11",23576.6416666667
"NE",2013,"M12",23613
"NE",2014,"M01",23658.3416666667
"NE",2014,"M02",23703.6833333333
"NE",2014,"M03",23749.025
"NE",2014,"M04",23794.3666666667
"NE",2014,"M05",23839.7083333333
"NE",2014,"M06",23885.05
"NE",2014,"M07",23930.3916666667
"NE",2014,"M08",23975.7333333333
"NE",2014,"M09",24021.075
"NE",2014,"M10",24066.4166666667
"NE",2014,"M11",24111.7583333333
"NE",2014,"M12",24157.1
"NE",2015,"M01",24150.425
"NE",2015,"M02",24143.75
"NE",2015,"M03",24137.075
"NE",2015,"M04",24130.4
"NE",2015,"M05",24123.725
"NE",2015,"M06",24117.05
"NE",2015,"M07",24110.375
"NE",2015,"M08",24103.7
"NE",2015,"M09",24097.025
"NE",2015,"M10",24090.35
"NE",2015,"M11",24083.675
"NE",2015,"M12",24077
"NE",2016,"M01",24122.8916666667
"NE",2016,"M02",24168.7833333333
"NE",2016,"M03",24214.675
"NE",2016,"M04",24260.5666666667
"NE",2016,"M05",24306.4583333333
"NE",2016,"M06",24352.35
"NE",2016,"M07",24398.2416666667
"NE",2016,"M08",24444.1333333333
"NE",2016,"M09",24490.025
"NE",2016,"M10",24535.9166666667
"NE",2016,"M11",24581.8083333333
"NE",2016,"M12",24627.7
"NE",2017,"M01",24683.5583333333
"NE",2017,"M02",24739.4166666667
"NE",2017,"M03",24795.275
"NE",2017,"M04",24851.1333333333
"NE",2017,"M05",24906.9916666667
"NE",2017,"M06",24962.85
"NE",2017,"M07",25018.7083333333
"NE",2017,"M08",25074.5666666667
"NE",2017,"M09",25130.425
"NE",2017,"M10",25186.2833333333
"NE",2017,"M11",25242.1416666667
"NE",2017,"M12",25298
"NE",2018,"M01",25364.2
"NE",2018,"M02",25430.4
"NE",2018,"M03",25496.6
"NE",2018,"M04",25562.8
"NE",2018,"M05",25629
"NE",2018,"M06",25695.2
"NE",2018,"M07",25761.4
"NE",2018,"M08",25827.6
"NE",2018,"M09",25893.8
"NE",2018,"M10",25960
"NE",2018,"M11",26026.2
"NE",2018,"M12",26092.4
"NE",2019,"M01",26118.5916666667
"NE",2019,"M02",26144.7833333333
"NE",2019,"M03",26170.975
"NE",2019,"M04",26197.1666666667
"NE",2019,"M05",26223.3583333333
"NE",2019,"M06",26249.55
"NE",2019,"M07",26275.7416666667
"NE",2019,"M08",26301.9333333333
"NE",2019,"M09",26328.125
"NE",2019,"M10",26354.3166666667
"NE",2019,"M11",26380.5083333333
"NE",2019,"M12",26406.7
"NE",2020,"M01",26494.5
"NE",2020,"M02",26582.3
"NE",2020,"M03",26670.1
"NE",2020,"M04",26757.9
"NE",2020,"M05",26845.7
"NE",2020,"M06",26933.5
"NE",2020,"M07",27021.3
"NE",2020,"M08",27109.1
"NE",2020,"M09",27196.9
"NE",2020,"M10",27284.7
"NE",2020,"M11",27372.5
"NE",2020,"M12",27460.3
"NE",2021,"M01",27844.175
"NE",2021,"M02",28228.05
"NE",2021,"M03",28611.925
"NE",2021,"M04",28995.8
"NE",2021,"M05",29379.675
"NE",2021,"M06",29763.55
"NE",2021,"M07",30147.425
"NE",2021,"M08",30531.3
"NE",2021,"M09",30915.175
"NE",2021,"M10",31299.05
"NE",2021,"M11",31682.925
"NE",2021,"M12",32066.8
"NE",2022,"M01",32301.1083333333
"NE",2022,"M02",32535.4166666667
"NE",2022,"M03",32769.725
"NE",2022,"M04",33004.0333333333
"NE",2022,"M05",33238.3416666667
"NE",2022,"M06",33472.65
"NE",2022,"M07",33706.9583333333
"NE",2022,"M08",33941.2666666667
"NE",2022,"M09",34175.575
"NE",2022,"M10",34409.8833333333
"NE",2022,"M11",34644.1916666667
"NE",2022,"M12",34878.5
"NV",2012,"M01",29536.4333333333
"NV",2012,"M02",29638.1666666667
"NV",2012,"M03",29739.9
"NV",2012,"M04",29841.6333333333
"NV",2012,"M05",29943.3666666667
"NV",2012,"M06",30045.1
"NV",2012,"M07",30146.8333333333
"NV",2012,"M08",30248.5666666667
"NV",2012,"M09",30350.3
"NV",2012,"M10",30452.0333333333
"NV",2012,"M11",30553.7666666667
"NV",2012,"M12",30655.5
"NV",2013,"M01",30791
"NV",2013,"M02",30926.5
"NV",2013,"M03",31062
"NV",2013,"M04",31197.5
"NV",2013,"M05",31333
"NV",2013,"M06",31468.5
"NV",2013,"M07",31604
"NV",2013,"M08",31739.5
"NV",2013,"M09",31875
"NV",2013,"M10",32010.5
"NV",2013,"M11",32146
"NV",2013,"M12",32281.5
"NV",2014,"M01",32446.4
"NV",2014,"M02",32611.3
"NV",2014,"M03",32776.2
"NV",2014,"M04",32941.1
"NV",2014,"M05",33106
"NV",2014,"M06",33270.9
"NV",2014,"M07",33435.8
"NV",2014,"M08",33600.7
"NV",2014,"M09",33765.6
"NV",2014,"M10",33930.5
"NV",2014,"M11",34095.4
"NV",2014,"M12",34260.3
"NV",2015,"M01",34349.5
"NV",2015,"M02",34438.7
"NV",2015,"M03",34527.9
"NV",2015,"M04",34617.1
"NV",2015,"M05",34706.3
"NV",2015,"M06",34795.5
"NV",2015,"M07",34884.7
"NV",2015,"M08",34973.9
"NV",2015,"M09",35063.1
"NV",2015,"M10",35152.3
"NV",2015,"M11",35241.5
"NV",2015,"M12",35330.7
"NV",2016,"M01",35414.9916666667
"NV",2016,"M02",35499.2833333333
"NV",2016,"M03",35583.575
"NV",2016,"M04",35667.8666666667
"NV",2016,"M05",35752.1583333333
"NV",2016,"M06",35836.45
"NV",2016,"M07",35920.7416666667
"NV",2016,"M08",36005.0333333333
"NV",2016,"M09",36089.325
"NV",2016,"M10",36173.6166666667
"NV",2016,"M11",36257.9083333333
"NV",2016,"M12",36342.2
"NV",2017,"M01",36527.2416666667
"NV",2017,"M02",36712.2833333333
"NV",2017,"M03",36897.325
"NV",2017,"M04",37082.3666666667
"NV",2017,"M05",37267.4083333333
"NV",2017,"M06",37452.45
"NV",2017,"M07",37637.4916666667
"NV",2017,"M08",37822.5333333333
"NV",2017,"M09",38007.575
"NV",2017,"M10",38192.6166666667
"NV",2017,"M11",38377.6583333333
"NV",2017,"M12",38562.7
"NV",2018,"M01",38751.5333333333
"NV",2018,"M02",38940.3666666667
"NV",2018,"M03",39129.2
"NV",2018,"M04",39318.0333333333
"NV",2018,"M05",39506.8666666667
"NV",2018,"M06",39695.7
"NV",2018,"M07",39884.5333333333
"NV",2018,"M08",40073.3666666667
"NV",2018,"M09",40262.2
"NV",2018,"M10",40451.0333333333
"NV",2018,"M11",40639.8666666667
"NV",2018,"M12",40828.7
"NV",2019,"M01",40943.6333333333
"NV",2019,"M02",41058.5666666667
"NV",2019,"M03",41173.5
"NV",2019,"M04",41288.4333333333
"NV",2019,"M05",41403.3666666667
"NV",2019,"M06",41518.3
"NV",2019,"M07",41633.2333333333
"NV",2019,"M08",41748.1666666667
"NV",2019,"M09",41863.1
"NV",2019,"M10",41978.0333333333
"NV",2019,"M11",42092.9666666667
"NV",2019,"M12",42207.9
"NV",2020,"M01",42344.5583333333
"NV",2020,"M02",42481.2166666667
"NV",2020,"M03",42617.875
"NV",2020,"M04",42754.5333333333
"NV",2020,"M05",42891.1916666667
"NV",2020,"M06",43027.85
"NV",2020,"M07",43164.5083333333
"NV",2020,"M08",43301.1666666667
"NV",2020,"M09",43437.825
"NV",2020,"M10",43574.4833333333
"NV",2020,"M11",43711.1416666667
"NV",2020,"M12",43847.8
"NV",2021,"M01",44563.3333333333
"NV",2021,"M02",45278.8666666667
"NV",2021,"M03",45994.4
"NV",2021,"M04",46709.9333333333
"NV",2021,"M05",47425.4666666667
"NV",2021,"M06",48141
"NV",2021,"M07",48856.5333333333
"NV",2021,"M08",49572.0666666667
"NV",2021,"M09",50287.6
"NV",2021,"M10",51003.1333333333
"NV",2021,"M11",51718.6666666667
"NV",2021,"M12",52434.2
"NV",2022,"M01",52921.7
"NV",2022,"M02",53409.2
"NV",2022,"M03",53896.7
"NV",2022,"M04",54384.2
"NV",2022,"M05",54871.7
"NV",2022,"M06",55359.2
"NV",2022,"M07",55846.7
"NV",2022,"M08",56334.2
"NV",2022,"M09",56821.7
"NV",2022,"M10",57309.2
"NV",2022,"M11",57796.7
"NV",2022,"M12",58284.2
"NH",2012,"M01",17282.2833333333
"NH",2012,"M02",17326.2666666667
"NH",2012,"M03",17370.25
"NH",2012,"M04",17414.2333333333
"NH",2012,"M05",17458.2166666667
"NH",2012,"M06",17502.2
"NH",2012,"M07",17546.1833333333
"NH",2012,"M08",17590.1666666667
"NH",2012,"M09",17634.15
"NH",2012,"M10",17678.1333333333
"NH",2012,"M11",17722.1166666667
"NH",2012,"M12",17766.1
"NH",2013,"M01",17823.8833333333
"NH",2013,"M02",17881.6666666667
"NH",2013,"M03",17939.45
"NH",2013,"M04",17997.2333333333
"NH",2013,"M05",18055.0166666667
"NH",2013,"M06",18112.8
"NH",2013,"M07",18170.5833333333
"NH",2013,"M08",18228.3666666667
"NH",2013,"M09",18286.15
"NH",2013,"M10",18343.9333333333
"NH",2013,"M11",18401.7166666667
"NH",2013,"M12",18459.5
"NH",2014,"M01",18519.275
"NH",2014,"M02",18579.05
"NH",2014,"M03",18638.825
"NH",2014,"M04",18698.6
"NH",2014,"M05",18758.375
"NH",2014,"M06",18818.15
"NH",2014,"M07",18877.925
"NH",2014,"M08",18937.7
"NH",2014,"M09",18997.475
"NH",2014,"M10",19057.25
"NH",2014,"M11",19117.025
"NH",2014,"M12",19176.8
"NH",2015,"M01",19188.4583333333
"NH",2015,"M02",19200.1166666667
"NH",2015,"M03",19211.775
"NH",2015,"M04",19223.4333333333
"NH",2015,"M05",19235.0916666667
"NH",2015,"M06",19246.75
"NH",2015,"M07",19258.4083333333
"NH",2015,"M08",19270.0666666667
"NH",2015,"M09",19281.725
"NH",2015,"M10",19293.3833333333
"NH",2015,"M11",19305.0416666667
"NH",2015,"M12",19316.7
"NH",2016,"M01",19345.075
"NH",2016,"M02",19373.45
"NH",2016,"M03",19401.825
"NH",2016,"M04",19430.2
"NH",2016,"M05",19458.575
"NH",2016,"M06",19486.95
"NH",2016,"M07",19515.325
"NH",2016,"M08",19543.7
"NH",2016,"M09",19572.075
"NH",2016,"M10",19600.45
"NH",2016,"M11",19628.825
"NH",2016,"M12",19657.2
"NH",2017,"M01",19721.7083333333
"NH",2017,"M02",19786.2166666667
"NH",2017,"M03",19850.725
"NH",2017,"M04",19915.2333333333
"NH",2017,"M05",19979.7416666667
"NH",2017,"M06",20044.25
"NH",2017,"M07",20108.7583333333
"NH",2017,"M08",20173.2666666667
"NH",2017,"M09",20237.775
"NH",2017,"M10",20302.2833333333
"NH",2017,"M11",20366.7916666667
"NH",2017,"M12",20431.3
"NH",2018,"M01",20494.0166666667
"NH",2018,"M02",20556.7333333333
"NH",2018,"M03",20619.45
"NH",2018,"M04",20682.1666666667
"NH",2018,"M05",20744.8833333333
"NH",2018,"M06",20807.6
"NH",2018,"M07",20870.3166666667
"NH",2018,"M08",20933.0333333333
"NH",2018,"M09",20995.75
"NH",2018,"M10",21058.4666666667
"NH",2018,"M11",21121.1833333333
"NH",2018,"M12",21183.9
"NH",2019,"M01",21226.55
"NH",2019,"M02",21269.2
"NH",2019,"M03",21311.85
"NH",2019,"M04",21354.5
"NH",2019,"M05",21397.15
"NH",2019,"M06",21439.8
"NH",2019,"M07",21482.45
"NH",2019,"M08",21525.1
"NH",2019,"M09",21567.75
"NH",2019,"M10",21610.4
"NH",2019,"M11",21653.05
"NH",2019,"M12",21695.7
"NH",2020,"M01",21773.0916666667
"NH",2020,"M02",21850.4833333333
"NH",2020,"M03",21927.875
"NH",2020,"M04",22005.2666666667
"NH",2020,"M05",22082.6583333333
"NH",2020,"M06",22160.05
"NH",2020,"M07",22237.4416666667
"NH",2020,"M08",22314.8333333333
"NH",2020,"M09",22392.225
"NH",2020,"M10",22469.6166666667
"NH",2020,"M11",22547.0083333333
"NH",2020,"M12",22624.4
"NH",2021,"M01",22909.8666666667
"NH",2021,"M02",23195.3333333333
"NH",2021,"M03",23480.8
"NH",2021,"M04",23766.2666666667
"NH",2021,"M05",24051.7333333333
"NH",2021,"M06",24337.2
"NH",2021,"M07",24622.6666666667
"NH",2021,"M08",24908.1333333333
"NH",2021,"M09",25193.6
"NH",2021,"M10",25479.0666666667
"NH",2021,"M11",25764.5333333333
"NH",2021,"M12",26050
"NH",2022,"M01",26276.1416666667
"NH",2022,"M02",26502.2833333333
"NH",2022,"M03",26728.425
"NH",2022,"M04",26954.5666666667
"NH",2022,"M05",27180.7083333333
"NH",2022,"M06",27406.85
"NH",2022,"M07",27632.9916666667
"NH",2022,"M08",27859.1333333333
"NH",2022,"M09",28085.275
"NH",2022,"M10",28311.4166666667
"NH",2022,"M11",28537.5583333333
"NH",2022,"M12",28763.7
"NJ",2012,"M01",117166.891666667
"NJ",2012,"M02",117368.283333333
"NJ",2012,"M03",117569.675
"NJ",2012,"M04",117771.066666667
"NJ",2012,"M05",117972.458333333
"NJ",2012,"M06",118173.85
"NJ",2012,"M07",118375.241666667
"NJ",2012,"M08",118576.633333333
"NJ",2012,"M09",118778.025
"NJ",2012,"M10",118979.416666667
"NJ",2012,"M11",119180.808333333
"NJ",2012,"M12",119382.2
"NJ",2013,"M01",119599.333333333
"NJ",2013,"M02",119816.466666667
"NJ",2013,"M03",120033.6
"NJ",2013,"M04",120250.733333333
"NJ",2013,"M05",120467.866666667
"NJ",2013,"M06",120685
"NJ",2013,"M07",120902.133333333
"NJ",2013,"M08",121119.266666667
"NJ",2013,"M09",121336.4
"NJ",2013,"M10",121553.533333333
"NJ",2013,"M11",121770.666666667
"NJ",2013,"M12",121987.8
"NJ",2014,"M01",122278.1
"NJ",2014,"M02",122568.4
"NJ",2014,"M03",122858.7
"NJ",2014,"M04",123149
"NJ",2014,"M05",123439.3
"NJ",2014,"M06",123729.6
"NJ",2014,"M07",124019.9
"NJ",2014,"M08",124310.2
"NJ",2014,"M09",124600.5
"NJ",2014,"M10",124890.8
"NJ",2014,"M11",125181.1
"NJ",2014,"M12",125471.4
"NJ",2015,"M01",125594.1
"NJ",2015,"M02",125716.8
"NJ",2015,"M03",125839.5
"NJ",2015,"M04",125962.2
"NJ",2015,"M05",126084.9
"NJ",2015,"M06",126207.6
"NJ",2015,"M07",126330.3
"NJ",2015,"M08",126453
"NJ",2015,"M09",126575.7
"NJ",2015,"M10",126698.4
"NJ",2015,"M11",126821.1
"NJ",2015,"M12",126943.8
"NJ",2016,"M01",126969.041666667
"NJ",2016,"M02",126994.283333333
"NJ",2016,"M03",127019.525
"NJ",2016,"M04",127044.766666667
"NJ",2016,"M05",127070.008333333
"NJ",2016,"M06",127095.25
"NJ",2016,"M07",127120.491666667
"NJ",2016,"M08",127145.733333333
"NJ",2016,"M09",127170.975
"NJ",2016,"M10",127196.216666667
"NJ",2016,"M11",127221.458333333
"NJ",2016,"M12",127246.7
"NJ",2017,"M01",127502.741666667
"NJ",2017,"M02",127758.783333333
"NJ",2017,"M03",128014.825
"NJ",2017,"M04",128270.866666667
"NJ",2017,"M05",128526.908333333
"NJ",2017,"M06",128782.95
"NJ",2017,"M07",129038.991666667
"NJ",2017,"M08",129295.033333333
"NJ",2017,"M09",129551.075
"NJ",2017,"M10",129807.116666667
"NJ",2017,"M11",130063.158333333
"NJ",2017,"M12",130319.2
"NJ",2018,"M01",130722.983333333
"NJ",2018,"M02",131126.766666667
"NJ",2018,"M03",131530.55
"NJ",2018,"M04",131934.333333333
"NJ",2018,"M05",132338.116666667
"NJ",2018,"M06",132741.9
"NJ",2018,"M07",133145.683333333
"NJ",2018,"M08",133549.466666667
"NJ",2018,"M09",133953.25
"NJ",2018,"M10",134357.033333333
"NJ",2018,"M11",134760.816666667
"NJ",2018,"M12",135164.6
"NJ",2019,"M01",135583.35
"NJ",2019,"M02",136002.1
"NJ",2019,"M03",136420.85
"NJ",2019,"M04",136839.6
"NJ",2019,"M05",137258.35
"NJ",2019,"M06",137677.1
"NJ",2019,"M07",138095.85
"NJ",2019,"M08",138514.6
"NJ",2019,"M09",138933.35
"NJ",2019,"M10",139352.1
"NJ",2019,"M11",139770.85
"NJ",2019,"M12",140189.6
"NJ",2020,"M01",140375.425
"NJ",2020,"M02",140561.25
"NJ",2020,"M03",140747.075
"NJ",2020,"M04",140932.9
"NJ",2020,"M05",141118.725
"NJ",2020,"M06",141304.55
"NJ",2020,"M07",141490.375
"NJ",2020,"M08",141676.2
"NJ",2020,"M09",141862.025
"NJ",2020,"M10",142047.85
"NJ",2020,"M11",142233.675
"NJ",2020,"M12",142419.5
"NJ",2021,"M01",144615.4
"NJ",2021,"M02",146811.3
"NJ",2021,"M03",149007.2
"NJ",2021,"M04",151203.1
"NJ",2021,"M05",153399
"NJ",2021,"M06",155594.9
"NJ",2021,"M07",157790.8
"NJ",2021,"M08",159986.7
"NJ",2021,"M09",162182.6
"NJ",2021,"M10",164378.5
"NJ",2021,"M11",166574.4
"NJ",2021,"M12",168770.3
"NJ",2022,"M01",169654.183333333
"NJ",2022,"M02",170538.066666667
"NJ",2022,"M03",171421.95
"NJ",2022,"M04",172305.833333333
"NJ",2022,"M05",173189.716666667
"NJ",2022,"M06",174073.6
"NJ",2022,"M07",174957.483333333
"NJ",2022,"M08",175841.366666667
"NJ",2022,"M09",176725.25
"NJ",2022,"M10",177609.133333333
"NJ",2022,"M11",178493.016666667
"NJ",2022,"M12",179376.9
"NM",2012,"M01",21328.0583333333
"NM",2012,"M02",21373.8166666667
"NM",2012,"M03",21419.575
"NM",2012,"M04",21465.3333333333
"NM",2012,"M05",21511.0916666667
"NM",2012,"M06",21556.85
"NM",2012,"M07",21602.6083333333
"NM",2012,"M08",21648.3666666667
"NM",2012,"M09",21694.125
"NM",2012,"M10",21739.8833333333
"NM",2012,"M11",21785.6416666667
"NM",2012,"M12",21831.4
"NM",2013,"M01",21878.3833333333
"NM",2013,"M02",21925.3666666667
"NM",2013,"M03",21972.35
"NM",2013,"M04",22019.3333333333
"NM",2013,"M05",22066.3166666667
"NM",2013,"M06",22113.3
"NM",2013,"M07",22160.2833333333
"NM",2013,"M08",22207.2666666667
"NM",2013,"M09",22254.25
"NM",2013,"M10",22301.2333333333
"NM",2013,"M11",22348.2166666667
"NM",2013,"M12",22395.2
"NM",2014,"M01",22459.6833333333
"NM",2014,"M02",22524.1666666667
"NM",2014,"M03",22588.65
"NM",2014,"M04",22653.1333333333
"NM",2014,"M05",22717.6166666667
"NM",2014,"M06",22782.1
"NM",2014,"M07",22846.5833333333
"NM",2014,"M08",22911.0666666667
"NM",2014,"M09",22975.55
"NM",2014,"M10",23040.0333333333
"NM",2014,"M11",23104.5166666667
"NM",2014,"M12",23169
"NM",2015,"M01",23188.5416666667
"NM",2015,"M02",23208.0833333333
"NM",2015,"M03",23227.625
"NM",2015,"M04",23247.1666666667
"NM",2015,"M05",23266.7083333333
"NM",2015,"M06",23286.25
"NM",2015,"M07",23305.7916666667
"NM",2015,"M08",23325.3333333333
"NM",2015,"M09",23344.875
"NM",2015,"M10",23364.4166666667
"NM",2015,"M11",23383.9583333333
"NM",2015,"M12",23403.5
"NM",2016,"M01",23411.9833333333
"NM",2016,"M02",23420.4666666667
"NM",2016,"M03",23428.95
"NM",2016,"M04",23437.4333333333
"NM",2016,"M05",23445.9166666667
"NM",2016,"M06",23454.4
"NM",2016,"M07",23462.8833333333
"NM",2016,"M08",23471.3666666667
"NM",2016,"M09",23479.85
"NM",2016,"M10",23488.3333333333
"NM",2016,"M11",23496.8166666667
"NM",2016,"M12",23505.3
"NM",2017,"M01",23559.7333333333
"NM",2017,"M02",23614.1666666667
"NM",2017,"M03",23668.6
"NM",2017,"M04",23723.0333333333
"NM",2017,"M05",23777.4666666667
"NM",2017,"M06",23831.9
"NM",2017,"M07",23886.3333333333
"NM",2017,"M08",23940.7666666667
"NM",2017,"M09",23995.2
"NM",2017,"M10",24049.6333333333
"NM",2017,"M11",24104.0666666667
"NM",2017,"M12",24158.5
"NM",2018,"M01",24267.2333333333
"NM",2018,"M02",24375.9666666667
"NM",2018,"M03",24484.7
"NM",2018,"M04",24593.4333333333
"NM",2018,"M05",24702.1666666667
"NM",2018,"M06",24810.9
"NM",2018,"M07",24919.6333333333
"NM",2018,"M08",25028.3666666667
"NM",2018,"M09",25137.1
"NM",2018,"M10",25245.8333333333
"NM",2018,"M11",25354.5666666667
"NM",2018,"M12",25463.3
"NM",2019,"M01",25422.3583333333
"NM",2019,"M02",25381.4166666667
"NM",2019,"M03",25340.475
"NM",2019,"M04",25299.5333333333
"NM",2019,"M05",25258.5916666667
"NM",2019,"M06",25217.65
"NM",2019,"M07",25176.7083333333
"NM",2019,"M08",25135.7666666667
"NM",2019,"M09",25094.825
"NM",2019,"M10",25053.8833333333
"NM",2019,"M11",25012.9416666667
"NM",2019,"M12",24972
"NM",2020,"M01",25021.0583333333
"NM",2020,"M02",25070.1166666667
"NM",2020,"M03",25119.175
"NM",2020,"M04",25168.2333333333
"NM",2020,"M05",25217.2916666667
"NM",2020,"M06",25266.35
"NM",2020,"M07",25315.4083333333
"NM",2020,"M08",25364.4666666667
"NM",2020,"M09",25413.525
"NM",2020,"M10",25462.5833333333
"NM",2020,"M11",25511.6416666667
"NM",2020,"M12",25560.7
