"State","Year","Period","S_Consumption"
"PA",2020,"M08",395767.9
"PA",2020,"M09",393996.725
"PA",2020,"M10",392225.55
"PA",2020,"M11",390454.375
"PA",2020,"M12",388683.2
"PA",2021,"M01",391471.216666667
"PA",2021,"M02",394259.233333333
"PA",2021,"M03",397047.25
"PA",2021,"M04",399835.266666667
"PA",2021,"M05",402623.283333333
"PA",2021,"M06",405411.3
"PA",2021,"M07",408199.316666667
"PA",2021,"M08",410987.333333333
"PA",2021,"M09",413775.35
"PA",2021,"M10",416563.366666667
"PA",2021,"M11",419351.383333333
"PA",2021,"M12",422139.4
"PA",2022,"M01",425402.516666667
"PA",2022,"M02",428665.633333333
"PA",2022,"M03",431928.75
"PA",2022,"M04",435191.866666667
"PA",2022,"M05",438454.983333333
"PA",2022,"M06",441718.1
"PA",2022,"M07",444981.216666667
"PA",2022,"M08",448244.333333333
"PA",2022,"M09",451507.45
"PA",2022,"M10",454770.566666667
"PA",2022,"M11",458033.683333333
"PA",2022,"M12",461296.8
"RI",2012,"M01",27034.5083333333
"RI",2012,"M02",27054.2166666667
"RI",2012,"M03",27073.925
"RI",2012,"M04",27093.6333333333
"RI",2012,"M05",27113.3416666667
"RI",2012,"M06",27133.05
"RI",2012,"M07",27152.7583333333
"RI",2012,"M08",27172.4666666667
"RI",2012,"M09",27192.175
"RI",2012,"M10",27211.8833333333
"RI",2012,"M11",27231.5916666667
"RI",2012,"M12",27251.3
"RI",2013,"M01",27321.325
"RI",2013,"M02",27391.35
"RI",2013,"M03",27461.375
"RI",2013,"M04",27531.4
"RI",2013,"M05",27601.425
"RI",2013,"M06",27671.45
"RI",2013,"M07",27741.475
"RI",2013,"M08",27811.5
"RI",2013,"M09",27881.525
"RI",2013,"M10",27951.55
"RI",2013,"M11",28021.575
"RI",2013,"M12",28091.6
"RI",2014,"M01",28176.9666666667
"RI",2014,"M02",28262.3333333333
"RI",2014,"M03",28347.7
"RI",2014,"M04",28433.0666666667
"RI",2014,"M05",28518.4333333333
"RI",2014,"M06",28603.8
"RI",2014,"M07",28689.1666666667
"RI",2014,"M08",28774.5333333333
"RI",2014,"M09",28859.9
"RI",2014,"M10",28945.2666666667
"RI",2014,"M11",29030.6333333333
"RI",2014,"M12",29116
"RI",2015,"M01",29187.575
"RI",2015,"M02",29259.15
"RI",2015,"M03",29330.725
"RI",2015,"M04",29402.3
"RI",2015,"M05",29473.875
"RI",2015,"M06",29545.45
"RI",2015,"M07",29617.025
"RI",2015,"M08",29688.6
"RI",2015,"M09",29760.175
"RI",2015,"M10",29831.75
"RI",2015,"M11",29903.325
"RI",2015,"M12",29974.9
"RI",2016,"M01",30033.2583333333
"RI",2016,"M02",30091.6166666667
"RI",2016,"M03",30149.975
"RI",2016,"M04",30208.3333333333
"RI",2016,"M05",30266.6916666667
"RI",2016,"M06",30325.05
"RI",2016,"M07",30383.4083333333
"RI",2016,"M08",30441.7666666667
"RI",2016,"M09",30500.125
"RI",2016,"M10",30558.4833333333
"RI",2016,"M11",30616.8416666667
"RI",2016,"M12",30675.2
"RI",2017,"M01",30749.8833333333
"RI",2017,"M02",30824.5666666667
"RI",2017,"M03",30899.25
"RI",2017,"M04",30973.9333333333
"RI",2017,"M05",31048.6166666667
"RI",2017,"M06",31123.3
"RI",2017,"M07",31197.9833333333
"RI",2017,"M08",31272.6666666667
"RI",2017,"M09",31347.35
"RI",2017,"M10",31422.0333333333
"RI",2017,"M11",31496.7166666667
"RI",2017,"M12",31571.4
"RI",2018,"M01",31676.675
"RI",2018,"M02",31781.95
"RI",2018,"M03",31887.225
"RI",2018,"M04",31992.5
"RI",2018,"M05",32097.775
"RI",2018,"M06",32203.05
"RI",2018,"M07",32308.325
"RI",2018,"M08",32413.6
"RI",2018,"M09",32518.875
"RI",2018,"M10",32624.15
"RI",2018,"M11",32729.425
"RI",2018,"M12",32834.7
"RI",2019,"M01",32914.3416666667
"RI",2019,"M02",32993.9833333333
"RI",2019,"M03",33073.625
"RI",2019,"M04",33153.2666666667
"RI",2019,"M05",33232.9083333333
"RI",2019,"M06",33312.55
"RI",2019,"M07",33392.1916666667
"RI",2019,"M08",33471.8333333333
"RI",2019,"M09",33551.475
"RI",2019,"M10",33631.1166666667
"RI",2019,"M11",33710.7583333333
"RI",2019,"M12",33790.4
"RI",2020,"M01",33721.2833333333
"RI",2020,"M02",33652.1666666667
"RI",2020,"M03",33583.05
"RI",2020,"M04",33513.9333333333
"RI",2020,"M05",33444.8166666667
"RI",2020,"M06",33375.7
"RI",2020,"M07",33306.5833333333
"RI",2020,"M08",33237.4666666667
"RI",2020,"M09",33168.35
"RI",2020,"M10",33099.2333333333
"RI",2020,"M11",33030.1166666667
"RI",2020,"M12",32961
"RI",2021,"M01",33286.475
"RI",2021,"M02",33611.95
"RI",2021,"M03",33937.425
"RI",2021,"M04",34262.9
"RI",2021,"M05",34588.375
"RI",2021,"M06",34913.85
"RI",2021,"M07",35239.325
"RI",2021,"M08",35564.8
"RI",2021,"M09",35890.275
"RI",2021,"M10",36215.75
"RI",2021,"M11",36541.225
"RI",2021,"M12",36866.7
"RI",2022,"M01",37149.7666666667
"RI",2022,"M02",37432.8333333333
"RI",2022,"M03",37715.9
"RI",2022,"M04",37998.9666666667
"RI",2022,"M05",38282.0333333333
"RI",2022,"M06",38565.1
"RI",2022,"M07",38848.1666666667
"RI",2022,"M08",39131.2333333333
"RI",2022,"M09",39414.3
"RI",2022,"M10",39697.3666666667
"RI",2022,"M11",39980.4333333333
"RI",2022,"M12",40263.5
"SC",2012,"M01",91491.7416666667
"SC",2012,"M02",91634.1833333333
"SC",2012,"M03",91776.625
"SC",2012,"M04",91919.0666666667
"SC",2012,"M05",92061.5083333333
"SC",2012,"M06",92203.95
"SC",2012,"M07",92346.3916666667
"SC",2012,"M08",92488.8333333333
"SC",2012,"M09",92631.275
"SC",2012,"M10",92773.7166666667
"SC",2012,"M11",92916.1583333333
"SC",2012,"M12",93058.6
"SC",2013,"M01",93308.1666666667
"SC",2013,"M02",93557.7333333333
"SC",2013,"M03",93807.3
"SC",2013,"M04",94056.8666666667
"SC",2013,"M05",94306.4333333333
"SC",2013,"M06",94556
"SC",2013,"M07",94805.5666666667
"SC",2013,"M08",95055.1333333333
"SC",2013,"M09",95304.7
"SC",2013,"M10",95554.2666666667
"SC",2013,"M11",95803.8333333333
"SC",2013,"M12",96053.4
"SC",2014,"M01",96432.5666666667
"SC",2014,"M02",96811.7333333333
"SC",2014,"M03",97190.9
"SC",2014,"M04",97570.0666666667
"SC",2014,"M05",97949.2333333333
"SC",2014,"M06",98328.4
"SC",2014,"M07",98707.5666666667
"SC",2014,"M08",99086.7333333333
"SC",2014,"M09",99465.9
"SC",2014,"M10",99845.0666666667
"SC",2014,"M11",100224.233333333
"SC",2014,"M12",100603.4
"SC",2015,"M01",101074.675
"SC",2015,"M02",101545.95
"SC",2015,"M03",102017.225
"SC",2015,"M04",102488.5
"SC",2015,"M05",102959.775
"SC",2015,"M06",103431.05
"SC",2015,"M07",103902.325
"SC",2015,"M08",104373.6
"SC",2015,"M09",104844.875
"SC",2015,"M10",105316.15
"SC",2015,"M11",105787.425
"SC",2015,"M12",106258.7
"SC",2016,"M01",106675.65
"SC",2016,"M02",107092.6
"SC",2016,"M03",107509.55
"SC",2016,"M04",107926.5
"SC",2016,"M05",108343.45
"SC",2016,"M06",108760.4
"SC",2016,"M07",109177.35
"SC",2016,"M08",109594.3
"SC",2016,"M09",110011.25
"SC",2016,"M10",110428.2
"SC",2016,"M11",110845.15
"SC",2016,"M12",111262.1
"SC",2017,"M01",111640.475
"SC",2017,"M02",112018.85
"SC",2017,"M03",112397.225
"SC",2017,"M04",112775.6
"SC",2017,"M05",113153.975
"SC",2017,"M06",113532.35
"SC",2017,"M07",113910.725
"SC",2017,"M08",114289.1
"SC",2017,"M09",114667.475
"SC",2017,"M10",115045.85
"SC",2017,"M11",115424.225
"SC",2017,"M12",115802.6
"SC",2018,"M01",116192.691666667
"SC",2018,"M02",116582.783333333
"SC",2018,"M03",116972.875
"SC",2018,"M04",117362.966666667
"SC",2018,"M05",117753.058333333
"SC",2018,"M06",118143.15
"SC",2018,"M07",118533.241666667
"SC",2018,"M08",118923.333333333
"SC",2018,"M09",119313.425
"SC",2018,"M10",119703.516666667
"SC",2018,"M11",120093.608333333
"SC",2018,"M12",120483.7
"SC",2019,"M01",120975.633333333
"SC",2019,"M02",121467.566666667
"SC",2019,"M03",121959.5
"SC",2019,"M04",122451.433333333
"SC",2019,"M05",122943.366666667
"SC",2019,"M06",123435.3
"SC",2019,"M07",123927.233333333
"SC",2019,"M08",124419.166666667
"SC",2019,"M09",124911.1
"SC",2019,"M10",125403.033333333
"SC",2019,"M11",125894.966666667
"SC",2019,"M12",126386.9
"SC",2020,"M01",126134.766666667
"SC",2020,"M02",125882.633333333
"SC",2020,"M03",125630.5
"SC",2020,"M04",125378.366666667
"SC",2020,"M05",125126.233333333
"SC",2020,"M06",124874.1
"SC",2020,"M07",124621.966666667
"SC",2020,"M08",124369.833333333
"SC",2020,"M09",124117.7
"SC",2020,"M10",123865.566666667
"SC",2020,"M11",123613.433333333
"SC",2020,"M12",123361.3
"SC",2021,"M01",124580.3
"SC",2021,"M02",125799.3
"SC",2021,"M03",127018.3
"SC",2021,"M04",128237.3
"SC",2021,"M05",129456.3
"SC",2021,"M06",130675.3
"SC",2021,"M07",131894.3
"SC",2021,"M08",133113.3
"SC",2021,"M09",134332.3
"SC",2021,"M10",135551.3
"SC",2021,"M11",136770.3
"SC",2021,"M12",137989.3
"SC",2022,"M01",139124.891666667
"SC",2022,"M02",140260.483333333
"SC",2022,"M03",141396.075
"SC",2022,"M04",142531.666666667
"SC",2022,"M05",143667.258333333
"SC",2022,"M06",144802.85
"SC",2022,"M07",145938.441666667
"SC",2022,"M08",147074.033333333
"SC",2022,"M09",148209.625
"SC",2022,"M10",149345.216666667
"SC",2022,"M11",150480.808333333
"SC",2022,"M12",151616.4
"SD",2012,"M01",18418.6666666667
"SD",2012,"M02",18504.7333333333
"SD",2012,"M03",18590.8
"SD",2012,"M04",18676.8666666667
"SD",2012,"M05",18762.9333333333
"SD",2012,"M06",18849
"SD",2012,"M07",18935.0666666667
"SD",2012,"M08",19021.1333333333
"SD",2012,"M09",19107.2
"SD",2012,"M10",19193.2666666667
"SD",2012,"M11",19279.3333333333
"SD",2012,"M12",19365.4
"SD",2013,"M01",19413.6083333333
"SD",2013,"M02",19461.8166666667
"SD",2013,"M03",19510.025
"SD",2013,"M04",19558.2333333333
"SD",2013,"M05",19606.4416666667
"SD",2013,"M06",19654.65
"SD",2013,"M07",19702.8583333333
"SD",2013,"M08",19751.0666666667
"SD",2013,"M09",19799.275
"SD",2013,"M10",19847.4833333333
"SD",2013,"M11",19895.6916666667
"SD",2013,"M12",19943.9
"SD",2014,"M01",19996.5083333333
"SD",2014,"M02",20049.1166666667
"SD",2014,"M03",20101.725
"SD",2014,"M04",20154.3333333333
"SD",2014,"M05",20206.9416666667
"SD",2014,"M06",20259.55
"SD",2014,"M07",20312.1583333333
"SD",2014,"M08",20364.7666666667
"SD",2014,"M09",20417.375
"SD",2014,"M10",20469.9833333333
"SD",2014,"M11",20522.5916666667
"SD",2014,"M12",20575.2
"SD",2015,"M01",20646.2083333333
"SD",2015,"M02",20717.2166666667
"SD",2015,"M03",20788.225
"SD",2015,"M04",20859.2333333333
"SD",2015,"M05",20930.2416666667
"SD",2015,"M06",21001.25
"SD",2015,"M07",21072.2583333333
"SD",2015,"M08",21143.2666666667
"SD",2015,"M09",21214.275
"SD",2015,"M10",21285.2833333333
"SD",2015,"M11",21356.2916666667
"SD",2015,"M12",21427.3
"SD",2016,"M01",21514.3666666667
"SD",2016,"M02",21601.4333333333
"SD",2016,"M03",21688.5
"SD",2016,"M04",21775.5666666667
"SD",2016,"M05",21862.6333333333
"SD",2016,"M06",21949.7
"SD",2016,"M07",22036.7666666667
"SD",2016,"M08",22123.8333333333
"SD",2016,"M09",22210.9
"SD",2016,"M10",22297.9666666667
"SD",2016,"M11",22385.0333333333
"SD",2016,"M12",22472.1
"SD",2017,"M01",22570.35
"SD",2017,"M02",22668.6
"SD",2017,"M03",22766.85
"SD",2017,"M04",22865.1
"SD",2017,"M05",22963.35
"SD",2017,"M06",23061.6
"SD",2017,"M07",23159.85
"SD",2017,"M08",23258.1
"SD",2017,"M09",23356.35
"SD",2017,"M10",23454.6
"SD",2017,"M11",23552.85
"SD",2017,"M12",23651.1
"SD",2018,"M01",23754.9416666667
"SD",2018,"M02",23858.7833333333
"SD",2018,"M03",23962.625
"SD",2018,"M04",24066.4666666667
"SD",2018,"M05",24170.3083333333
"SD",2018,"M06",24274.15
"SD",2018,"M07",24377.9916666667
"SD",2018,"M08",24481.8333333333
"SD",2018,"M09",24585.675
"SD",2018,"M10",24689.5166666667
"SD",2018,"M11",24793.3583333333
"SD",2018,"M12",24897.2
"SD",2019,"M01",24984.4
"SD",2019,"M02",25071.6
"SD",2019,"M03",25158.8
"SD",2019,"M04",25246
"SD",2019,"M05",25333.2
"SD",2019,"M06",25420.4
"SD",2019,"M07",25507.6
"SD",2019,"M08",25594.8
"SD",2019,"M09",25682
"SD",2019,"M10",25769.2
"SD",2019,"M11",25856.4
"SD",2019,"M12",25943.6
"SD",2020,"M01",25907.8416666667
"SD",2020,"M02",25872.0833333333
"SD",2020,"M03",25836.325
"SD",2020,"M04",25800.5666666667
"SD",2020,"M05",25764.8083333333
"SD",2020,"M06",25729.05
"SD",2020,"M07",25693.2916666667
"SD",2020,"M08",25657.5333333333
"SD",2020,"M09",25621.775
"SD",2020,"M10",25586.0166666667
"SD",2020,"M11",25550.2583333333
"SD",2020,"M12",25514.5
"SD",2021,"M01",25743.15
"SD",2021,"M02",25971.8
"SD",2021,"M03",26200.45
"SD",2021,"M04",26429.1
"SD",2021,"M05",26657.75
"SD",2021,"M06",26886.4
"SD",2021,"M07",27115.05
"SD",2021,"M08",27343.7
"SD",2021,"M09",27572.35
"SD",2021,"M10",27801
"SD",2021,"M11",28029.65
"SD",2021,"M12",28258.3
"SD",2022,"M01",28451.1833333333
"SD",2022,"M02",28644.0666666667
"SD",2022,"M03",28836.95
"SD",2022,"M04",29029.8333333333
"SD",2022,"M05",29222.7166666667
"SD",2022,"M06",29415.6
"SD",2022,"M07",29608.4833333333
"SD",2022,"M08",29801.3666666667
"SD",2022,"M09",29994.25
"SD",2022,"M10",30187.1333333333
"SD",2022,"M11",30380.0166666667
"SD",2022,"M12",30572.9
"TN",2012,"M01",124293.641666667
"TN",2012,"M02",124607.283333333
"TN",2012,"M03",124920.925
"TN",2012,"M04",125234.566666667
"TN",2012,"M05",125548.208333333
"TN",2012,"M06",125861.85
"TN",2012,"M07",126175.491666667
"TN",2012,"M08",126489.133333333
"TN",2012,"M09",126802.775
"TN",2012,"M10",127116.416666667
"TN",2012,"M11",127430.058333333
"TN",2012,"M12",127743.7
"TN",2013,"M01",128048.441666667
"TN",2013,"M02",128353.183333333
"TN",2013,"M03",128657.925
"TN",2013,"M04",128962.666666667
"TN",2013,"M05",129267.408333333
"TN",2013,"M06",129572.15
"TN",2013,"M07",129876.891666667
"TN",2013,"M08",130181.633333333
"TN",2013,"M09",130486.375
"TN",2013,"M10",130791.116666667
"TN",2013,"M11",131095.858333333
"TN",2013,"M12",131400.6
"TN",2014,"M01",131872.116666667
"TN",2014,"M02",132343.633333333
"TN",2014,"M03",132815.15
"TN",2014,"M04",133286.666666667
"TN",2014,"M05",133758.183333333
"TN",2014,"M06",134229.7
"TN",2014,"M07",134701.216666667
"TN",2014,"M08",135172.733333333
"TN",2014,"M09",135644.25
"TN",2014,"M10",136115.766666667
"TN",2014,"M11",136587.283333333
"TN",2014,"M12",137058.8
"TN",2015,"M01",137618.116666667
"TN",2015,"M02",138177.433333333
"TN",2015,"M03",138736.75
"TN",2015,"M04",139296.066666667
"TN",2015,"M05",139855.383333333
"TN",2015,"M06",140414.7
"TN",2015,"M07",140974.016666667
"TN",2015,"M08",141533.333333333
"TN",2015,"M09",142092.65
"TN",2015,"M10",142651.966666667
"TN",2015,"M11",143211.283333333
"TN",2015,"M12",143770.6
"TN",2016,"M01",144394.591666667
"TN",2016,"M02",145018.583333333
"TN",2016,"M03",145642.575
"TN",2016,"M04",146266.566666667
"TN",2016,"M05",146890.558333333
"TN",2016,"M06",147514.55
"TN",2016,"M07",148138.541666667
"TN",2016,"M08",148762.533333333
"TN",2016,"M09",149386.525
"TN",2016,"M10",150010.516666667
"TN",2016,"M11",150634.508333333
"TN",2016,"M12",151258.5
"TN",2017,"M01",151955.216666667
"TN",2017,"M02",152651.933333333
"TN",2017,"M03",153348.65
"TN",2017,"M04",154045.366666667
"TN",2017,"M05",154742.083333333
"TN",2017,"M06",155438.8
"TN",2017,"M07",156135.516666667
"TN",2017,"M08",156832.233333333
"TN",2017,"M09",157528.95
"TN",2017,"M10",158225.666666667
"TN",2017,"M11",158922.383333333
"TN",2017,"M12",159619.1
"TN",2018,"M01",160175.025
"TN",2018,"M02",160730.95
"TN",2018,"M03",161286.875
"TN",2018,"M04",161842.8
"TN",2018,"M05",162398.725
"TN",2018,"M06",162954.65
"TN",2018,"M07",163510.575
"TN",2018,"M08",164066.5
"TN",2018,"M09",164622.425
"TN",2018,"M10",165178.35
"TN",2018,"M11",165734.275
"TN",2018,"M12",166290.2
"TN",2019,"M01",166963.441666667
"TN",2019,"M02",167636.683333333
"TN",2019,"M03",168309.925
"TN",2019,"M04",168983.166666667
"TN",2019,"M05",169656.408333333
"TN",2019,"M06",170329.65
"TN",2019,"M07",171002.891666667
"TN",2019,"M08",171676.133333333
"TN",2019,"M09",172349.375
"TN",2019,"M10",173022.616666667
"TN",2019,"M11",173695.858333333
"TN",2019,"M12",174369.1
"TN",2020,"M01",174072.541666667
"TN",2020,"M02",173775.983333333
"TN",2020,"M03",173479.425
"TN",2020,"M04",173182.866666667
"TN",2020,"M05",172886.308333333
"TN",2020,"M06",172589.75
"TN",2020,"M07",172293.191666667
"TN",2020,"M08",171996.633333333
"TN",2020,"M09",171700.075
"TN",2020,"M10",171403.516666667
"TN",2020,"M11",171106.958333333
"TN",2020,"M12",170810.4
"TN",2021,"M01",172453.916666667
"TN",2021,"M02",174097.433333333
"TN",2021,"M03",175740.95
"TN",2021,"M04",177384.466666667
"TN",2021,"M05",179027.983333333
"TN",2021,"M06",180671.5
"TN",2021,"M07",182315.016666667
"TN",2021,"M08",183958.533333333
"TN",2021,"M09",185602.05
"TN",2021,"M10",187245.566666667
"TN",2021,"M11",188889.083333333
"TN",2021,"M12",190532.6
"TN",2022,"M01",192139.866666667
"TN",2022,"M02",193747.133333333
"TN",2022,"M03",195354.4
"TN",2022,"M04",196961.666666667
"TN",2022,"M05",198568.933333333
"TN",2022,"M06",200176.2
"TN",2022,"M07",201783.466666667
"TN",2022,"M08",203390.733333333
"TN",2022,"M09",204998
"TN",2022,"M10",206605.266666667
"TN",2022,"M11",208212.533333333
"TN",2022,"M12",209819.8
"TX",2012,"M01",529668.741666667
"TX",2012,"M02",531516.683333333
"TX",2012,"M03",533364.625
"TX",2012,"M04",535212.566666667
"TX",2012,"M05",537060.508333333
"TX",2012,"M06",538908.45
"TX",2012,"M07",540756.391666667
"TX",2012,"M08",542604.333333333
"TX",2012,"M09",544452.275
"TX",2012,"M10",546300.216666667
"TX",2012,"M11",548148.158333333
"TX",2012,"M12",549996.1
"TX",2013,"M01",552025.833333333
"TX",2013,"M02",554055.566666667
"TX",2013,"M03",556085.3
"TX",2013,"M04",558115.033333333
"TX",2013,"M05",560144.766666667
"TX",2013,"M06",562174.5
"TX",2013,"M07",564204.233333333
"TX",2013,"M08",566233.966666667
"TX",2013,"M09",568263.7
"TX",2013,"M10",570293.433333333
"TX",2013,"M11",572323.166666667
"TX",2013,"M12",574352.9
"TX",2014,"M01",577278.541666667
"TX",2014,"M02",580204.183333333
"TX",2014,"M03",583129.825
"TX",2014,"M04",586055.466666667
"TX",2014,"M05",588981.108333333
"TX",2014,"M06",591906.75
"TX",2014,"M07",594832.391666667
"TX",2014,"M08",597758.033333333
"TX",2014,"M09",600683.675
"TX",2014,"M10",603609.316666667
"TX",2014,"M11",606534.958333333
"TX",2014,"M12",609460.6
"TX",2015,"M01",612203.416666667
"TX",2015,"M02",614946.233333333
"TX",2015,"M03",617689.05
"TX",2015,"M04",620431.866666667
"TX",2015,"M05",623174.683333333
"TX",2015,"M06",625917.5
"TX",2015,"M07",628660.316666667
"TX",2015,"M08",631403.133333333
"TX",2015,"M09",634145.95
"TX",2015,"M10",636888.766666667
"TX",2015,"M11",639631.583333333
"TX",2015,"M12",642374.4
"TX",2016,"M01",644669.883333333
"TX",2016,"M02",646965.366666667
"TX",2016,"M03",649260.85
"TX",2016,"M04",651556.333333333
"TX",2016,"M05",653851.816666667
"TX",2016,"M06",656147.3
"TX",2016,"M07",658442.783333333
"TX",2016,"M08",660738.266666667
"TX",2016,"M09",663033.75
"TX",2016,"M10",665329.233333333
"TX",2016,"M11",667624.716666667
"TX",2016,"M12",669920.2
"TX",2017,"M01",672695.425
"TX",2017,"M02",675470.65
"TX",2017,"M03",678245.875
"TX",2017,"M04",681021.1
"TX",2017,"M05",683796.325
"TX",2017,"M06",686571.55
"TX",2017,"M07",689346.775
"TX",2017,"M08",692122
"TX",2017,"M09",694897.225
"TX",2017,"M10",697672.45
"TX",2017,"M11",700447.675
"TX",2017,"M12",703222.9
"TX",2018,"M01",705872.825
"TX",2018,"M02",708522.75
"TX",2018,"M03",711172.675
"TX",2018,"M04",713822.6
"TX",2018,"M05",716472.525
"TX",2018,"M06",719122.45
"TX",2018,"M07",721772.375
"TX",2018,"M08",724422.3
"TX",2018,"M09",727072.225
"TX",2018,"M10",729722.15
"TX",2018,"M11",732372.075
"TX",2018,"M12",735022
"TX",2019,"M01",737925.525
"TX",2019,"M02",740829.05
"TX",2019,"M03",743732.575
"TX",2019,"M04",746636.1
"TX",2019,"M05",749539.625
"TX",2019,"M06",752443.15
"TX",2019,"M07",755346.675
"TX",2019,"M08",758250.2
"TX",2019,"M09",761153.725
"TX",2019,"M10",764057.25
"TX",2019,"M11",766960.775
"TX",2019,"M12",769864.3
"TX",2020,"M01",768641.741666667
"TX",2020,"M02",767419.183333333
"TX",2020,"M03",766196.625
"TX",2020,"M04",764974.066666667
"TX",2020,"M05",763751.508333333
"TX",2020,"M06",762528.95
"TX",2020,"M07",761306.391666667
"TX",2020,"M08",760083.833333333
"TX",2020,"M09",758861.275
"TX",2020,"M10",757638.716666667
"TX",2020,"M11",756416.158333333
"TX",2020,"M12",755193.6
"TX",2021,"M01",762426.2
"TX",2021,"M02",769658.8
"TX",2021,"M03",776891.4
"TX",2021,"M04",784124
"TX",2021,"M05",791356.6
"TX",2021,"M06",798589.2
"TX",2021,"M07",805821.8
"TX",2021,"M08",813054.4
"TX",2021,"M09",820287
"TX",2021,"M10",827519.6
"TX",2021,"M11",834752.2
"TX",2021,"M12",841984.8
"TX",2022,"M01",848799.158333333
"TX",2022,"M02",855613.516666667
"TX",2022,"M03",862427.875
"TX",2022,"M04",869242.233333333
"TX",2022,"M05",876056.591666667
"TX",2022,"M06",882870.95
"TX",2022,"M07",889685.308333333
"TX",2022,"M08",896499.666666667
"TX",2022,"M09",903314.025
"TX",2022,"M10",910128.383333333
"TX",2022,"M11",916942.741666667
"TX",2022,"M12",923757.1
"UT",2012,"M01",50180.9666666667
"UT",2012,"M02",50365.5333333333
"UT",2012,"M03",50550.1
"UT",2012,"M04",50734.6666666667
"UT",2012,"M05",50919.2333333333
"UT",2012,"M06",51103.8
"UT",2012,"M07",51288.3666666667
"UT",2012,"M08",51472.9333333333
"UT",2012,"M09",51657.5
"UT",2012,"M10",51842.0666666667
"UT",2012,"M11",52026.6333333333
"UT",2012,"M12",52211.2
"UT",2013,"M01",52364.8083333333
"UT",2013,"M02",52518.4166666667
"UT",2013,"M03",52672.025
"UT",2013,"M04",52825.6333333333
"UT",2013,"M05",52979.2416666667
"UT",2013,"M06",53132.85
"UT",2013,"M07",53286.4583333333
"UT",2013,"M08",53440.0666666667
"UT",2013,"M09",53593.675
"UT",2013,"M10",53747.2833333333
"UT",2013,"M11",53900.8916666667
"UT",2013,"M12",54054.5
"UT",2014,"M01",54316.0916666667
"UT",2014,"M02",54577.6833333333
"UT",2014,"M03",54839.275
"UT",2014,"M04",55100.8666666667
"UT",2014,"M05",55362.4583333333
"UT",2014,"M06",55624.05
"UT",2014,"M07",55885.6416666667
"UT",2014,"M08",56147.2333333333
"UT",2014,"M09",56408.825
"UT",2014,"M10",56670.4166666667
"UT",2014,"M11",56932.0083333333
"UT",2014,"M12",57193.6
"UT",2015,"M01",57424.9166666667
"UT",2015,"M02",57656.2333333333
"UT",2015,"M03",57887.55
"UT",2015,"M04",58118.8666666667
"UT",2015,"M05",58350.1833333333
"UT",2015,"M06",58581.5
"UT",2015,"M07",58812.8166666667
"UT",2015,"M08",59044.1333333333
"UT",2015,"M09",59275.45
"UT",2015,"M10",59506.7666666667
"UT",2015,"M11",59738.0833333333
"UT",2015,"M12",59969.4
"UT",2016,"M01",60308.9416666667
"UT",2016,"M02",60648.4833333333
"UT",2016,"M03",60988.025
"UT",2016,"M04",61327.5666666667
"UT",2016,"M05",61667.1083333333
"UT",2016,"M06",62006.65
"UT",2016,"M07",62346.1916666667
"UT",2016,"M08",62685.7333333333
"UT",2016,"M09",63025.275
"UT",2016,"M10",63364.8166666667
"UT",2016,"M11",63704.3583333333
"UT",2016,"M12",64043.9
"UT",2017,"M01",64354.9416666667
"UT",2017,"M02",64665.9833333333
"UT",2017,"M03",64977.025
"UT",2017,"M04",65288.0666666667
"UT",2017,"M05",65599.1083333333
"UT",2017,"M06",65910.15
"UT",2017,"M07",66221.1916666667
"UT",2017,"M08",66532.2333333333
"UT",2017,"M09",66843.275
"UT",2017,"M10",67154.3166666667
"UT",2017,"M11",67465.3583333333
"UT",2017,"M12",67776.4
"UT",2018,"M01",68131.6166666667
"UT",2018,"M02",68486.8333333333
"UT",2018,"M03",68842.05
"UT",2018,"M04",69197.2666666667
"UT",2018,"M05",69552.4833333333
"UT",2018,"M06",69907.7
"UT",2018,"M07",70262.9166666667
"UT",2018,"M08",70618.1333333333
"UT",2018,"M09",70973.35
"UT",2018,"M10",71328.5666666667
"UT",2018,"M11",71683.7833333333
"UT",2018,"M12",72039
"UT",2019,"M01",72419.3
"UT",2019,"M02",72799.6
"UT",2019,"M03",73179.9
"UT",2019,"M04",73560.2
"UT",2019,"M05",73940.5
"UT",2019,"M06",74320.8
"UT",2019,"M07",74701.1
"UT",2019,"M08",75081.4
"UT",2019,"M09",75461.7
"UT",2019,"M10",75842
"UT",2019,"M11",76222.3
"UT",2019,"M12",76602.6
"UT",2020,"M01",76498.3666666667
"UT",2020,"M02",76394.1333333333
"UT",2020,"M03",76289.9
"UT",2020,"M04",76185.6666666667
"UT",2020,"M05",76081.4333333333
"UT",2020,"M06",75977.2
"UT",2020,"M07",75872.9666666667
"UT",2020,"M08",75768.7333333333
"UT",2020,"M09",75664.5
"UT",2020,"M10",75560.2666666667
"UT",2020,"M11",75456.0333333333
"UT",2020,"M12",75351.8
"UT",2021,"M01",76205.5416666667
"UT",2021,"M02",77059.2833333333
"UT",2021,"M03",77913.025
"UT",2021,"M04",78766.7666666667
"UT",2021,"M05",79620.5083333333
"UT",2021,"M06",80474.25
"UT",2021,"M07",81327.9916666667
"UT",2021,"M08",82181.7333333333
"UT",2021,"M09",83035.475
"UT",2021,"M10",83889.2166666667
"UT",2021,"M11",84742.9583333333
"UT",2021,"M12",85596.7
"UT",2022,"M01",86424.6083333333
"UT",2022,"M02",87252.5166666667
