State,Year,Period,Supply_3,Supply_4
MD,2013,M05,67.6,6.6
MD,2013,M06,67.6,6.6
MD,2013,M07,67.5,6.5
MD,2013,M08,67.4,6.5
MD,2013,M09,67.2,6.4
MD,2013,M10,67.1,6.3
MD,2013,M11,67,6.2
MD,2013,M12,67,6.1
MD,2014,M01,66.9,6.1
MD,2014,M02,66.9,6
MD,2014,M03,66.9,5.9
MD,2014,M04,66.9,5.9
MD,2014,M05,66.9,5.8
MD,2014,M06,66.9,5.8
MD,2014,M07,66.9,5.7
MD,2014,M08,66.9,5.6
MD,2014,M09,66.9,5.6
MD,2014,M10,66.9,5.5
MD,2014,M11,66.9,5.5
MD,2014,M12,66.9,5.4
MD,2015,M01,66.9,5.4
MD,2015,M02,66.9,5.3
MD,2015,M03,66.9,5.3
MD,2015,M04,66.9,5.2
MD,2015,M05,66.9,5.1
MD,2015,M06,66.9,5
MD,2015,M07,66.9,4.9
MD,2015,M08,66.8,4.9
MD,2015,M09,66.7,4.8
MD,2015,M10,66.7,4.7
MD,2015,M11,66.7,4.7
MD,2015,M12,66.8,4.6
MD,2016,M01,66.8,4.5
MD,2016,M02,66.8,4.4
MD,2016,M03,66.8,4.3
MD,2016,M04,66.8,4.3
MD,2016,M05,66.8,4.3
MD,2016,M06,66.8,4.3
MD,2016,M07,66.9,4.2
MD,2016,M08,66.9,4.2
MD,2016,M09,67,4.3
MD,2016,M10,67.1,4.3
MD,2016,M11,67.2,4.2
MD,2016,M12,67.2,4.2
MD,2017,M01,67.3,4.1
MD,2017,M02,67.4,4
MD,2017,M03,67.5,4
MD,2017,M04,67.5,3.9
MD,2017,M05,67.6,3.9
MD,2017,M06,67.7,3.9
MD,2017,M07,67.8,4
MD,2017,M08,67.8,4
MD,2017,M09,67.8,4
MD,2017,M10,67.7,4.1
MD,2017,M11,67.6,4.1
MD,2017,M12,67.5,4
MD,2018,M01,67.5,3.9
MD,2018,M02,67.5,3.8
MD,2018,M03,67.5,3.7
MD,2018,M04,67.6,3.6
MD,2018,M05,67.6,3.6
MD,2018,M06,67.6,3.6
MD,2018,M07,67.6,3.6
MD,2018,M08,67.6,3.6
MD,2018,M09,67.6,3.7
MD,2018,M10,67.7,3.7
MD,2018,M11,67.8,3.6
MD,2018,M12,67.9,3.6
MD,2019,M01,68,3.5
MD,2019,M02,68.1,3.3
MD,2019,M03,68.1,3.2
MD,2019,M04,68.2,3.1
MD,2019,M05,68.4,3.1
MD,2019,M06,68.5,3.2
MD,2019,M07,68.7,3.4
MD,2019,M08,68.9,3.5
MD,2019,M09,69,3.6
MD,2019,M10,69.1,3.7
MD,2019,M11,69.3,3.7
MD,2019,M12,69.4,3.8
MD,2020,M01,69.5,4
MD,2020,M02,69.5,4.2
MD,2020,M03,69.4,4.2
MD,2020,M04,65.9,9.5
MD,2020,M05,66.1,9.5
MD,2020,M06,65.6,8.6
MD,2020,M07,65.7,8.1
MD,2020,M08,65.3,7.2
MD,2020,M09,65.2,6.8
MD,2020,M10,64.8,6.2
MD,2020,M11,64.8,6.1
MD,2020,M12,64.9,6.3
MD,2021,M01,64.7,5.9
MD,2021,M02,64.6,5.7
MD,2021,M03,64.7,5.7
MD,2021,M04,64.9,5.7
MD,2021,M05,65,5.7
MD,2021,M06,65.4,6.1
MD,2021,M07,65.5,6.1
MD,2021,M08,65.7,6.2
MD,2021,M09,65.5,5.8
MD,2021,M10,65.7,5.7
MD,2021,M11,65.5,5.4
MD,2021,M12,65.4,5.4
MD,2022,M01,65.6,5.4
MD,2022,M02,65.5,5
MD,2022,M03,65.6,4.6
MD,2022,M04,65.5,4.2
MD,2022,M05,65.7,4
MD,2022,M06,65.9,4
MD,2022,M07,65.8,3.9
MD,2022,M08,66.1,4.3
MD,2022,M09,65.7,4
MD,2022,M10,NA,NA
MD,2022,M11,NA,NA
MD,2022,M12,NA,NA
ME,2012,M01,64.7,7.2
ME,2012,M02,64.7,7.2
ME,2012,M03,64.7,7.2
ME,2012,M04,64.7,7.2
ME,2012,M05,64.7,7.3
ME,2012,M06,64.7,7.3
ME,2012,M07,64.7,7.2
ME,2012,M08,64.7,7.2
ME,2012,M09,64.8,7.2
ME,2012,M10,64.8,7.1
ME,2012,M11,64.8,7.1
ME,2012,M12,64.9,7.1
ME,2013,M01,64.9,7.1
ME,2013,M02,64.9,7
ME,2013,M03,64.9,7
ME,2013,M04,64.9,6.9
ME,2013,M05,65,6.8
ME,2013,M06,65,6.7
ME,2013,M07,65.1,6.7
ME,2013,M08,65,6.6
ME,2013,M09,65,6.5
ME,2013,M10,64.8,6.4
ME,2013,M11,64.7,6.3
ME,2013,M12,64.6,6.2
ME,2014,M01,64.5,6.1
ME,2014,M02,64.5,6
ME,2014,M03,64.4,5.9
ME,2014,M04,64.3,5.8
ME,2014,M05,64.2,5.7
ME,2014,M06,64.1,5.6
ME,2014,M07,64,5.5
ME,2014,M08,63.9,5.4
ME,2014,M09,63.9,5.3
ME,2014,M10,63.8,5.2
ME,2014,M11,63.7,5.2
ME,2014,M12,63.7,5
ME,2015,M01,63.6,4.9
ME,2015,M02,63.5,4.8
ME,2015,M03,63.4,4.7
ME,2015,M04,63.3,4.6
ME,2015,M05,63.1,4.5
ME,2015,M06,63,4.4
ME,2015,M07,62.9,4.3
ME,2015,M08,62.8,4.2
ME,2015,M09,62.7,4.1
ME,2015,M10,62.7,4.1
ME,2015,M11,62.7,4
ME,2015,M12,62.8,4
ME,2016,M01,62.9,4
ME,2016,M02,63.1,3.9
ME,2016,M03,63.2,3.9
ME,2016,M04,63.3,3.9
ME,2016,M05,63.4,3.8
ME,2016,M06,63.4,3.8
ME,2016,M07,63.5,3.8
ME,2016,M08,63.5,3.7
ME,2016,M09,63.6,3.7
ME,2016,M10,63.6,3.7
ME,2016,M11,63.6,3.6
ME,2016,M12,63.6,3.5
ME,2017,M01,63.7,3.5
ME,2017,M02,63.7,3.4
ME,2017,M03,63.7,3.4
ME,2017,M04,63.8,3.4
ME,2017,M05,63.8,3.4
ME,2017,M06,63.8,3.4
ME,2017,M07,63.8,3.4
ME,2017,M08,63.7,3.4
ME,2017,M09,63.6,3.4
ME,2017,M10,63.4,3.3
ME,2017,M11,63.3,3.2
ME,2017,M12,63.2,3.1
ME,2018,M01,63.1,3
ME,2018,M02,63.2,3
ME,2018,M03,63.3,2.9
ME,2018,M04,63.4,3
ME,2018,M05,63.4,3
ME,2018,M06,63.4,3.1
ME,2018,M07,63.3,3.2
ME,2018,M08,63.3,3.2
ME,2018,M09,63.1,3.3
ME,2018,M10,63,3.3
ME,2018,M11,63,3.2
ME,2018,M12,62.9,3.1
ME,2019,M01,62.8,3
ME,2019,M02,62.7,2.9
ME,2019,M03,62.6,2.7
ME,2019,M04,62.5,2.6
ME,2019,M05,62.6,2.6
ME,2019,M06,62.6,2.6
ME,2019,M07,62.7,2.7
ME,2019,M08,62.7,2.7
ME,2019,M09,62.8,2.8
ME,2019,M10,62.8,2.9
ME,2019,M11,62.7,2.9
ME,2019,M12,62.7,2.9
ME,2020,M01,62.5,2.9
ME,2020,M02,62.2,2.8
ME,2020,M03,61.9,2.7
ME,2020,M04,58.1,9.1
ME,2020,M05,59.5,9.2
ME,2020,M06,58.7,6.6
ME,2020,M07,59.4,6.3
ME,2020,M08,58.8,4.6
ME,2020,M09,59.2,4.4
ME,2020,M10,59.3,4.1
ME,2020,M11,59.5,4.1
ME,2020,M12,59.8,4.4
ME,2021,M01,59.9,4.4
ME,2021,M02,60.1,4.6
ME,2021,M03,60.2,4.8
ME,2021,M04,60.4,5
ME,2021,M05,60.3,4.9
ME,2021,M06,60.3,5
ME,2021,M07,60.1,4.9
ME,2021,M08,59.9,4.8
ME,2021,M09,59.6,4.5
ME,2021,M10,59.5,4.4
ME,2021,M11,59.3,4.2
ME,2021,M12,59.2,4.1
ME,2022,M01,59.3,4.1
ME,2022,M02,59.3,4
ME,2022,M03,59.2,3.6
ME,2022,M04,59,3.3
ME,2022,M05,59,3.2
ME,2022,M06,59,3
ME,2022,M07,58.8,2.8
ME,2022,M08,58.6,3.1
ME,2022,M09,58.4,3.3
ME,2022,M10,NA,NA
ME,2022,M11,NA,NA
ME,2022,M12,NA,NA
MI,2012,M01,60.2,9.2
MI,2012,M02,60.1,9.1
MI,2012,M03,60.1,9.1
MI,2012,M04,60,9.1
MI,2012,M05,60,9.1
MI,2012,M06,60,9.1
MI,2012,M07,60.1,9
MI,2012,M08,60.1,9
MI,2012,M09,60.2,9
MI,2012,M10,60.2,9
MI,2012,M11,60.3,9
MI,2012,M12,60.3,9
MI,2013,M01,60.4,9
MI,2013,M02,60.4,9
MI,2013,M03,60.4,8.9
MI,2013,M04,60.5,8.9
MI,2013,M05,60.6,8.8
MI,2013,M06,60.6,8.8
MI,2013,M07,60.7,8.8
MI,2013,M08,60.7,8.8
MI,2013,M09,60.6,8.6
MI,2013,M10,60.5,8.5
MI,2013,M11,60.5,8.4
MI,2013,M12,60.5,8.2
MI,2014,M01,60.5,8.1
MI,2014,M02,60.6,8
MI,2014,M03,60.6,7.9
MI,2014,M04,60.6,7.7
MI,2014,M05,60.6,7.5
MI,2014,M06,60.6,7.4
MI,2014,M07,60.6,7.2
MI,2014,M08,60.5,7
MI,2014,M09,60.5,6.8
MI,2014,M10,60.5,6.6
MI,2014,M11,60.5,6.4
MI,2014,M12,60.4,6.2
MI,2015,M01,60.3,6
MI,2015,M02,60.3,5.9
MI,2015,M03,60.3,5.8
MI,2015,M04,60.3,5.7
MI,2015,M05,60.3,5.6
MI,2015,M06,60.3,5.5
MI,2015,M07,60.3,5.4
MI,2015,M08,60.3,5.2
MI,2015,M09,60.4,5.1
MI,2015,M10,60.4,5
MI,2015,M11,60.5,5
MI,2015,M12,60.7,4.9
MI,2016,M01,60.9,4.9
MI,2016,M02,61,4.9
MI,2016,M03,61.1,5
MI,2016,M04,61.2,5
MI,2016,M05,61.2,5
MI,2016,M06,61.3,5
MI,2016,M07,61.3,5
MI,2016,M08,61.4,5
MI,2016,M09,61.4,5.1
MI,2016,M10,61.4,5.1
MI,2016,M11,61.4,5.1
MI,2016,M12,61.4,5
MI,2017,M01,61.3,4.8
MI,2017,M02,61.3,4.7
MI,2017,M03,61.3,4.5
MI,2017,M04,61.3,4.3
MI,2017,M05,61.3,4.3
MI,2017,M06,61.4,4.4
MI,2017,M07,61.4,4.5
MI,2017,M08,61.5,4.6
MI,2017,M09,61.5,4.7
MI,2017,M10,61.5,4.8
MI,2017,M11,61.4,4.7
MI,2017,M12,61.4,4.6
MI,2018,M01,61.4,4.5
MI,2018,M02,61.4,4.4
MI,2018,M03,61.5,4.3
MI,2018,M04,61.6,4.1
MI,2018,M05,61.6,4.1
MI,2018,M06,61.6,4
MI,2018,M07,61.5,4
MI,2018,M08,61.5,4.1
MI,2018,M09,61.5,4.1
MI,2018,M10,61.5,4.2
MI,2018,M11,61.6,4.2
MI,2018,M12,61.7,4.2
MI,2019,M01,61.7,4.2
MI,2019,M02,61.7,4.2
MI,2019,M03,61.8,4.1
MI,2019,M04,61.8,4.1
MI,2019,M05,61.8,4.1
MI,2019,M06,61.8,4.2
MI,2019,M07,61.8,4.2
MI,2019,M08,61.8,4.2
MI,2019,M09,61.7,4.1
MI,2019,M10,61.7,4
MI,2019,M11,61.7,3.9
MI,2019,M12,61.5,3.8
MI,2020,M01,61.4,3.8
MI,2020,M02,61.1,3.8
MI,2020,M03,60.8,3.8
MI,2020,M04,56.6,22.7
MI,2020,M05,60.5,19.2
MI,2020,M06,62,14.6
MI,2020,M07,61.3,12.6
MI,2020,M08,60.3,9.9
MI,2020,M09,60.1,8.7
MI,2020,M10,59.6,7.5
MI,2020,M11,59.4,7.1
MI,2020,M12,58.3,7
MI,2021,M01,59,6.4
MI,2021,M02,59,6.3
MI,2021,M03,59,6.2
MI,2021,M04,59.1,6.2
MI,2021,M05,59.2,6.2
MI,2021,M06,59.4,6.3
MI,2021,M07,59.4,6.2
MI,2021,M08,59.4,6
MI,2021,M09,59.4,5.7
MI,2021,M10,59.4,5.4
MI,2021,M11,59.3,5.2
MI,2021,M12,59.3,5.1
MI,2022,M01,59.4,4.9
MI,2022,M02,59.5,4.7
MI,2022,M03,59.6,4.4
MI,2022,M04,59.8,4.3
MI,2022,M05,60,4.3
MI,2022,M06,60.1,4.3
MI,2022,M07,60.1,4.2
MI,2022,M08,60.1,4.1
MI,2022,M09,60.1,4.1
MI,2022,M10,NA,NA
MI,2022,M11,NA,NA
MI,2022,M12,NA,NA
MN,2012,M01,70.7,5.8
MN,2012,M02,70.6,5.7
MN,2012,M03,70.5,5.7
MN,2012,M04,70.5,5.7
MN,2012,M05,70.4,5.7
MN,2012,M06,70.4,5.7
MN,2012,M07,70.4,5.7
MN,2012,M08,70.4,5.7
MN,2012,M09,70.5,5.6
MN,2012,M10,70.5,5.6
MN,2012,M11,70.6,5.5
MN,2012,M12,70.6,5.4
MN,2013,M01,70.5,5.4
MN,2013,M02,70.5,5.3
MN,2013,M03,70.4,5.2
MN,2013,M04,70.3,5.2
MN,2013,M05,70.3,5.1
MN,2013,M06,70.2,5.1
MN,2013,M07,70.1,5
MN,2013,M08,70.1,5
MN,2013,M09,70,4.9
MN,2013,M10,70,4.8
MN,2013,M11,70,4.8
MN,2013,M12,70,4.7
MN,2014,M01,70,4.7
MN,2014,M02,70,4.6
MN,2014,M03,70,4.6
MN,2014,M04,70,4.5
MN,2014,M05,70,4.4
MN,2014,M06,70.1,4.3
MN,2014,M07,70.1,4.2
MN,2014,M08,70.1,4.1
MN,2014,M09,70.2,4
MN,2014,M10,70.2,4
MN,2014,M11,70.1,3.9
MN,2014,M12,70.1,3.9
MN,2015,M01,70.1,3.8
MN,2015,M02,70.1,3.8
MN,2015,M03,70.2,3.8
MN,2015,M04,70.2,3.8
MN,2015,M05,70.3,3.8
MN,2015,M06,70.3,3.8
MN,2015,M07,70.2,3.8
MN,2015,M08,70.2,3.8
MN,2015,M09,70.1,3.8
MN,2015,M10,70.1,3.7
MN,2015,M11,70.2,3.8
MN,2015,M12,70.2,3.8
MN,2016,M01,70.3,3.8
MN,2016,M02,70.3,3.8
MN,2016,M03,70.2,3.8
MN,2016,M04,70.1,3.8
MN,2016,M05,70,3.8
MN,2016,M06,70,3.8
MN,2016,M07,69.9,3.9
MN,2016,M08,69.9,3.9
MN,2016,M09,69.9,4
MN,2016,M10,69.9,4
MN,2016,M11,69.9,4
MN,2016,M12,69.9,3.9
MN,2017,M01,70,3.8
MN,2017,M02,70.1,3.7
MN,2017,M03,70.1,3.6
MN,2017,M04,70.2,3.5
MN,2017,M05,70.2,3.5
MN,2017,M06,70.2,3.5
MN,2017,M07,70.2,3.4
MN,2017,M08,70.2,3.4
MN,2017,M09,70.1,3.4
MN,2017,M10,70,3.4
MN,2017,M11,70,3.3
MN,2017,M12,69.9,3.3
MN,2018,M01,69.9,3.2
MN,2018,M02,69.9,3.2
MN,2018,M03,69.9,3.1
MN,2018,M04,69.9,3.1
MN,2018,M05,69.9,3
MN,2018,M06,69.8,3
MN,2018,M07,69.7,3
MN,2018,M08,69.7,3
MN,2018,M09,69.7,3.1
MN,2018,M10,69.8,3.2
MN,2018,M11,69.8,3.4
MN,2018,M12,69.9,3.4
MN,2019,M01,70,3.4
MN,2019,M02,70,3.4
MN,2019,M03,70,3.4
MN,2019,M04,70.1,3.3
MN,2019,M05,70.1,3.3
MN,2019,M06,70.2,3.3
MN,2019,M07,70.3,3.3
MN,2019,M08,70.4,3.4
MN,2019,M09,70.4,3.5
MN,2019,M10,70.5,3.6
MN,2019,M11,70.6,3.6
MN,2019,M12,70.7,3.7
MN,2020,M01,70.8,3.8
MN,2020,M02,70.8,3.9
MN,2020,M03,70.7,4
MN,2020,M04,67.8,9
MN,2020,M05,69.1,10.8
MN,2020,M06,71.3,8.7
MN,2020,M07,70.8,7.9
MN,2020,M08,70.1,6.9
MN,2020,M09,69.7,6.2
MN,2020,M10,69,5.5
MN,2020,M11,68.5,5
MN,2020,M12,67.9,4.6
MN,2021,M01,67.4,4.2
MN,2021,M02,67.1,3.9
MN,2021,M03,67,3.7
MN,2021,M04,67.1,3.5
MN,2021,M05,67.1,3.4
MN,2021,M06,67.2,3.4
MN,2021,M07,67.2,3.3
MN,2021,M08,67.3,3.3
MN,2021,M09,67.3,3.2
MN,2021,M10,67.3,3.1
MN,2021,M11,67.3,3.1
MN,2021,M12,67.3,3
MN,2022,M01,67.6,2.9
MN,2022,M02,67.9,2.7
MN,2022,M03,68.1,2.5
MN,2022,M04,68.3,2.2
MN,2022,M05,68.4,2
MN,2022,M06,68.5,1.8
MN,2022,M07,68.4,1.8
MN,2022,M08,68.2,1.9
MN,2022,M09,68.1,2
MN,2022,M10,NA,NA
MN,2022,M11,NA,NA
MN,2022,M12,NA,NA
MO,2012,M01,64.7,7.6
MO,2012,M02,64.5,7.5
MO,2012,M03,64.4,7.4
MO,2012,M04,64.3,7.3
MO,2012,M05,64.3,7.2
MO,2012,M06,64.2,7.2
MO,2012,M07,64.2,7.1
MO,2012,M08,64.2,7
MO,2012,M09,64.3,7
MO,2012,M10,64.3,7
MO,2012,M11,64.3,7
MO,2012,M12,64.3,7
MO,2013,M01,64.3,6.9
MO,2013,M02,64.2,6.9
MO,2013,M03,64.2,6.9
MO,2013,M04,64.3,6.9
MO,2013,M05,64.3,6.8
MO,2013,M06,64.3,6.8
MO,2013,M07,64.3,6.8
MO,2013,M08,64.2,6.8
MO,2013,M09,64.1,6.7
MO,2013,M10,64.1,6.6
MO,2013,M11,64.1,6.6
MO,2013,M12,64.2,6.6
MO,2014,M01,64.3,6.6
MO,2014,M02,64.4,6.6
MO,2014,M03,64.4,6.5
MO,2014,M04,64.4,6.4
MO,2014,M05,64.4,6.3
MO,2014,M06,64.3,6.2
MO,2014,M07,64.3,6.1
MO,2014,M08,64.4,6
MO,2014,M09,64.4,5.9
MO,2014,M10,64.5,5.8
MO,2014,M11,64.5,5.7
MO,2014,M12,64.6,5.7
MO,2015,M01,64.6,5.6
MO,2015,M02,64.6,5.6
MO,2015,M03,64.6,5.6
MO,2015,M04,64.7,5.5
MO,2015,M05,64.6,5.3
MO,2015,M06,64.6,5.2
MO,2015,M07,64.5,5
MO,2015,M08,64.5,4.9
MO,2015,M09,64.5,4.8
MO,2015,M10,64.5,4.7
MO,2015,M11,64.6,4.6
MO,2015,M12,64.6,4.5
MO,2016,M01,64.7,4.5
MO,2016,M02,64.7,4.4
MO,2016,M03,64.7,4.4
MO,2016,M04,64.7,4.5
MO,2016,M05,64.7,4.6
MO,2016,M06,64.7,4.7
MO,2016,M07,64.7,4.7
MO,2016,M08,64.7,4.7
MO,2016,M09,64.6,4.7
MO,2016,M10,64.5,4.6
MO,2016,M11,64.4,4.5
MO,2016,M12,64.3,4.3
MO,2017,M01,64.1,4.2
MO,2017,M02,64.1,4.1
MO,2017,M03,64.1,3.9
MO,2017,M04,64.1,3.8
MO,2017,M05,64,3.7
MO,2017,M06,64,3.7
MO,2017,M07,64,3.6
MO,2017,M08,63.9,3.6
MO,2017,M09,63.9,3.6
MO,2017,M10,63.8,3.6
MO,2017,M11,63.7,3.6
MO,2017,M12,63.6,3.5
MO,2018,M01,63.6,3.5
MO,2018,M02,63.7,3.4
MO,2018,M03,63.7,3.3
MO,2018,M04,63.7,3.2
MO,2018,M05,63.7,3.1
MO,2018,M06,63.6,3
MO,2018,M07,63.5,3
MO,2018,M08,63.4,3
MO,2018,M09,63.4,3
MO,2018,M10,63.4,3.1
MO,2018,M11,63.5,3.1
MO,2018,M12,63.6,3.2
MO,2019,M01,63.6,3.2
MO,2019,M02,63.7,3.2
MO,2019,M03,63.7,3.1
MO,2019,M04,63.7,3
MO,2019,M05,63.7,2.9
MO,2019,M06,63.7,2.9
MO,2019,M07,63.8,2.9
MO,2019,M08,63.9,3
MO,2019,M09,64,3.1
MO,2019,M10,64.1,3.2
MO,2019,M11,64.1,3.3
MO,2019,M12,64.1,3.3
MO,2020,M01,64,3.3
MO,2020,M02,64,3.3
MO,2020,M03,64,3.5
MO,2020,M04,60.7,11.2
MO,2020,M05,59.5,9.2
MO,2020,M06,61.5,7.7
MO,2020,M07,63.8,7
MO,2020,M08,63.6,6.4
MO,2020,M09,63.5,6
MO,2020,M10,63.3,5.5
MO,2020,M11,63.2,5.3
MO,2020,M12,63.1,5.1
MO,2021,M01,63.1,5
MO,2021,M02,63.1,4.9
MO,2021,M03,63.1,4.8
MO,2021,M04,63.2,4.7
MO,2021,M05,63.1,4.5
MO,2021,M06,63.1,4.4
MO,2021,M07,63,4.3
MO,2021,M08,63,4.1
MO,2021,M09,63,4
MO,2021,M10,63.1,4
MO,2021,M11,63,3.9
MO,2021,M12,63,3.9
MO,2022,M01,63.1,3.8
MO,2022,M02,63.2,3.7
MO,2022,M03,63.3,3.6
MO,2022,M04,63.4,3.4
MO,2022,M05,63.3,3.1
MO,2022,M06,63,2.8
MO,2022,M07,62.5,2.5
MO,2022,M08,62.4,2.5
MO,2022,M09,62.4,2.4
MO,2022,M10,NA,NA
MO,2022,M11,NA,NA
MO,2022,M12,NA,NA
MS,2012,M01,59.5,9.1
MS,2012,M02,59.3,9
MS,2012,M03,59.2,8.9
MS,2012,M04,59.1,8.9
MS,2012,M05,59,8.9
MS,2012,M06,59,8.9
MS,2012,M07,59,8.8
MS,2012,M08,59,8.8
MS,2012,M09,58.9,8.7
MS,2012,M10,58.9,8.7
MS,2012,M11,58.8,8.6
MS,2012,M12,58.7,8.6
MS,2013,M01,58.3,8.7
MS,2013,M02,57.8,8.7
MS,2013,M03,57.4,8.7
MS,2013,M04,57,8.7
MS,2013,M05,56.6,8.6
MS,2013,M06,56.2,8.5
MS,2013,M07,56,8.5
MS,2013,M08,55.4,8.5
MS,2013,M09,55.3,8.4
MS,2013,M10,55.2,8.3
MS,2013,M11,55.1,8.2
MS,2013,M12,55,8.1
MS,2014,M01,54.9,8.1
MS,2014,M02,54.9,8
MS,2014,M03,54.9,7.9
MS,2014,M04,54.8,7.9
MS,2014,M05,54.8,7.8
MS,2014,M06,54.7,7.7
MS,2014,M07,54.6,7.6
MS,2014,M08,54.6,7.5
MS,2014,M09,54.6,7.4
MS,2014,M10,54.6,7.2
MS,2014,M11,54.6,7.1
MS,2014,M12,54.7,6.9
MS,2015,M01,54.8,6.8
MS,2015,M02,54.9,6.7
MS,2015,M03,55.1,6.7
MS,2015,M04,55.2,6.6
MS,2015,M05,55.3,6.5
MS,2015,M06,55.3,6.4
MS,2015,M07,55.3,6.3
MS,2015,M08,55.3,6.3
MS,2015,M09,55.4,6.3
MS,2015,M10,55.5,6.4
MS,2015,M11,55.6,6.4
MS,2015,M12,55.7,6.4
MS,2016,M01,55.7,6.3
MS,2016,M02,55.7,6.2
MS,2016,M03,55.7,6.1
MS,2016,M04,55.6,6
MS,2016,M05,55.6,6
MS,2016,M06,55.6,5.9
MS,2016,M07,55.6,5.9
MS,2016,M08,55.7,5.9
MS,2016,M09,55.7,5.9
MS,2016,M10,55.7,5.9
MS,2016,M11,55.7,5.8
MS,2016,M12,55.7,5.7
MS,2017,M01,55.8,5.6
MS,2017,M02,55.8,5.5
MS,2017,M03,55.8,5.4
MS,2017,M04,55.8,5.4
MS,2017,M05,55.8,5.3
MS,2017,M06,55.8,5.3
MS,2017,M07,55.8,5.2
MS,2017,M08,55.7,5.2
MS,2017,M09,55.6,5.1
MS,2017,M10,55.5,5
MS,2017,M11,55.5,4.9
MS,2017,M12,55.5,4.9
MS,2018,M01,55.5,4.9
MS,2018,M02,55.6,4.9
MS,2018,M03,55.7,4.9
MS,2018,M04,55.8,4.9
MS,2018,M05,55.8,4.9
MS,2018,M06,55.7,4.9
MS,2018,M07,55.6,4.8
MS,2018,M08,55.5,4.9
MS,2018,M09,55.5,4.9
MS,2018,M10,55.5,5.1
MS,2018,M11,55.5,5.2
MS,2018,M12,55.6,5.3
MS,2019,M01,55.7,5.3
MS,2019,M02,55.8,5.3
MS,2019,M03,55.8,5.3
MS,2019,M04,55.9,5.3
MS,2019,M05,56,5.4
MS,2019,M06,56.1,5.4
MS,2019,M07,56.2,5.6
MS,2019,M08,56.2,5.6
MS,2019,M09,56.2,5.6
MS,2019,M10,56.1,5.5
MS,2019,M11,56.1,5.5
MS,2019,M12,56,5.5
MS,2020,M01,55.9,5.5
MS,2020,M02,55.8,5.7
MS,2020,M03,55.7,5.8
MS,2020,M04,52.8,15.4
MS,2020,M05,53.4,11
MS,2020,M06,53.5,9.2
MS,2020,M07,53.9,8.2
MS,2020,M08,54.1,7.4
MS,2020,M09,54.6,7.1
MS,2020,M10,54.8,6.8
MS,2020,M11,55,6.8
MS,2020,M12,55.1,6.7
MS,2021,M01,55.2,6.6
MS,2021,M02,55.2,6.5
MS,2021,M03,55.3,6.4
MS,2021,M04,55.3,6.2
MS,2021,M05,55.2,6
MS,2021,M06,55.2,5.8
MS,2021,M07,55.1,5.6
MS,2021,M08,54.9,5.3
MS,2021,M09,54.8,5
MS,2021,M10,54.8,4.7
MS,2021,M11,54.8,4.7
MS,2021,M12,54.8,4.7
MS,2022,M01,54.9,4.6
MS,2022,M02,55,4.5
MS,2022,M03,55.2,4.2
MS,2022,M04,55.4,4.1
MS,2022,M05,55.5,3.9
MS,2022,M06,55.5,3.8
MS,2022,M07,55.5,3.6
MS,2022,M08,55.3,3.6
MS,2022,M09,55.2,3.6
MS,2022,M10,NA,NA
MS,2022,M11,NA,NA
MS,2022,M12,NA,NA
MT,2012,M01,64,6
MT,2012,M02,63.9,5.9
MT,2012,M03,63.9,5.9
MT,2012,M04,64,5.9
MT,2012,M05,64,5.9
MT,2012,M06,64.1,5.9
MT,2012,M07,64.1,5.9
MT,2012,M08,64.1,5.8
MT,2012,M09,64.1,5.7
MT,2012,M10,64.1,5.6
MT,2012,M11,64.1,5.6
MT,2012,M12,64,5.5
MT,2013,M01,64,5.5
MT,2013,M02,64,5.5
MT,2013,M03,64,5.5
MT,2013,M04,64,5.5
MT,2013,M05,64,5.4
MT,2013,M06,64,5.4
MT,2013,M07,64,5.4
MT,2013,M08,63.9,5.3
MT,2013,M09,63.9,5.3
MT,2013,M10,63.9,5.2
MT,2013,M11,63.9,5.1
MT,2013,M12,63.8,5
MT,2014,M01,63.8,5
MT,2014,M02,63.7,4.9
MT,2014,M03,63.6,4.8
MT,2014,M04,63.6,4.7
MT,2014,M05,63.6,4.7
MT,2014,M06,63.6,4.7
MT,2014,M07,63.5,4.6
MT,2014,M08,63.5,4.6
MT,2014,M09,63.5,4.6
MT,2014,M10,63.4,4.5
MT,2014,M11,63.4,4.5
MT,2014,M12,63.4,4.4
MT,2015,M01,63.5,4.3
MT,2015,M02,63.6,4.3
MT,2015,M03,63.6,4.3
MT,2015,M04,63.6,4.2
MT,2015,M05,63.6,4.3
MT,2015,M06,63.6,4.3
MT,2015,M07,63.5,4.3
MT,2015,M08,63.5,4.3
MT,2015,M09,63.5,4.3
MT,2015,M10,63.5,4.3
MT,2015,M11,63.6,4.3
MT,2015,M12,63.6,4.3
MT,2016,M01,63.6,4.4
MT,2016,M02,63.6,4.4
MT,2016,M03,63.6,4.4
MT,2016,M04,63.5,4.4
MT,2016,M05,63.4,4.4
MT,2016,M06,63.4,4.3
MT,2016,M07,63.3,4.3
MT,2016,M08,63.2,4.3
MT,2016,M09,63.2,4.3
MT,2016,M10,63.1,4.3
MT,2016,M11,63,4.2
MT,2016,M12,63,4.2
MT,2017,M01,63.1,4.2
MT,2017,M02,63.2,4.1
MT,2017,M03,63.2,4.1
MT,2017,M04,63.3,4.1
MT,2017,M05,63.3,4.1
MT,2017,M06,63.3,4.1
MT,2017,M07,63.3,4.1
MT,2017,M08,63.2,4.1
MT,2017,M09,63.1,4.1
MT,2017,M10,63,4.1
