State,Year,Period,Supply_3,Supply_4
CT,2015,M07,65.8,5.6
CT,2015,M08,65.7,5.5
CT,2015,M09,65.6,5.4
CT,2015,M10,65.5,5.4
CT,2015,M11,65.6,5.4
CT,2015,M12,65.6,5.3
CT,2016,M01,65.6,5.2
CT,2016,M02,65.7,5.2
CT,2016,M03,65.7,5.1
CT,2016,M04,65.7,5
CT,2016,M05,65.8,4.9
CT,2016,M06,65.8,4.9
CT,2016,M07,65.9,4.8
CT,2016,M08,65.9,4.7
CT,2016,M09,66,4.7
CT,2016,M10,66,4.7
CT,2016,M11,66.1,4.6
CT,2016,M12,66.2,4.6
CT,2017,M01,66.4,4.6
CT,2017,M02,66.5,4.5
CT,2017,M03,66.6,4.5
CT,2017,M04,66.6,4.5
CT,2017,M05,66.6,4.4
CT,2017,M06,66.5,4.4
CT,2017,M07,66.4,4.4
CT,2017,M08,66.2,4.4
CT,2017,M09,66.1,4.4
CT,2017,M10,66,4.3
CT,2017,M11,65.9,4.3
CT,2017,M12,65.8,4.3
CT,2018,M01,65.9,4.2
CT,2018,M02,65.9,4.2
CT,2018,M03,66.1,4.1
CT,2018,M04,66.2,4
CT,2018,M05,66.4,4
CT,2018,M06,66.4,3.9
CT,2018,M07,66.5,3.9
CT,2018,M08,66.5,3.8
CT,2018,M09,66.6,3.8
CT,2018,M10,66.6,3.8
CT,2018,M11,66.6,3.8
CT,2018,M12,66.7,3.7
CT,2019,M01,66.7,3.7
CT,2019,M02,66.7,3.6
CT,2019,M03,66.8,3.6
CT,2019,M04,66.8,3.5
CT,2019,M05,66.9,3.5
CT,2019,M06,66.9,3.5
CT,2019,M07,67,3.5
CT,2019,M08,67,3.5
CT,2019,M09,67.1,3.5
CT,2019,M10,67.2,3.5
CT,2019,M11,67.2,3.5
CT,2019,M12,67.2,3.5
CT,2020,M01,67.1,3.4
CT,2020,M02,66.9,3.4
CT,2020,M03,66.7,3.4
CT,2020,M04,63.1,8
CT,2020,M05,65.7,11.4
CT,2020,M06,65.5,11.1
CT,2020,M07,65.8,11.2
CT,2020,M08,64.6,9.5
CT,2020,M09,64.4,8.9
CT,2020,M10,63.8,8.1
CT,2020,M11,63.6,7.8
CT,2020,M12,63.5,7.7
CT,2021,M01,63.3,7.3
CT,2021,M02,63.2,7.2
CT,2021,M03,63.3,7
CT,2021,M04,63.5,7
CT,2021,M05,63.4,6.7
CT,2021,M06,63.7,6.7
CT,2021,M07,63.6,6.3
CT,2021,M08,63.6,6.1
CT,2021,M09,63.5,5.6
CT,2021,M10,63.5,5.4
CT,2021,M11,63.3,5.2
CT,2021,M12,63.2,5.1
CT,2022,M01,63.6,5.3
CT,2022,M02,63.6,4.9
CT,2022,M03,64,4.6
CT,2022,M04,64.2,4.4
CT,2022,M05,64.4,4.2
CT,2022,M06,64.6,4
CT,2022,M07,64.5,3.7
CT,2022,M08,64.7,4.1
CT,2022,M09,64.6,4
CT,2022,M10,NA,NA
CT,2022,M11,NA,NA
CT,2022,M12,NA,NA
DE,2012,M01,62.3,7
DE,2012,M02,62.3,7
DE,2012,M03,62.2,7
DE,2012,M04,62.2,7
DE,2012,M05,62.1,7.1
DE,2012,M06,62.1,7.1
DE,2012,M07,62,7.1
DE,2012,M08,62,7.1
DE,2012,M09,61.9,7.1
DE,2012,M10,61.8,7.1
DE,2012,M11,61.7,7.1
DE,2012,M12,61.6,7.1
DE,2013,M01,61.4,7.1
DE,2013,M02,61.3,7
DE,2013,M03,61.1,7
DE,2013,M04,61,6.9
DE,2013,M05,60.9,6.8
DE,2013,M06,60.9,6.7
DE,2013,M07,60.9,6.6
DE,2013,M08,60.8,6.5
DE,2013,M09,60.8,6.3
DE,2013,M10,60.8,6.2
DE,2013,M11,60.8,6.1
DE,2013,M12,60.9,6.1
DE,2014,M01,60.9,6
DE,2014,M02,61,6
DE,2014,M03,61.1,5.9
DE,2014,M04,61.2,5.8
DE,2014,M05,61.3,5.8
DE,2014,M06,61.4,5.7
DE,2014,M07,61.5,5.6
DE,2014,M08,61.6,5.5
DE,2014,M09,61.7,5.4
DE,2014,M10,61.7,5.3
DE,2014,M11,61.7,5.2
DE,2014,M12,61.7,5.1
DE,2015,M01,61.7,5
DE,2015,M02,61.8,4.9
DE,2015,M03,61.8,4.9
DE,2015,M04,61.9,4.9
DE,2015,M05,62,4.9
DE,2015,M06,62,4.8
DE,2015,M07,62.1,4.8
DE,2015,M08,62.1,4.7
DE,2015,M09,62.2,4.7
DE,2015,M10,62.2,4.7
DE,2015,M11,62.3,4.6
DE,2015,M12,62.4,4.6
DE,2016,M01,62.4,4.5
DE,2016,M02,62.4,4.5
DE,2016,M03,62.4,4.4
DE,2016,M04,62.3,4.4
DE,2016,M05,62.2,4.4
DE,2016,M06,62.1,4.5
DE,2016,M07,62.1,4.5
DE,2016,M08,62,4.5
DE,2016,M09,62,4.6
DE,2016,M10,62,4.6
DE,2016,M11,62,4.7
DE,2016,M12,62,4.7
DE,2017,M01,61.9,4.7
DE,2017,M02,62,4.6
DE,2017,M03,62.1,4.6
DE,2017,M04,62.2,4.6
DE,2017,M05,62.2,4.5
DE,2017,M06,62.3,4.5
DE,2017,M07,62.3,4.5
DE,2017,M08,62.3,4.4
DE,2017,M09,62.3,4.4
DE,2017,M10,62.2,4.3
DE,2017,M11,62.2,4.3
DE,2017,M12,62.1,4.2
DE,2018,M01,62.1,4.2
DE,2018,M02,62.2,4.1
DE,2018,M03,62.3,4
DE,2018,M04,62.4,3.9
DE,2018,M05,62.4,3.8
DE,2018,M06,62.3,3.7
DE,2018,M07,62.1,3.7
DE,2018,M08,62,3.6
DE,2018,M09,61.8,3.6
DE,2018,M10,61.8,3.5
DE,2018,M11,61.9,3.6
DE,2018,M12,62,3.6
DE,2019,M01,62.1,3.6
DE,2019,M02,62.1,3.6
DE,2019,M03,62.2,3.6
DE,2019,M04,62.2,3.6
DE,2019,M05,62.2,3.7
DE,2019,M06,62.1,3.7
DE,2019,M07,62.1,3.8
DE,2019,M08,62,3.8
DE,2019,M09,61.8,3.8
DE,2019,M10,61.7,3.8
DE,2019,M11,61.5,3.7
DE,2019,M12,61.3,3.7
DE,2020,M01,61.1,3.7
DE,2020,M02,60.8,3.7
DE,2020,M03,61.4,5
DE,2020,M04,59.4,13.1
DE,2020,M05,62.3,13.3
DE,2020,M06,63,12.7
DE,2020,M07,60.5,7.7
DE,2020,M08,61.2,7.5
DE,2020,M09,61.9,7.6
DE,2020,M10,60.8,5.3
DE,2020,M11,61.1,5.4
DE,2020,M12,61.3,5.6
DE,2021,M01,61.5,5.7
DE,2021,M02,61.7,5.7
DE,2021,M03,61.9,5.8
DE,2021,M04,62,5.8
DE,2021,M05,62,5.7
DE,2021,M06,62,5.7
DE,2021,M07,61.8,5.5
DE,2021,M08,61.7,5.3
DE,2021,M09,61.5,5
DE,2021,M10,61.4,4.9
DE,2021,M11,61.3,4.8
DE,2021,M12,61.2,4.8
DE,2022,M01,61.3,4.8
DE,2022,M02,61.2,4.6
DE,2022,M03,61.2,4.5
DE,2022,M04,61.2,4.5
DE,2022,M05,61.2,4.5
DE,2022,M06,61.2,4.5
DE,2022,M07,61.1,4.4
DE,2022,M08,61,4.5
DE,2022,M09,60.8,4.3
DE,2022,M10,NA,NA
DE,2022,M11,NA,NA
DE,2022,M12,NA,NA
FL,2012,M01,60.6,9.2
FL,2012,M02,60.6,9.1
FL,2012,M03,60.5,9
FL,2012,M04,60.5,8.9
FL,2012,M05,60.5,8.9
FL,2012,M06,60.5,8.8
FL,2012,M07,60.5,8.6
FL,2012,M08,60.5,8.5
FL,2012,M09,60.5,8.4
FL,2012,M10,60.4,8.3
FL,2012,M11,60.4,8.2
FL,2012,M12,60.3,8.1
FL,2013,M01,60.3,8
FL,2013,M02,60.2,8
FL,2013,M03,60.2,7.9
FL,2013,M04,60.2,7.8
FL,2013,M05,60.2,7.6
FL,2013,M06,60.2,7.6
FL,2013,M07,60.1,7.5
FL,2013,M08,60.1,7.4
FL,2013,M09,60,7.3
FL,2013,M10,59.9,7.2
FL,2013,M11,59.9,7.1
FL,2013,M12,59.9,7
FL,2014,M01,59.9,6.9
FL,2014,M02,60,6.8
FL,2014,M03,60,6.7
FL,2014,M04,60,6.7
FL,2014,M05,59.9,6.6
FL,2014,M06,59.9,6.5
FL,2014,M07,59.9,6.4
FL,2014,M08,59.9,6.3
FL,2014,M09,59.8,6.2
FL,2014,M10,59.8,6.1
FL,2014,M11,59.7,6
FL,2014,M12,59.6,6
FL,2015,M01,59.5,5.9
FL,2015,M02,59.4,5.8
FL,2015,M03,59.4,5.8
FL,2015,M04,59.3,5.7
FL,2015,M05,59.3,5.7
FL,2015,M06,59.3,5.6
FL,2015,M07,59.2,5.5
FL,2015,M08,59.2,5.4
FL,2015,M09,59.1,5.3
FL,2015,M10,59.1,5.3
FL,2015,M11,59.2,5.2
FL,2015,M12,59.2,5.1
FL,2016,M01,59.2,5.1
FL,2016,M02,59.2,5
FL,2016,M03,59.2,5
FL,2016,M04,59.2,4.9
FL,2016,M05,59.2,4.9
FL,2016,M06,59.2,4.9
FL,2016,M07,59.2,4.9
FL,2016,M08,59.3,4.9
FL,2016,M09,59.3,4.9
FL,2016,M10,59.3,4.9
FL,2016,M11,59.3,4.8
FL,2016,M12,59.3,4.8
FL,2017,M01,59.3,4.7
FL,2017,M02,59.3,4.6
FL,2017,M03,59.4,4.5
FL,2017,M04,59.5,4.4
FL,2017,M05,59.5,4.3
FL,2017,M06,59.4,4.3
FL,2017,M07,59.4,4.2
FL,2017,M08,59.3,4.2
FL,2017,M09,59.2,4.2
FL,2017,M10,59.1,4.1
FL,2017,M11,59.1,4.1
FL,2017,M12,59.1,4
FL,2018,M01,59.1,4
FL,2018,M02,59.2,3.9
FL,2018,M03,59.3,3.9
FL,2018,M04,59.3,3.8
FL,2018,M05,59.3,3.7
FL,2018,M06,59.3,3.7
FL,2018,M07,59.3,3.6
FL,2018,M08,59.3,3.6
FL,2018,M09,59.2,3.5
FL,2018,M10,59.2,3.5
FL,2018,M11,59.2,3.6
FL,2018,M12,59.2,3.6
FL,2019,M01,59.2,3.5
FL,2019,M02,59.2,3.5
FL,2019,M03,59.2,3.4
FL,2019,M04,59.3,3.4
FL,2019,M05,59.3,3.3
FL,2019,M06,59.4,3.3
FL,2019,M07,59.5,3.2
FL,2019,M08,59.5,3.2
FL,2019,M09,59.6,3.1
FL,2019,M10,59.6,3
FL,2019,M11,59.6,2.9
FL,2019,M12,59.5,2.9
FL,2020,M01,59.4,2.8
FL,2020,M02,59.1,2.7
FL,2020,M03,58.7,4.5
FL,2020,M04,53.8,13.2
FL,2020,M05,57.5,13.9
FL,2020,M06,57,11.6
FL,2020,M07,58.5,12.5
FL,2020,M08,57.7,8.9
FL,2020,M09,58.1,8.7
FL,2020,M10,57.6,7.2
FL,2020,M11,57.5,6.7
FL,2020,M12,57.7,6.5
FL,2021,M01,57.6,6
FL,2021,M02,57.6,5.6
FL,2021,M03,57.8,5.4
FL,2021,M04,58,5.1
FL,2021,M05,58.2,4.9
FL,2021,M06,58.5,4.8
FL,2021,M07,58.6,4.5
FL,2021,M08,58.7,4.3
FL,2021,M09,58.6,3.9
FL,2021,M10,58.6,3.7
FL,2021,M11,58.5,3.5
FL,2021,M12,58.4,3.5
FL,2022,M01,58.6,3.5
FL,2022,M02,58.6,3.3
FL,2022,M03,58.8,3.2
FL,2022,M04,58.9,3
FL,2022,M05,59.1,2.9
FL,2022,M06,59.3,2.8
FL,2022,M07,59.3,2.7
FL,2022,M08,59.5,2.7
FL,2022,M09,59.5,2.5
FL,2022,M10,NA,NA
FL,2022,M11,NA,NA
FL,2022,M12,NA,NA
GA,2012,M01,64.1,9.5
GA,2012,M02,64,9.4
GA,2012,M03,64,9.3
GA,2012,M04,63.9,9.3
GA,2012,M05,63.9,9.2
GA,2012,M06,63.8,9.1
GA,2012,M07,63.8,9
GA,2012,M08,63.8,8.9
GA,2012,M09,63.7,8.8
GA,2012,M10,63.7,8.7
GA,2012,M11,63.6,8.7
GA,2012,M12,63.5,8.6
GA,2013,M01,63.4,8.6
GA,2013,M02,63.3,8.6
GA,2013,M03,63.2,8.5
GA,2013,M04,63.1,8.4
GA,2013,M05,63.1,8.3
GA,2013,M06,63,8.2
GA,2013,M07,62.9,8.1
GA,2013,M08,62.7,8
GA,2013,M09,62.6,7.9
GA,2013,M10,62.4,7.8
GA,2013,M11,62.3,7.7
GA,2013,M12,62.3,7.6
GA,2014,M01,62.3,7.5
GA,2014,M02,62.3,7.4
GA,2014,M03,62.3,7.4
GA,2014,M04,62.2,7.4
GA,2014,M05,62.2,7.3
GA,2014,M06,62.1,7.3
GA,2014,M07,62,7.2
GA,2014,M08,62,7.1
GA,2014,M09,61.9,7
GA,2014,M10,61.8,6.8
GA,2014,M11,61.7,6.7
GA,2014,M12,61.5,6.6
GA,2015,M01,61.4,6.5
GA,2015,M02,61.4,6.4
GA,2015,M03,61.3,6.3
GA,2015,M04,61.2,6.3
GA,2015,M05,61.1,6.2
GA,2015,M06,61,6.1
GA,2015,M07,60.9,6
GA,2015,M08,60.8,5.9
GA,2015,M09,60.7,5.9
GA,2015,M10,60.7,5.8
GA,2015,M11,60.7,5.8
GA,2015,M12,60.7,5.7
GA,2016,M01,60.7,5.7
GA,2016,M02,60.7,5.7
GA,2016,M03,61.1,5.6
GA,2016,M04,61.5,5.5
GA,2016,M05,61.9,5.4
GA,2016,M06,62.3,5.4
GA,2016,M07,62.7,5.4
GA,2016,M08,63.1,5.4
GA,2016,M09,63.3,5.4
GA,2016,M10,64,5.4
GA,2016,M11,63.9,5.4
GA,2016,M12,63.8,5.3
GA,2017,M01,63.8,5.2
GA,2017,M02,63.8,5.1
GA,2017,M03,63.9,5
GA,2017,M04,63.9,4.9
GA,2017,M05,63.9,4.8
GA,2017,M06,64,4.8
GA,2017,M07,64,4.7
GA,2017,M08,64,4.6
GA,2017,M09,63.9,4.6
GA,2017,M10,63.9,4.5
GA,2017,M11,63.8,4.5
GA,2017,M12,63.7,4.4
GA,2018,M01,63.6,4.3
GA,2018,M02,63.6,4.3
GA,2018,M03,63.6,4.2
GA,2018,M04,63.6,4.1
GA,2018,M05,63.5,4
GA,2018,M06,63.4,4
GA,2018,M07,63.2,3.9
GA,2018,M08,63,3.9
GA,2018,M09,62.9,3.9
GA,2018,M10,62.9,3.9
GA,2018,M11,62.8,3.9
GA,2018,M12,62.8,3.9
GA,2019,M01,62.8,3.9
GA,2019,M02,62.8,3.8
GA,2019,M03,62.8,3.7
GA,2019,M04,62.8,3.7
GA,2019,M05,62.8,3.6
GA,2019,M06,62.8,3.6
GA,2019,M07,62.8,3.6
GA,2019,M08,62.8,3.5
GA,2019,M09,62.8,3.5
GA,2019,M10,62.9,3.5
GA,2019,M11,62.9,3.4
GA,2019,M12,62.9,3.5
GA,2020,M01,62.8,3.5
GA,2020,M02,62.8,3.6
GA,2020,M03,62.7,3.7
GA,2020,M04,59.6,12.3
GA,2020,M05,60.9,9.6
GA,2020,M06,60.1,8.4
GA,2020,M07,59.9,7.7
GA,2020,M08,59.6,6.9
GA,2020,M09,59.4,6.4
GA,2020,M10,62.3,5.6
GA,2020,M11,62.2,5.3
GA,2020,M12,62.1,5.1
GA,2021,M01,62,4.8
GA,2021,M02,61.9,4.6
GA,2021,M03,61.9,4.4
GA,2021,M04,61.9,4.3
GA,2021,M05,61.9,4.1
GA,2021,M06,61.9,4
GA,2021,M07,61.8,3.9
GA,2021,M08,61.8,3.7
GA,2021,M09,61.8,3.5
GA,2021,M10,61.8,3.4
GA,2021,M11,61.7,3.3
GA,2021,M12,61.6,3.3
GA,2022,M01,61.8,3.2
GA,2022,M02,61.9,3.2
GA,2022,M03,62.1,3.1
GA,2022,M04,62.2,3.1
GA,2022,M05,62.3,3
GA,2022,M06,62.3,2.9
GA,2022,M07,62.2,2.8
GA,2022,M08,62.1,2.8
GA,2022,M09,61.9,2.8
GA,2022,M10,NA,NA
GA,2022,M11,NA,NA
GA,2022,M12,NA,NA
HI,2012,M01,61.7,6.6
HI,2012,M02,61.5,6.5
HI,2012,M03,61.3,6.4
HI,2012,M04,61.2,6.3
HI,2012,M05,61.1,6.2
HI,2012,M06,61,6.1
HI,2012,M07,60.9,5.9
HI,2012,M08,60.9,5.7
HI,2012,M09,60.9,5.5
HI,2012,M10,60.8,5.3
HI,2012,M11,60.7,5.2
HI,2012,M12,60.6,5.1
HI,2013,M01,60.5,5
HI,2013,M02,60.4,4.9
HI,2013,M03,60.4,4.9
HI,2013,M04,60.4,4.8
HI,2013,M05,60.4,4.7
HI,2013,M06,60.5,4.7
HI,2013,M07,60.6,4.7
HI,2013,M08,60.6,4.7
HI,2013,M09,60.7,4.7
HI,2013,M10,60.8,4.7
HI,2013,M11,61,4.7
HI,2013,M12,61.1,4.6
HI,2014,M01,61.2,4.6
HI,2014,M02,61.3,4.5
HI,2014,M03,61.4,4.4
HI,2014,M04,61.4,4.4
HI,2014,M05,61.5,4.4
HI,2014,M06,61.5,4.3
HI,2014,M07,61.5,4.2
HI,2014,M08,61.6,4.1
HI,2014,M09,61.6,4.1
HI,2014,M10,61.6,4
HI,2014,M11,61.6,3.9
HI,2014,M12,61.6,3.9
HI,2015,M01,61.6,3.8
HI,2015,M02,61.6,3.8
HI,2015,M03,61.7,3.7
HI,2015,M04,61.7,3.6
HI,2015,M05,61.7,3.5
HI,2015,M06,61.7,3.4
HI,2015,M07,61.7,3.3
HI,2015,M08,61.7,3.3
HI,2015,M09,61.7,3.2
HI,2015,M10,61.8,3.2
HI,2015,M11,61.8,3.1
HI,2015,M12,61.9,3.1
HI,2016,M01,61.9,3
HI,2016,M02,61.9,3
HI,2016,M03,62,3
HI,2016,M04,62,3
HI,2016,M05,62,3
HI,2016,M06,62.1,2.9
HI,2016,M07,62.1,2.9
HI,2016,M08,62.2,2.9
HI,2016,M09,62.3,2.8
HI,2016,M10,62.3,2.8
HI,2016,M11,62.3,2.7
HI,2016,M12,62.3,2.7
HI,2017,M01,62.3,2.6
HI,2017,M02,62.3,2.6
HI,2017,M03,62.4,2.5
HI,2017,M04,62.4,2.5
HI,2017,M05,62.4,2.4
HI,2017,M06,62.3,2.3
HI,2017,M07,62.1,2.1
HI,2017,M08,61.9,2
HI,2017,M09,61.7,1.9
HI,2017,M10,61.5,1.9
HI,2017,M11,61.5,1.9
HI,2017,M12,61.5,1.9
HI,2018,M01,61.6,2.1
HI,2018,M02,61.7,2.2
HI,2018,M03,61.9,2.3
HI,2018,M04,62,2.4
HI,2018,M05,62,2.4
HI,2018,M06,61.9,2.4
HI,2018,M07,61.7,2.4
HI,2018,M08,61.5,2.3
HI,2018,M09,61.2,2.3
HI,2018,M10,61.1,2.4
HI,2018,M11,61,2.5
HI,2018,M12,60.9,2.6
HI,2019,M01,60.9,2.7
HI,2019,M02,60.9,2.8
HI,2019,M03,61,2.9
HI,2019,M04,61,2.9
HI,2019,M05,61,2.8
HI,2019,M06,61,2.6
HI,2019,M07,60.9,2.4
HI,2019,M08,60.8,2.2
HI,2019,M09,60.8,2
HI,2019,M10,60.8,1.9
HI,2019,M11,60.8,1.9
HI,2019,M12,60.9,2
HI,2020,M01,60.9,2.1
HI,2020,M02,60.9,2.2
HI,2020,M03,60.8,2.2
HI,2020,M04,57.4,22.4
HI,2020,M05,58.7,20.9
HI,2020,M06,58.8,17.7
HI,2020,M07,59.8,16.2
HI,2020,M08,59.8,13.9
HI,2020,M09,55.4,14.2
HI,2020,M10,57.3,12.1
HI,2020,M11,58.1,10.8
HI,2020,M12,58.8,9.8
HI,2021,M01,58.9,8.3
HI,2021,M02,59,7.3
HI,2021,M03,59.3,6.6
HI,2021,M04,59.7,6.3
HI,2021,M05,59.8,5.9
HI,2021,M06,60.3,5.9
HI,2021,M07,60.3,5.5
HI,2021,M08,60.4,5.3
HI,2021,M09,60.2,4.8
HI,2021,M10,60.3,4.7
HI,2021,M11,60.1,4.4
HI,2021,M12,60.2,4.3
HI,2022,M01,60.4,4.3
HI,2022,M02,60.3,4.2
HI,2022,M03,60.3,4.1
HI,2022,M04,60.5,4.1
HI,2022,M05,60.7,4.1
HI,2022,M06,60.8,4.2
HI,2022,M07,60.8,4
HI,2022,M08,61,4
HI,2022,M09,60.8,3.5
HI,2022,M10,NA,NA
HI,2022,M11,NA,NA
HI,2022,M12,NA,NA
IA,2012,M01,69.9,5.2
IA,2012,M02,69.8,5.2
IA,2012,M03,69.7,5.1
IA,2012,M04,69.6,5.1
IA,2012,M05,69.5,5.1
IA,2012,M06,69.4,5.1
IA,2012,M07,69.3,5.1
IA,2012,M08,69.3,5
IA,2012,M09,69.3,5
IA,2012,M10,69.3,5
IA,2012,M11,69.4,4.9
IA,2012,M12,69.4,4.9
IA,2013,M01,69.3,4.9
IA,2013,M02,69.3,4.9
IA,2013,M03,69.3,4.9
IA,2013,M04,69.5,4.9
IA,2013,M05,69.7,4.8
IA,2013,M06,69.9,4.8
IA,2013,M07,70,4.7
IA,2013,M08,70.1,4.7
IA,2013,M09,70,4.6
IA,2013,M10,69.9,4.5
IA,2013,M11,69.9,4.5
IA,2013,M12,69.8,4.5
IA,2014,M01,69.9,4.4
IA,2014,M02,70,4.4
IA,2014,M03,70.1,4.4
IA,2014,M04,70.2,4.3
IA,2014,M05,70.2,4.3
IA,2014,M06,70.3,4.3
IA,2014,M07,70.3,4.2
IA,2014,M08,70.3,4.2
IA,2014,M09,70.3,4.2
IA,2014,M10,70.3,4.1
IA,2014,M11,70.3,4
IA,2014,M12,70.3,3.9
IA,2015,M01,70.2,3.9
IA,2015,M02,70.2,3.8
IA,2015,M03,70.1,3.8
IA,2015,M04,70.1,3.8
IA,2015,M05,70,3.7
IA,2015,M06,69.9,3.7
IA,2015,M07,69.8,3.6
IA,2015,M08,69.7,3.6
IA,2015,M09,69.7,3.6
IA,2015,M10,69.7,3.6
IA,2015,M11,69.8,3.6
IA,2015,M12,70,3.6
IA,2016,M01,70.1,3.6
IA,2016,M02,70.2,3.6
IA,2016,M03,70.1,3.6
IA,2016,M04,70,3.6
IA,2016,M05,69.9,3.6
IA,2016,M06,69.8,3.7
IA,2016,M07,69.7,3.6
IA,2016,M08,69.7,3.6
IA,2016,M09,69.5,3.6
IA,2016,M10,69.4,3.5
IA,2016,M11,69.2,3.5
IA,2016,M12,69,3.4
IA,2017,M01,69,3.3
IA,2017,M02,68.9,3.2
IA,2017,M03,68.9,3.2
IA,2017,M04,68.9,3.1
IA,2017,M05,69,3.1
IA,2017,M06,69,3.1
IA,2017,M07,69,3.1
IA,2017,M08,68.9,3
IA,2017,M09,68.8,3
IA,2017,M10,68.7,2.9
IA,2017,M11,68.6,2.9
IA,2017,M12,68.6,2.8
IA,2018,M01,68.7,2.7
IA,2018,M02,68.8,2.7
IA,2018,M03,69.1,2.6
IA,2018,M04,69.2,2.5
IA,2018,M05,69.4,2.5
IA,2018,M06,69.4,2.4
IA,2018,M07,69.4,2.4
IA,2018,M08,69.4,2.5
IA,2018,M09,69.4,2.5
IA,2018,M10,69.4,2.5
IA,2018,M11,69.5,2.5
IA,2018,M12,69.6,2.5
IA,2019,M01,69.8,2.5
IA,2019,M02,70,2.5
IA,2019,M03,70.1,2.5
IA,2019,M04,70.2,2.5
IA,2019,M05,70.4,2.5
IA,2019,M06,70.5,2.6
IA,2019,M07,70.5,2.6
IA,2019,M08,70.6,2.7
IA,2019,M09,70.6,2.7
IA,2019,M10,70.6,2.7
IA,2019,M11,70.5,2.7
IA,2019,M12,70.3,2.6
IA,2020,M01,70,2.6
IA,2020,M02,69.7,2.6
IA,2020,M03,69.4,2.6
IA,2020,M04,69,10.5
IA,2020,M05,67.1,8
IA,2020,M06,66.2,6.5
IA,2020,M07,66.1,5.8
IA,2020,M08,65.9,5.1
IA,2020,M09,66.1,4.8
IA,2020,M10,66.1,4.5
IA,2020,M11,66.3,4.5
IA,2020,M12,66.5,4.5
IA,2021,M01,66.5,4.4
IA,2021,M02,66.6,4.4
IA,2021,M03,66.8,4.4
IA,2021,M04,67,4.5
IA,2021,M05,67.1,4.5
IA,2021,M06,67.2,4.5
IA,2021,M07,67.1,4.4
IA,2021,M08,67,4.3
IA,2021,M09,66.9,4.1
IA,2021,M10,66.8,4
IA,2021,M11,66.7,3.9
IA,2021,M12,66.7,3.9
IA,2022,M01,66.8,3.7
IA,2022,M02,67,3.5
IA,2022,M03,67.2,3.3
IA,2022,M04,67.4,3
IA,2022,M05,67.6,2.7
IA,2022,M06,67.8,2.6
IA,2022,M07,67.8,2.5
IA,2022,M08,67.7,2.6
IA,2022,M09,67.7,2.7
IA,2022,M10,NA,NA
IA,2022,M11,NA,NA
IA,2022,M12,NA,NA
ID,2012,M01,64.9,7.7
ID,2012,M02,64.9,7.6
ID,2012,M03,64.9,7.6
ID,2012,M04,64.8,7.6
ID,2012,M05,64.8,7.5
ID,2012,M06,64.7,7.5
ID,2012,M07,64.7,7.4
ID,2012,M08,64.7,7.3
ID,2012,M09,64.6,7.2
ID,2012,M10,64.6,7.2
ID,2012,M11,64.5,7.1
ID,2012,M12,64.4,7.1
ID,2013,M01,64.3,7
ID,2013,M02,64.3,7
ID,2013,M03,64.3,7
ID,2013,M04,64.3,7
ID,2013,M05,64.3,7
ID,2013,M06,64.4,6.9
ID,2013,M07,64.4,6.9
ID,2013,M08,64.5,6.9
ID,2013,M09,64.5,6.9
ID,2013,M10,64.5,6.8
ID,2013,M11,64.3,6.4
ID,2013,M12,64.1,6
ID,2014,M01,63.9,5.6
ID,2014,M02,63.7,5.2
ID,2014,M03,63.5,4.9
ID,2014,M04,63.4,4.6
ID,2014,M05,63.3,4.5
ID,2014,M06,63,4
ID,2014,M07,63.1,4
ID,2014,M08,63.2,4
ID,2014,M09,63.2,4
ID,2014,M10,63.3,4
ID,2014,M11,63.3,3.9
ID,2014,M12,63.4,3.9
ID,2015,M01,63.5,3.8
ID,2015,M02,63.6,3.9
ID,2015,M03,63.7,3.9
ID,2015,M04,63.8,3.9
ID,2015,M05,63.9,3.9
ID,2015,M06,63.9,3.9
ID,2015,M07,63.9,3.9
ID,2015,M08,63.9,3.9
ID,2015,M09,63.8,3.9
ID,2015,M10,63.8,3.8
ID,2015,M11,63.8,3.8
ID,2015,M12,63.8,3.8
ID,2016,M01,63.9,3.8
ID,2016,M02,63.9,3.8
ID,2016,M03,63.9,3.7
ID,2016,M04,63.9,3.7
ID,2016,M05,63.9,3.7
ID,2016,M06,63.9,3.7
ID,2016,M07,63.8,3.7
ID,2016,M08,63.8,3.7
ID,2016,M09,63.7,3.6
ID,2016,M10,63.7,3.6
ID,2016,M11,63.7,3.6
ID,2016,M12,63.6,3.5
ID,2017,M01,63.6,3.5
ID,2017,M02,63.7,3.4
ID,2017,M03,63.7,3.3
ID,2017,M04,63.8,3.2
ID,2017,M05,63.8,3.2
ID,2017,M06,63.9,3.1
ID,2017,M07,63.9,3.1
ID,2017,M08,64,3.2
ID,2017,M09,64,3.2
ID,2017,M10,64,3.2
ID,2017,M11,64,3.1
ID,2017,M12,64,3.1
ID,2018,M01,64,3
ID,2018,M02,64,2.9
ID,2018,M03,64.1,2.9
ID,2018,M04,64.1,2.8
ID,2018,M05,64.2,2.8
ID,2018,M06,64.1,2.8
ID,2018,M07,64.1,2.8
ID,2018,M08,64,2.9
ID,2018,M09,64,2.9
ID,2018,M10,64,3
ID,2018,M11,64,3
ID,2018,M12,64.1,3
ID,2019,M01,64.1,3
ID,2019,M02,64.2,3
ID,2019,M03,64.2,2.9
ID,2019,M04,64.3,2.9
ID,2019,M05,64.3,2.9
ID,2019,M06,64.4,2.9
ID,2019,M07,64.5,3
ID,2019,M08,64.5,3
ID,2019,M09,64.5,3
ID,2019,M10,64.5,3
